ID	CN	EN	RU_TRANSLATION
1028	<img id=\"Tips\" width=\"30\" height=\"46\"/><Title>积分说明</>\n在<Highlight>战略服筛选阶段</>的联赛前两轮，将启用战略服筛选积分规则。战略服筛选积分与用于判定当前比赛胜负的<Highlight>局内积分相互独立</>。局内积分用于决定当前比赛的胜负与名次；战略服筛选积分根据每场比赛名次及每轮最终排名累计，用于决定俱乐部的战略服筛选排名与晋级资格。\n<img id=\"Tips\" width=\"30\" height=\"46\"/><Title>单场名次积分</>\n每场比赛结束后，根据俱乐部在该场比赛中的最终名次获得战略服筛选积分：\n<Highlight>第1名：30分</>\n<Highlight>第2名：15分</>\n<Highlight>第3名：10分</>\n<Highlight>第4名：5分</>\n<img id=\"Tips\" width=\"30\" height=\"46\"/><Title>第一轮最终排名积分</>\n第一轮全部比赛结束后，根据俱乐部最终排名额外获得战略服筛选积分：\n<Highlight>第1名：60分</>\n<Highlight>第2名：50分</>\n<Highlight>第3名：45分</>\n<Highlight>第4名：40分</>\n<Highlight>第5至第8名：10分</>\n<img id=\"Tips\" width=\"30\" height=\"46\"/><Title>第二轮最终排名积分</>\n第二轮全部比赛结束后，根据俱乐部最终排名额外获得战略服筛选积分：\n<Highlight>第1名：200分</>\n<Highlight>第2名：100分</>\n<Highlight>第3名：70分</>\n<Highlight>第4名：50分</>\n<Highlight>第5至第8名：15分</>\n战略服筛选阶段的联赛前两轮结束后，将根据各俱乐部累计获得的<Highlight>战略服筛选总积分</>进行排名。本赛区战略服筛选总积分<Highlight>前4名</>的俱乐部将晋级<Highlight>四方联赛天启组</>，并获得<Highlight>参与战略服</>的资格。\n<img id=\"Tips\" width=\"30\" height=\"46\"/><Title>同分排序规则</>\n战略服筛选排名优先按照<Highlight>战略服筛选总积分</>由高到低排列。总积分相同时：第一轮或第二轮联赛结束后，按照俱乐部在本轮的<Highlight>最终排名</>排序，排名靠前者优先；四方联赛每轮第一场比赛结束后，本轮尚未产生最终排名，同分俱乐部暂不区分排名先后，当前展示顺序不代表本轮最终排名。\n	<img id=\"Tips\" width=\"30\" height=\"46\"/><Title>Points Explanation</>\nDuring the first two rounds of the league in the <Highlight>Strategic Server Screening Phase</>, the Strategic Server Screening points rules will be enabled. Strategic Server Screening points are independent of the <Highlight>In-match Points</> used to determine the outcome of the current match. In-match Points are used to determine the victory and ranking of the current match; Strategic Server Screening points are accumulated based on the ranking of each match and the final ranking of each round, and are used to determine the club's Strategic Server Screening ranking and qualification for advancement.\n<img id=\"Tips\" width=\"30\" height=\"46\"/><Title>Single Match Ranking Points</>\nAfter each match, Strategic Server Screening points are awarded based on the club's final ranking in that match:\n<Highlight>1st Place: 30 points</>\n<Highlight>2nd Place: 15 points</>\n<Highlight>3rd Place: 10 points</>\n<Highlight>4th Place: 5 points</>\n<img id=\"Tips\" width=\"30\" height=\"46\"/><Title>First Round Final Ranking Points</>\nAfter all matches in the first round are completed, additional Strategic Server Screening points are awarded based on the club's final ranking:\n<Highlight>1st Place: 60 points</>\n<Highlight>2nd Place: 50 points</>\n<Highlight>3rd Place: 45 points</>\n<Highlight>4th Place: 40 points</>\n<Highlight>5th to 8th Place: 10 points</>\n<img id=\"Tips\" width=\"30\" height=\"46\"/><Title>Second Round Final Ranking Points</>\nAfter all matches in the second round are completed, additional Strategic Server Screening points are awarded based on the club's final ranking:\n<Highlight>1st Place: 200 points</>\n<Highlight>2nd Place: 100 points</>\n<Highlight>3rd Place: 70 points</>\n<Highlight>4th Place: 50 points</>\n<Highlight>5th to 8th Place: 15 points</>\nAfter the first two rounds of the league in the Strategic Server Screening phase are completed, rankings will be based on the <Highlight>Total Strategic Server Screening Points</> accumulated by each club. The top <Highlight>4 clubs</> in total Strategic Server Screening points for this division will advance to the <Highlight>Four-Way League Apocalypse Group</> and gain the qualification to <Highlight>participate in the Strategic Server</>.\n<img id=\"Tips\" width=\"30\" height=\"46\"/><Title>Tie-breaking Rules</>\nThe Strategic Server Screening ranking is primarily ordered from high to low based on <Highlight>Total Strategic Server Screening Points</>. When total points are tied: After the first or second round of the league, clubs are ranked according to their <Highlight>Final Ranking</> in that round, with higher rankings taking precedence; after the first match of each round of the Four-Way League, if a final ranking for the round has not yet been determined, tied clubs will not be distinguished by rank, and the current display order does not represent the final ranking for the round.\n	
1029	<img id=\"Tips\" width=\"30\" height=\"46\"/><Title>诡秘世界</>\n诡秘世界页签中，可查看各地图<Highlight>秩序世界</>和<Highlight>城市暗面</>的玩法进度，并领取<Highlight>进度奖励</>。\n<Highlight>风尚沙龙、时代任务</>不会计入秩序世界的完成度。\n<img id=\"Tips\" width=\"30\" height=\"46\"/><Title>跑团天赋</>\n跑团天赋页签中，可根据秩序世界的完成度获得跑团相关的<Highlight>天赋加成</>。\n<img id=\"Tips\" width=\"30\" height=\"46\"/><Title>趣味玩法</>\n趣味玩法收纳了冒险过程中遇到的各种玩法事件教程。\n<img id=\"Tips\" width=\"30\" height=\"46\"/><Title>珍藏瞬间</>\n珍藏瞬间中收纳了冒险过程中收集到的宝贵瞬间记录。	<img id=\"Tips\" width=\"30\" height=\"46\"/><Title> Mystery World </>\n In the Mystery World tab, you can view the progress of the <Highlight> Order World </> and <Highlight> City Dark Side </> maps and claim <Highlight> progress rewards </>. \n<Highlight> Fashion Salon and Era Quests </> do not count toward Order World completion. \n<img id=\"Tips\" width=\"30\" height=\"46\"/><Title> TRPG Talents </>\n In the TRPG Talents tab, you can obtain TRPG-related <Highlight> talent bonuses </> based on your Order World completion. \n<img id=\"Tips\" width=\"30\" height=\"46\"/><Title> Fun Modes </>\n Fun Modes contains tutorials for various gameplay events encountered during your adventure. \n<img id=\"Tips\" width=\"30\" height=\"46\"/><Title> Treasured Moments </>\n Treasured Moments stores the precious records collected during your adventure.	
1030	<催眠师>	< Hypnotist >	
1031	<天灾化身>	<Avatar of Calamity>	
1032	<守护者>	< Guardian >	
1033	<恐惧主教>	< Horror Bishop >	
1034	<战争主教>	< War Bishop >	
1035	<收割者>	< Reaper >	
1036	<教唆者>	< Instigator >	
1037	<无暗者>	<Unshadowed>	
1038	<格斗家>	< Fighter >	
1039	<沉默门徒>	< Silent Disciple >	
1040	<混乱行者>	<Chaos Walker>	
1041	<神明之手>	< Hand of God >	
1042	<荒芜主母>	< Matriarch of Desolation >	
1043	<通灵者>	<Spirit Medium>	
1044	<隐秘之仆>	< Servant of Concealment >	
1045	<风眷者>	< Wind Blessed >	
1046	BattleZone_管家	BattleZone_Butler	
1047	Boss_子嗣守护	Boss_Offspring Protection	
1048	Boss_核心塔	Boss_Core Tower	
1049	Boss_西幻龙	Boss_Western Fantasy Dragon	
1050	Boss战_BossSpawner	Boss Fight_BossSpawner	
1051	Boss战_先祖骑士_初始	Boss Battle_Ancestor Knight_Initial	
1052	Boss战_子爵夫人_初始	Boss Battle_Viscountess_Initial	
1053	Boss战_神话管家_初始	Boss Battle_Mythical Butler_Initial	
1054	Buff层数	Buff layers	
1055	Buff层数  	Buff layers	
1056	Buff层数满足条件	Buff stacks meet conditions	
1057	Buff持有该Action期间，将Buff的OverrideLockTarget的外观信息存储到服务端，供AddCacheAppearance调用	While the Buff holds this Action, the appearance information of the Buff's OverrideLockTarget is stored on the server for AddCacheAppearance to call.	
1058	Buff控制状态列表	Buff Control State List	
1059	Buff映射，将ID为A的Buff映射成ID为B的Buff（持续）	Buff mapping: Map Buff with ID 'A' to Buff with ID 'B' (continuous).	
1060	Buff标签列表	Buff Tag List	
1061	Buff移除	Buff removed	
1062	Buff类型列表	Buff Type List	
1063	Buff表里的BuffType列，该参数填写后，会免疫所有该BuffType的buff。	BuffType column in the Buff table. After filling in this parameter, it will be immune to all buffs of this BuffType.	
1064	Buff表里的Tags列	Tags column in the Buff table.	
1065	Buff配置	Buff Configuration	
1066	B点触发器	Point B Trigger	
1067	CBT2副本用测试属性buff	CBT2 Dungeon Test Attribute Buff	
1068	CS阶段无敌	CS Phase Invincibility	
1069	Combo窗口时长	Combo Window Duration	
1070	Cutscene中玩家无敌buff	Player Invincibility buff during Cutscene	
1071	Cutscene中玩家无敌buff-检测到玩家输入就结束	Player invincibility buff during cutscene - ends upon detecting player input	
1072	C点触发器	Point C Trigger	
1073	Defense <Highlight>Mutated Material</> with the affix <Highlight><教唆者></>: \"Control Dodge increased.\"	Defense <Highlight>Mutated Material</> with the affix <Highlight><Instigator></>: \"Control Dodge increased.\"	
1074	Defense <Highlight>Mutated Material</> with the affix <Highlight><沉默门徒></>: \"All Skill levels +1, Anti-Critical Hit increased.\"	Defense <Highlight>Mutated Material</> with the affix <Highlight><Disciple of Silence></>: \"All Skill levels +1, Anti-Critical Hit increased.\"	
1075	Defense <Highlight>Mutated Material</> with the affix <Highlight><混乱行者></>: \"All Skill levels +1, Health increased.\"	Defense <Highlight>Mutated Material</> with the affix <Highlight><Chaos Walker></>: \"All Skill levels +1, Health increased.\"	
1076	DispelType为0时，直接取技能等级\n为1时填公式ID\n为2时填固定数值	When DispelType is 0, it directly takes the skill level. If \n is 1, enter the formula ID. If \n is 2, enter a fixed value.	
1077	Enum(Buff分配)	Enum (Buff distribution)	
1078	Enum(全技能槽位)	Enum (All Skill Slots)	
1079	Enum(全技能槽位带空)	Enum (All Skill Slots including Empty)	
1080	Enum(子技能朝向)	Enum (Sub-skill Orientation).	
1081	Enum(技能目标)	Enum (Skill Target).	
1082	Enum(抵抗类型)	Enum(Resistance Type)	
1083	Enum(攻击中心)	Enum (Attack Center).	
1084	E点触发器	Point E Trigger	
1085	GTA-奥黛丽疗愈-咖啡杯	GTA - Audrey healing - Coffee cup	
1086	GTA-奥黛丽疗愈-坐下	GTA - Audrey Healing - Sit Down	
1087	GTA-奥黛丽疗愈-茶杯	GTA - Audrey Healing - Teacup	
1088	GTA-射击复玩-交互触发玩法	GTA - Shooting Replay - Interaction Triggers Gameplay	
1089	GTA-机械造物-头部-返回躯干爆炸	GTA-Mechanical Creation-Head-Return to Torso Explosion	
1090	GTA-机械造物-破防易伤	GTA - Mechanical Creation - Armor Break Vulnerability	
1091	GTA-机械造物-追击子弹	GTA: Mechanical Creation: Pursuit Bullet	
1092	GTA-机械造物-隐身怪无敌	GTA - Mechanical Creation - Stealth Monster Invincibility	
1093	GTA-机械造物-雷电射线	GTA-Mechanical Creation-Lightning Ray	
1094	GTA-街头围猎-乌鸦怪连线boss的buff	GTA - Street Hunt - Crow monster connecting to boss buff	
1095	GTA-通用回血药品	GTA - Universal Healing Item	
1096	GTA-通用回血药品回血30%	GTA - Universal Healing Item Heal 30%	
1097	GTA-邦尼终局-本杰明生成护盾	GTA - Bonnie Finale - Benjamin generates shield	
1098	GTA-金狼演讲事件-交互触发狙击状态	GTA - Golden Wolf Speech Event - Interaction Triggers Snipe State	
1099	GTA堕落神父破防	GTA Fallen Priest Armor Break	
1100	GTA堕落神父破防2	GTA Fallen Priest Armor Break 2	
1101	GTA枪反教学	GTA Gun Parry Tutorial	
1102	GTA枪反教学自动释放枪反	GTA Gun Parry Tutorial Auto-Release Gun Parry	
1103	GTA牧师投技眩晕	GTA Priest Throw Skill Stun	
1104	GTA玩家时间零	GTA Player Time Zero	
1105	GTA玩家眩晕	GTA player stun	
1106	GTA给玩家处决技能	GTA Give Player Execution Skill	
1107	GTA连环杀手破防	GTA Serial Killer Armor Break	
1108	GTA连环杀手给玩家处决技能	GTA Serial Killer Grants Player Execution Skill	
1109	GTA连环杀手自身标记buff	GTA Serial Killer Self Mark Buff	
1110	GVG高塔特效buff冥皇	GVG High Tower Effect Buff Underworld Emperor	
1111	GVG高塔特效buff夜皇	GVG High Tower Effect Buff Night Emperor	
1112	GVG高塔特效buff血皇	GVG High Tower Effect Buff Blood Emperor	
1113	GVG高塔特效buff黑皇	GVG High Tower Effect Buff Black Emperor	
1114	HP<40%触发35%最大生命护盾	Trigger 35% Max Health Shield when HP < 40%	
1115	HP<40%触发3秒无敌	Trigger 3s Invincibility when HP < 40%	
1116	HP<60%触发50%最大生命护盾	Trigger 50% Max Health Shield when HP < 60%	
1117	HP<60%触发80%最大生命护盾	Trigger 80% Max Health Shield when HP < 60%	
1118	HP低触发1.5秒无敌	Trigger 1.5s Invincibility when HP is low	
1119	HP低触发1秒无敌	Trigger 1s Invincibility when HP is low	
1120	HUD_WatchGame_Skill_Common:RefreshSkill 找不到技能配置 skillId=%s	HUD_WatchGame_Skill_Common:RefreshSkill could not find Skill configuration, skillId=%s	
1121	Hello, {{先生|女士}}. As you can see, I am researching a... magical bill regarding sewage treatment.	Hello, {{sir|madam}}. As you can see, I am researching a... magical bill regarding sewage treatment.	
1122	HitBack , -- 击退\nHitDown, -- 击倒\nHitFly, -- 击飞\nHitFloat, -- 挑空\nHitDrag, -- 拖拽\nHitStiff, -- 僵直攻击	HitBack, -- Knockback \nHitDown, -- Knockdown \nHitFly, -- Knockup \nHitFloat, -- Aerial \nHitDrag, -- Drag \nHitStiff, -- Stiff Attack	
1123	I knew it, {{先生|女士}}, you look like the kind of person who cares about health, so naturally you would mind those vegetables watered with industrial wastewater.	I knew it, {{sir|madam}}, you look like the kind of person who cares about health, so naturally you would mind those vegetables watered with industrial wastewater.	
1124	Id(伤害修正)	Id (Damage correction)	
1125	Id(光环)	Id (Aura)	
1126	Id(技能轮盘)	Id (Skill Wheel).	
1127	Id(法术场)	Id (Spell Field).	
1128	Id(脱手技能)	Id (Detached Skill).	
1129	Id(额外增伤)	Id (Extra Damage Boost).	
1130	IdGroup(技能)	IdGroup (Skill)	
1131	In <Mark> TRPG </> gameplay, after rolling a <Mark> Critical Success </>, Attack increased by <Mark> 125 </>. <Mark>{1,1,（已生效）}</>	In <Mark> TRPG </> gameplay, after rolling a <Mark> Critical Success </>, Attack increased by <Mark> 125 </>. <Mark>{1,1,(applied)}</>	
1132	ItrCol_开关外	ItrCol_Outside Switch	
1133	L_IDLE               = 101,     -- 站立空闲\n    L_MOVE               = 102,     -- 移动, 诸如走/跑/冲刺跑\n    L_MOVE_TURN          = 103,     -- 移动转身\n    L_DODGE              = 104,     -- 冲刺\n    L_JUMP               = 105,     -- 跳跃\n    L_DROPPING           = 106,     -- 跌落	L_IDLE = 101, -- Standing idle \n L_MOVE = 102, -- Movement, such as walk/run/sprint \n L_MOVE_TURN = 103, -- Move turn \n L_DODGE = 104, -- Dash \n L_JUMP = 105, -- Jump \n L_DROPPING = 106, -- Falling	
1134	LuaDict(Enum(全技能槽位), IdGroup(技能))	LuaDict(Enum(All Skill Slots), IdGroup(Skill)).	
1135	LuaList(Enum(全技能槽位带空))	LuaList(Enum(All Skill slots including empty))	
1136	LuaList(Id(怪物破防))	LuaList(Id(Monster Armor Break)).	
1137	LuaList(Id(法术场))	LuaList(Id(Spell Field)).	
1138	LuaList(Id(陷阱))	LuaList(Id(Trap)).	
1139	LuaList(IdGroup(技能))	LuaList(IdGroup(Skill))	
1140	LuaList(LuaTuple(IdGroup(技能),Float()))	LuaList(LuaTuple(IdGroup(Skill), Float())).	
1141	LuaList(LuaTuple(IdGroup(技能),Int()))	LuaList(LuaTuple(IdGroup(Skill), Int())).	
1142	LuaList(LuaTuple(Str(),IdGroup(技能),Str()))	LuaList(LuaTuple(Str(), IdGroup(Skill), Str())).	
1143	MagicWall_大厅楼梯	MagicWall_Hall stairs	
1144	Move:疯狂转圈	Move: Spin crazily.	
1145	NPC头顶生命值	NPC Overhead Health	
1146	NPC护盾内标记	NPC shield interior mark	
1147	Npc_传送_先祖骑士	Npc_Teleport_Ancestor Knight	
1148	Npc_传送_子嗣守护	Npc_Teleport_Offspring Protection	
1149	Npc_传送_管家	Npc_Teleport_Butler	
1150	P1锁血buff	P1 HP Lock Buff	
1151	People these days will do anything against their conscience for profit. May the Earth Mother bless you with health, {{先生|女士}}.	People these days will do anything against their conscience for profit. May the Earth Mother bless you with health, {{Sir|Madam}}.	
1152	PlayerInfoBuffs:RefreshBuffs 实体不存在 %s	PlayerInfoBuffs:RefreshBuffs entity does not exist %s	
1153	Poi0_重生点	Poi0_Spawn Point	
1154	QTE技能（QTE的表现，实际上是额外技能按键）	QTE skill (QTE performance, actually an extra skill button).	
1155	Tri5_配方	Tri5_Recipe	
1156	Tri6_怪物	Tri6_Monster	
1157	did破防2	did Armor Break 2	
1158	did破防（一阶段）	did Armor Break (Phase 1)	
1159	did给玩家处决技能2	did Grants Player Execution Skill 2	
1160	goulu_污秽幼兽mechanic02-点2人（不优先筛T/奶）	goulu_Filthy Cub mechanic02-Target 2 people (No priority on T/Healer)	
1161	iOS端暂不支持充值	Recharge is not currently supported on iOS.	
1162	invId slotIndex freezeTime 示例 2 10 1731808912	invId slotIndex freezeTime; example: 2 10 1731808912.	
1163	none：不需要目标；\nowner：技能和buff的始作俑者；\ntar：技能和buff的作用目标\ntarlist：黑板中的目标；	none: No target required; \n owner: The originator of the skill and buff; \n tar: The target of the skill and buff; \n tarlist: Targets in the blackboard.	
1164	n选1放置法术场	Place Spell Field (N choose 1).	
1165	reminder触发器	reminder trigger	
1166	reminder触发器2	reminder trigger 2	
1167	reminder触发器3	reminder trigger 3	
1168	ring2修正传入trigger	ring2 correction incoming trigger	
1169	self.HasOverHeal表示自己造成的治疗溢出时true	self.HasOverHeal is true when the Healing you caused overflows	
1170	self：自己；\ntar：目标；\nbuffadder：Buff施加者；\ntarlist：目标清单黑板值；\nall：技能/法术场结算筛到的所有对象	self: Self; \n tar: Target; \n buffadder: Buff applier; \n tarlist: Target list blackboard value; \n all: All objects filtered by skill/Spell Field calculation.	
1171	skilldisc(*id)，随后化身残影，快速造成六次*d点伤害，期间buffdisc(*id)。*f秒后使律令爆发spellfielddisc(*id)。	skilldisc(*id), then transform into an afterimage, quickly dealing six instances of *d damage, during which buffdisc(*id) is active. After *f seconds, cause the Law Judgment to explode, dealing spellfielddisc(*id).	
1172	tar：目标；\nself：自己；\nbuffadder：Buff施加者；\ntarlist：目标清单黑板值；\nall：技能/法术场结算筛到的所有对象	tar: Target; \n self: Self; \n buffadder: Buff applier; \n tarlist: Target list blackboard value; \n all: All objects filtered by the skill/spell field settlement.	
1173	tar：目标；\nself：自己；\ntarlist：目标清单黑板值；\nall：技能/法术场结算筛到的所有对象	tar: Target; \n self: Self; \n tarlist: Target list blackboard value; \n all: All objects filtered by skill/Spell Field calculation.	
1174	trigger-到达南瓜摊	Trigger: Arrive at Pumpkin Stall	
1175	trigger-卖鱼摊	trigger-Fish Stall	
1176	trigger-检视南瓜	trigger - Inspect pumpkin	
1177	trigger-画外音1	trigger-Voiceover 1	
1178	trigger-画外音2	Trigger: Voiceover 2	
1179	trigger1号	Trigger No. 1	
1180	trigger2号	Trigger No. 2	
1181	trigger3号	Trigger No. 3	
1182	trigger4号	Trigger No. 4	
1183	trigger5号	Trigger No. 5	
1184	trigger6号	Trigger No. 6	
1185	trigger7号	Trigger No. 7	
1186	trigger触发区	trigger Trigger Area	
1187	trigger门口	Trigger Entrance	
1188	true 的话，则本次击杀才触发事件	If true, the event triggers only on this kill	
1189	true仅监听暴击伤害	true: Only listen for critical damage	
1190	true时：充能技能充能次数减少为0时也会返回true	When true: Returns true even when the charges of a chargeable skill are reduced to 0.	
1191	{\n                        \"否\": False,\n                        \"是\": True,\n                    }	{\n \"No\": False, \n \"Yes\": True \n}	
1192	{\n                        \"轻攻击\": \"LightHit\",\n                        \"默认击退\": \"HitBack\",\n                        \"击退100cm_控制0.3秒\": \"HitBack_100_9F\",\n                        \"击退200cm_控制0.3秒\": \"HitBack_200_9F\",\n                        \"击退300cm_控制0.3秒\": \"HitBack_300_9F\",\n                        \"击倒\": \"HitDown\",\n                        \"击飞\": \"HitFly\",\n                        \"挑空\": \"HitFloat\",\n                        \"拖拽\": \"HitDrag\",\n                        \"僵直攻击\": \"HitStiff\"\n                    }	{\n \"Light Attack\": \"LightHit\", \n \"Default Knockback\": \"HitBack\", \n \"Knockback 100cm_Control 0.3s\": \"HitBack_100_9F\", \n \"Knockback 200cm_Control 0.3s\": \"HitBack_200_9F\", \n \"Knockback 300cm_Control 0.3s\": \"HitBack_300_9F\", \n \"Knockdown\": \"HitDown\", \n \"Knockup\": \"HitFly\", \n \"Launch\": \"HitFloat\", \n \"Drag\": \"HitDrag\", \n \"Stiff Attack\": \"HitStiff\" \n}	
1193	{\n    \"轻攻击\": \"LightHit\",\n    \"击退\": \"HitBack\",\n    \"击倒\": \"HitDown\",\n    \"击飞\": \"HitFly\",\n    \"挑空\": \"HitFloat\",\n    \"拖拽\": \"HitDrag\",\n    \"僵直攻击\": \"HitStiff\",\n    \"拳击玩法轻受击\": \"BoxHitLight\",\n    \"拳击玩法重受击\": \"BoxHitHeavy\"\n}	{\n \"Light Attack\": \"LightHit\", \n \"Knockback\": \"HitBack\", \n \"Knockdown\": \"HitDown\", \n \"Knockup\": \"HitFly\", \n \"Launch\": \"HitFloat\", \n \"Drag\": \"HitDrag\", \n \"Stiff Attack\": \"HitStiff\", \n \"Boxing light hit\": \"BoxHitLight\", \n \"Boxing heavy hit\": \"BoxHitHeavy\" \n}	
1194	{\n  \"竞速玩法\": \"0\"}	{\n\"Racing Gameplay\": \"0\"}	
1195	{\n\"RUN\": \"0\",\n\"WALK\": \"1\",\n\"SPRINT(疾跑)\": \"2\"\n}	{\n\"RUN\": \"0\",\n\"WALK\": \"1\",\n\"SPRINT\": \"2\"\n}	
1196	{\n\"三段跳落地\": 0,\n\"x 键落地\": 1\n}	{ \n \"Triple jump landing\": 0, \n \"x key landing\": 1 \n }	
1197	{\n\"上层传入LockTarget\": \"0\",\n\"持有者\": \"1\",\n\"始作俑者\": \"2\",\n\"一仇目标\": \"3\"\n}	{\n \"Upper layer passed LockTarget\": \"0\", \n \"Holder\": \"1\", \n \"Originator\": \"2\", \n \"Primary aggro target\": \"3\" \n}	
1198	{\n\"不指定\":\"\",\n\"全体敌方玩家\": \"Enemy(Player)\",\n\"全体敌方玩家（包含尸体）\": \"Enemy(Player)(IncludeDead)\"\n}	{\n \"Not specified\": \"\", \n \"All enemy players\": \"Enemy(Player)\", \n \"All enemy players (including corpses)\": \"Enemy(Player)(IncludeDead)\" \n}	
1199	{\n\"不指定\":\"\",\n\"命中目标数（技能和法术场中的范围命中后使用该参数）\":\"hitnum\",\n\"筛选目标数（使用目标筛选时使用该参数）\": \"tarnum\",\n\"职业资源改变值（包括向上溢出值）\": \"propdiff\",\n\"职业资源改变值（实际改变值）\": \"proprealdiff\"\n}	{\n \"Unspecified\": \"\", \n \"Hit target count (use this parameter after range hit in skills and spell fields)\": \"hitnum\", \n \"Filter target count (use this parameter when using target filtering)\": \"tarnum\", \n \"Class resource change value (including upward overflow value)\": \"propdiff\", \n \"Class resource change value (actual change value)\": \"proprealdiff\" \n}	
1200	{\n\"不指定类型\": \"\",\n\"中性Buff\": \"0\",\n\"增益Buff\": \"1\",\n\"减益Buff\": \"2\"\n}	{\n \"Not specified type\": \"\", \n \"Neutral Buff\": \"0\", \n \"Buff\": \"1\", \n \"Debuff\": \"2\" \n}	
1201	{\n\"从胶囊体中心开始算距离\": \"False\",\n\"从胶囊体边缘开始算距离\": \"True\"\n}	{\n \"Calculate distance from capsule center\": \"False\", \n \"Calculate distance from capsule edge\": \"True\" \n}	
1202	{\n\"全体(默认值)\":\"All\",\n\"敌方\": \"Enemy\",\n\"友方（不包含自己）\": \"Friend\",\n\"友方\": \"FriendAndSelf\",\n}	{\n \"All (default value)\": \"All\", \n \"Enemy\": \"Enemy\", \n \"Friendly (excluding self)\": \"Friend\", \n \"Friendly\": \"FriendAndSelf\", \n}	
1203	{\n\"全体玩家\": \"0\",\n\"技能/buff持有者\": \"1\",\n\"锁定目标\": \"2\"\n}	{\n \"All players\": \"0\", \n \"Skill/buff holder\": \"1\", \n \"Locked target\": \"2\" \n}	
1204	{\n\"变多or变少\": \"both\",\n\"变少\": \"down\",\n\"变多\": \"up\"\n}	{ \n \"Increase or decrease\": \"both\", \n \"Decrease\": \"down\", \n \"Increase\": \"up\" \n }	
1205	{\n\"大风车（摇杆方向，全身动画）\": \"0\",\n\"滚轮子（面向方向，全身动画）\": \"1\",\n\"滑板鞋（摇杆方向，半身动画）\": \"2\",\n\"踱步挠头（面向方向，全身动画）\": \"3\"\n}	{\n \"Big Windmill (joystick direction, full-body animation)\": \"0\", \n \"Wheel rolling (facing direction, full-body animation)\": \"1\", \n \"Skateboard shoes (joystick direction, half-body animation)\": \"2\", \n \"Pacing and scratching head (facing direction, full-body animation)\": \"3\" \n}	
1206	{\n\"技能/buff对象目标(持有者/始作俑者)\": \"0\",\n\"关卡/场景为目标\": \"1\",\n\"范围内对象为目标\": \"2\",\n\"目标筛选为目标\": \"3\",\n\"黑板 tarlist\":\"4\"\n}	{\n \"Skill/buff object target (holder/originator)\": \"0\", \n \"Level/scene as target\": \"1\", \n \"Objects in range as target\": \"2\", \n \"Target filter as target\": \"3\", \n \"Blackboard tarlist\": \"4\" \n}	
1207	{\n\"按下或抬起\": \"both\",\n\"按下\": \"down\",\n\"抬起\": \"up\"\n}	{ \n \"Press or release\": \"both\", \n \"Press\": \"down\", \n \"Release\": \"up\" \n }	
1208	{\n\"无\": \"\",\n\"减速\": \"SpeedDown\",\n\"睡眠\": \"Sleep\",\n\"禁锢\": \"Stuck\",\n\"眩晕\": \"Dizzy\",\n\"沉默\": \"Silent\",\n\"恐惧\": \"CharTerror\",\n\"僵直\": \"Stiff\",\n\"滞涩\": \"DodgeLimit\"\n}	{\n\"None\": \"\", \n\"Slow\": \"SpeedDown\", \n\"Slumber\": \"Sleep\", \n\"Imprisonment\": \"Stuck\", \n\"Stun\": \"Dizzy\", \n\"Silence\": \"Silent\", \n\"Horror\": \"CharTerror\", \n\"Stiff\": \"Stiff\", \n\"Stagnation\": \"DodgeLimit\"\n}	
1209	{\n\"无\": \"\",\n\"减速\": \"SpeedDown\",\n\"睡眠\": \"Sleep\",\n\"禁锢\": \"Stuck\",\n\"眩晕\": \"Dizzy\",\n\"沉默\": \"Silent\",\n\"滞涩\": \"DodgeLimit\"\n}	{\n \"None\": \"\", \n \"Slow\": \"SpeedDown\", \n \"Sleep\": \"Sleep\", \n \"Imprisonment\": \"Stuck\", \n \"Stun\": \"Dizzy\", \n \"Silence\": \"Silent\", \n \"Stagnation\": \"DodgeLimit\" \n}	
1210	{\n\"无\": \"\",\n\"击退\": \"HitBack\",\n\"击倒\": \"HitDown\",\n\"击飞\": \"HitFly\",\n\"挑空\": \"HitFloat\",\n\"拖拽\": \"HitDrag\",\n\"僵直\": \"HitStiff\"\n}	{\n \"None\": \"\", \n \"Knockback\": \"HitBack\", \n \"Knockdown\": \"HitDown\", \n \"Knockup\": \"HitFly\", \n \"Launch\": \"HitFloat\", \n \"Pull\": \"HitDrag\", \n \"Stagger\": \"HitStiff\" \n}	
1211	{\n\"无限制\": \"0\",\n\"限制技能复活\": \"1\",\n\"限制自身功能复活\": \"2\",\n\"禁止复活\": \"3\"\n}	{\n \"No restriction\": \"0\", \n \"Restrict skill resurrection\": \"1\", \n \"Restrict self-function resurrection\": \"2\", \n \"Prohibit resurrection\": \"3\" \n}	
1212	{\n\"根据道具表\": \"1\",\n\"绑定\": \"2\",\n\"非绑定\": \"3\"\n}	{\n \"According to item table\": \"1\", \n \"Bound\": \"2\", \n \"Non-bound\": \"3\" \n}	
1213	{\n\"监听销毁（默认）\": \"false\",\n\"监听死亡技能\": \"true\"\n}	{\n\"Listen for destruction (default)\": \"false\", \n\"Listen for Death Skill\": \"true\"\n}	
1214	{\n\"限制为走路速度\": \"1\",\n\"限制为跑步速度\": \"2\"\n}	{\n\"Restrict to Walking Speed\": \"1\",\n\"Restrict to Running Speed\": \"2\"\n}	
