ID	CN	EN	RU_TRANSLATION
1697	不是一个好父亲。我做出了太多错误的选择，伤害了太多我爱的人。但如果重来一次，我还是会选择保护你，哪怕你看不到，哪怕你恨我。\n        还有夏尔、博诺瓦……我的孩子们。愿你们能在这个我亲手改变过的世界里，找到属于自己的幸福。\n        我也许又要沉眠了。我不知道，哪一次道别，会成为真正的告别。但不要悲伤。我，罗塞尔·古斯塔夫，黄涛——即使死亡，也要死得轰轰烈烈！况且……谁说我真的死了呢？\n        只要还有人记得我的名字，只要我的故事还在流传，只要这个世界还在使用我留下的发明和律法……我就从未真正	was he a good father. I made too many wrong choices and hurt too many people I loved. But if I could do it all over again, I would still choose to protect you, even if you can't see it, even if you hate me.\n        And Charles, Bernadette... my children. May you find your own happiness in this world I changed with my own hands.\n        I may have to sleep again. I don't know which farewell will become the true one. But do not be sad. I, Roselle Gustav, Huang Tao—even if I die, I will die in a blaze of glory! Besides... who says I am truly dead?\n        As long as there is still someone who remembers my name, as long as my story is still being told, as long as this world is still using the inventions and laws I left behind... I have never truly	
1698	不是当前城堡场景主人，需要回到自己城堡再操作	You are not the owner of the current castle scene; you need to return to your own castle to perform operations.	
1699	不是我想唱，是魔药的要求。想消化“海洋歌者”的魔药，必须在海上歌唱，用歌声引发风暴。	It's not that I wanted to sing; it was a requirement of the potion. To digest the 'Sea King' potion, one must sing at sea, using the voice to trigger storms.	
1700	不是掌握，是消化。\n不是发掘，是<Tips stylename=\"Letter_Highlight_HW\" id=\"#160\" u=\"1\">扮演</>。\n魔药的名称不只是象征，还是意象，更是消化的钥匙。	It is not mastery, it is digestion.\nIt is not excavation, it is <Tips stylename=\"Letter_Highlight_HW\" id=\"#160\" u=\"1\">acting</>.\nThe name of the potion is not just a symbol, but an imagery, and even more so, the key to digestion.	
1701	不满足增益条件，无法施放这个技能。	Buff conditions not met; cannot cast this skill.	
1702	不用在意。不过你的灵感很高，有些天赋。	Don't mind it. However, your Inspiration is high; you have some talent.	
1703	不用担心，塔罗学院不会有太多考试的。	Don't worry, there won't be too many exams at Tarot Academy.	
1704	不用紧张，这是一种“入学仪式”。让我们通过这种方式，增进彼此的了解。	Don't be nervous, this is a kind of \"entrance ceremony.\" Let us use this method to increase our mutual understanding.	
1705	不祥的气息向你扑来，你躲不过去，被诅咒缠身。	An ominous aura rushed towards you; you couldn't dodge it and were cursed.	
1706	不管多少钱也赎不回我在暗无天日的大牢里咽下的冤屈和折磨，承不起我用自己的血水浇铸、骨头打磨出的复仇之剑。	No amount of money can redeem the injustice and torment I swallowed in the dark prison, nor can it bear the sword of revenge I cast with my own blood and polished with my bones.	
1707	不老魔女魔药	Unaging Witch Potion	
1708	不行，伊迪丝，这种力量很神奇，但也很危险。知道得太多对你不是好事，有我来保护你就足够了。	No, Edith, this power is magical, but also dangerous. Knowing too much is not good for you; having me to protect you is enough.	
1709	不行，要振作！一直忙着找治疗莎莉的方法，现在必须整理一下了。	No, I must pull myself together! I've been busy looking for a way to heal Sally, and now I must organize things.	
1710	不要……伤害她！！！	Don't... hurt her!!!	
1711	不要伤害她！	Don't hurt her!	
1712	不要伤害她，不要吓坏她，夜莺是好鸟，夜莺的歌，好听！	Don't hurt her, don't scare her. The Nightingale is a good bird, the Nightingale's song is beautiful!	
1713	不要攻击命运相同的敌人！	Do not attack enemies with the same fate!	
1714	不要攻击相同命运的敌人！	Do not attack enemies with the same fate!	
1715	不要直接在最下面加新buff	Do not add new buffs directly at the bottom	
1716	不要自责，激活仪式是逃离这里的必要环节，这次你做得很好。	Do not blame yourself. Activating the ritual was a necessary step to escape from here. You did very well this time.	
1717	不要被命运相同的能量碰撞到！	Do not get hit by energy of the same fate!	
1718	不要误撞命运同色能量！	Do not collide with fate energy of the same color!	
1719	不要轻易占卜	Do not divine lightly	
1720	不论如何，我得先找个地方藏起来……要是被发现靠着魔药偷偷通宵学习的事就糟了。	Anyway, I have to find a place to hide first... it would be bad if I were caught studying all night secretly relying on potions.	
1721	不论贫穷或是富贵 不论健康或是疾病	Whether in poverty or wealth, in sickness or in health,	
1722	不走技能检查，所有逻辑在单帧里执行完毕，非独立技能，可以理解为调用方（父技能、Buff）的一部分	Does not go through skill checks; all logic is executed in a single frame. It is not an independent skill and can be understood as part of the caller (parent skill, Buff).	
1723	不过——你可是有“愚者”先生的眷顾，在一位强大神明的庇护和注视下完成仪式，不会出问题的。	However—you have the favor of Mr. Fool. Completing the ritual under the protection and gaze of a powerful God, there won't be any problems.	
1724	不过——你可是有愚者先生的眷顾，在一位强大神明的庇护和注视下完成仪式，不会出问题的。	However—you have the favor of Mr. Fool. Completing the ritual under the protection and gaze of a powerful deity, nothing will go wrong.	
1725	不过……为了保护他们，我现在尽量不和他们见面。非凡世界太危险了，我不想让危险波及到他们。	However... to protect them, I try not to see them now. The Extraordinary World is too dangerous, and I don't want the danger to reach them.	
1726	不过好消息是：右边这瓶药，会治愈您的皮肤。	But the good news is: the bottle on the right will heal your skin.	
1727	不过，我要提醒你一下，“神降”仪式还需要准备其他材料，记得收集齐再来开启仪式。	However, I must remind you that the 'divine descent' ritual also requires other materials; remember to collect them all before starting the ritual.	
1728	不速之音接取trigger	Uninvited Sound acceptance trigger	
1729	不错，很有舞蹈天赋嘛！	Not bad, you have a real talent for dancing!	
1730	不错，那我们开始今天的课程——制作符咒。	Not bad, then let's start today's lesson—making charms.	
1731	不需要的话，填0；填了攻击ID不是指执行相应的Attack；而是为了播一下对应Attack对应的攻击特效；不需要的话，填0	If not needed, fill in 0; filling in an attack ID does not mean executing the corresponding Attack, but rather playing the attack effect corresponding to that Attack; if not needed, fill in 0.	
1732	不！为什么，为什么我们出生就注定要背负这样的诅咒，要亲手终结自己父母的生命？	No! Why, why are we destined to bear such a curse from birth, and to have to end our parents' lives with our own hands?	
1733	不！我一天见不到毛球心就要碎了，你再去多贴几张告示。	No! My heart will break if I don't see Fur Ball for a day. Go put up more notices.	
1734	不，不，那危险的东西就在城堡的废墟里，等待人放松警惕，等我们以为安全了，然后就会……杀了所有人！	No, no, that dangerous thing is in the ruins of the castle, waiting for people to let their guard down. Once we think we're safe, then it will... kill everyone!	
1735	与Npc进行对话  玩家跨场景传送到指定Trigger  	Converse with NPC. Player teleports across scenes to the specified Trigger.	
1736	与受诅水晶共生的微晶结构，能够同步并放大诅咒源的灵性频率。	Micro-crystalline structures coexisting with cursed crystals, capable of synchronizing and amplifying the spiritual frequency of the Curse source.	
1737	与另一枚果核气息相连：击破其中之一后，须在 3 秒内击破另一枚，逾期将引发全屏毁灭性爆炸。	Connected to the aura of another core: after breaking one, you must break the other within 3 seconds, otherwise it will trigger a screen-wide devastating explosion.	
1738	与我有缘者“困于东侧摇篮的时光”？占卜师说话真狗屁不通！	'Destined to be trapped in the cradle on the east side'? Diviners really talk nonsense!	
1739	与指定门进行交互  对象自身添加Buff  对象自身添加Buff  	Interact with the specified Door; object adds Buff to itself; object adds Buff to itself.	
1740	与灵性追溯光球交互	Interact with the Spiritual Retrospection orb.	
1741	与自己创建的脱手技能互换位置	Swap positions with a detached skill created by self.	
1742	与贝利夫一起前往城堡月台	Go to the castle platform with Beliv	
1743	与门交互（激活时加BUFF）	Interact with the door (add BUFF when activated)	
1744	与霹雳舞王谈谈	Talk to the Breakdance King	
1745	与马车夫交流可以知道，开膛手应该是在<P_Yellow>警局外</>被终结，在剧本上记录一下吧。	Communicating with the carriage driver reveals that the Ripper was likely ended <P_Yellow>outside the police station</>; record it in the script.	
1746	世界灾厄中，队伍成员变更，将在本局中失去进入排行榜的资格，且只能以个人伤害量结算奖励，是否仍同意新队员进队？	In World Calamity, changing team members will disqualify you from the leaderboard for this match, and rewards will only be settled based on individual damage. Do you still agree to let the new member join the team?	
1747	东北安全区trigger	Northeast safe zone trigger	
1748	东区午休氛围	East District Lunch Break Atmosphere	
1749	东区氛围-神秘仪式	East District Atmosphere - Mysterious Ritual	
1750	东南安全区trigger	Southeast safe zone trigger	
