ID	CN	EN	RU_TRANSLATION
382	<Assistant_Title1>【Club Brawl - Scoring Rules】</>\n Players will accumulate scores based on the performance of their projections on the battlefield: \n According to the survival ranking, the top three projections will receive <Assistant_Red>60, 40, 30</> points respectively, \n for every other projection that dies, your own projection gains <Assistant_Red>3</> points, \n and killing other projections grants <Assistant_Red>5</> points. \n Players must enter at least <Assistant_Red>8</> projections to receive rewards. After the competition ends, those with excellent total scores and those with outstanding projection data will receive additional <Assistant_Property1>title</> rewards.\n<Assistant_Title3> Recommended Search: </>{SendAnswer:[俱乐部乱斗]|8}, {SendAnswer:[俱乐部乱斗-玩法规则]|9}	<Assistant_Title1>【Club Brawl - Scoring Rules】</>\n Players will accumulate scores based on the performance of their projections on the battlefield: \n According to the survival ranking, the top three projections will receive <Assistant_Red>60, 40, 30</> points respectively, \n for every other projection that dies, your own projection gains <Assistant_Red>3</> points, \n and killing other projections grants <Assistant_Red>5</> points. \n Players must enter at least <Assistant_Red>8</> projections to receive rewards. After the competition ends, those with excellent total scores and those with outstanding projection data will receive additional <Assistant_Property1>title</> rewards.\n<Assistant_Title3> Recommended Search: </>{SendAnswer:[Club Brawl]|8}, {SendAnswer:[Club Brawl - Gameplay Rules]|9}	
383	<Assistant_Title1>【Club】</>\n<Assistant_Title2>Required Level: </>Cognition Level <Assistant_Red>Level 20</>\n<Assistant_Title2>System Access: </><Assistant_System>Menu - Club</>{JumpToUI:[【前往查看】]|1250052}\n<Assistant_Title2>System Introduction: </>Once your character reaches level 20, you can choose to join a Club or create your own. Participate in various Club activities to earn generous rewards and Peer Emblems, which can be exchanged for reward items in the Club Shop.\n<Assistant_Title2>Creating a Club: </>Creating a Club requires a creation fee. After creation, if the number of responses reaches 4 within 24 hours, the creation is successful; otherwise, it fails.<Assistant_Red>Neither failed creation nor voluntary cancellation will result in a refund of the creation fee.</>\n<Assistant_Title2>Club Types: </>Clubs are divided into Leisure Clubs and Combat Clubs. You can adjust this in the Club Information modification section. Leisure Clubs will not display Extraordinary Ratings in the member list.\n<Assistant_Title2>Rename Item: </>You can purchase a Renaming Notice in the <Assistant_System>Mall - Secret Collection</> to change the Club's name and emblem text.\n<Assistant_Title2>Activity Restrictions: </>1. Club Member Lock Rule: During Club-based activities (such as <Assistant_System>Four-Way League, Phantom of the Opera, Hunting City War, Highland War</>), Clubs <Assistant_Red>do not allow members to join or leave.</>\n2. Club Activity Pathway Limit: Some Club activities have restrictions on the number of <Assistant_Red>Pathways</> participating; see the Club activity instructions for details.\n3. Before participating in activities, please confirm the position allocation. <Assistant_Red>Some activities only support Official Members participating</>. Official Members are the backbone of the Club and can participate in Club activities; Reserve Members are the reserve force of the Club and cannot participate in some activities. You can maintain an active status and contact management to be promoted to an Official Member.\n<Assistant_Title3>Basic Function Details: </>{SendAnswer:[俱乐部-俱乐部建筑和资金]|1401}, {SendAnswer:[俱乐部-俱乐部职位]|1402}, {SendAnswer:[俱乐部-俱乐部活跃]|1403}, {SendAnswer:[场景-俱乐部]|567}	<Assistant_Title1>【Club】</>\n<Assistant_Title2>Required Level: </>Cognition Level <Assistant_Red>Level 20</>\n<Assistant_Title2>System Access: </><Assistant_System>Menu - Club</>{JumpToUI:[【Go to View】]|1250052}\n<Assistant_Title2>System Introduction: </>Once your character reaches level 20, you can choose to join a Club or create your own. Participate in various Club activities to earn generous rewards and Peer Emblems, which can be exchanged for reward items in the Club Shop.\n<Assistant_Title2>Creating a Club: </>Creating a Club requires a creation fee. After creation, if the number of responses reaches 4 within 24 hours, the creation is successful; otherwise, it fails.<Assistant_Red>Neither failed creation nor voluntary cancellation will result in a refund of the creation fee.</>\n<Assistant_Title2>Club Types: </>Clubs are divided into Leisure Clubs and Combat Clubs. You can adjust this in the Club Information modification section. Leisure Clubs will not display Extraordinary Ratings in the member list.\n<Assistant_Title2>Rename Item: </>You can purchase a Renaming Notice in the <Assistant_System>Mall - Secret Collection</> to change the Club's name and emblem text.\n<Assistant_Title2>Activity Restrictions: </>1. Club Member Lock Rule: During Club-based activities (such as <Assistant_System>Four-Way League, Phantom of the Opera, Hunting City War, Highland War</>), Clubs <Assistant_Red>do not allow members to join or leave.</>\n2. Club Activity Pathway Limit: Some Club activities have restrictions on the number of <Assistant_Red>Pathways</> participating; see the Club activity instructions for details.\n3. Before participating in activities, please confirm the position allocation. <Assistant_Red>Some activities only support Official Members participating</>. Official Members are the backbone of the Club and can participate in Club activities; Reserve Members are the reserve force of the Club and cannot participate in some activities. You can maintain an active status and contact management to be promoted to an Official Member.\n<Assistant_Title3>Basic Function Details: </>{SendAnswer:[Club - Club Buildings and Funds]|1401}, {SendAnswer:[Club - Club Positions]|1402}, {SendAnswer:[Club - Club Activity]|1403}, {SendAnswer:[Scene - Club]|567}	
384	<Assistant_Title1>【Covenant/TRPG】</>\n<Assistant_System>Covenants</> are the core growth and faction system within the TRPG framework. After joining a Covenant, you can obtain an independent <Assistant_Property1>Covenant Level</>, <Assistant_Property1>Covenant Attributes</>, and exclusive gameplay corresponding to that Covenant.\n\n<Assistant_Title2>Main Content:</>\n1. Select a Covenant and complete attribute configuration.\n2. Obtain Covenant Action Points and various rewards through Covenant gameplay.\n3. Increase your Covenant Level to unlock rewards such as actions, appearances, and titles.\n4. Use attributes like Charm, Intuition, Knowledge, and Force for checks during exploration and Covenant gameplay.\n\n<Assistant_Title3>Recommended Searches:</>{SendAnswer:[如何加入教团]|1273}, {SendAnswer:[教团属性说明]|1275}, {SendAnswer:[教团行动值与周上限]|1276}	<Assistant_Title1>【Covenant/TRPG】</>\n<Assistant_System>Covenants</> are the core growth and faction system within the TRPG framework. After joining a Covenant, you can obtain an independent <Assistant_Property1>Covenant Level</>, <Assistant_Property1>Covenant Attributes</>, and exclusive gameplay corresponding to that Covenant.\n\n<Assistant_Title2>Main Content:</>\n1. Select a Covenant and complete attribute configuration.\n2. Obtain Covenant Action Points and various rewards through Covenant gameplay.\n3. Increase your Covenant Level to unlock rewards such as actions, appearances, and titles.\n4. Use attributes like Charm, Intuition, Knowledge, and Force for checks during exploration and Covenant gameplay.\n\n<Assistant_Title3>Recommended Searches:</>{SendAnswer:[How to Join a Covenant]|1273}, {SendAnswer:[Covenant Attribute Explanation]|1275}, {SendAnswer:[Covenant Action Points and Weekly Cap]|1276}	
385	<Assistant_Title1>【End-Time Hunt】</>\n<Assistant_Title2>Gameplay Description:</><Assistant_System>End-Time Hunt</> is a <Assistant_Property1>500-player free-for-all</> field gameplay taking place in the <Assistant_Red>City of Dragon Hunting</>. You can defeat supernatural creatures or hostile players to obtain <Assistant_Property1>Scarlet Relic Materials</> and Rank Points.\n<Assistant_Title2>Core Objective:</>Submit <Assistant_Property1>Scarlet Relic Materials</> to the <Assistant_System>Hunting Butler</> to advance the hunting progress and unlock stage rewards. Scarlet Relics are only effective within the City of Dragon Hunting and will be automatically invalidated and cleared upon leaving.\n<Assistant_Title2>Hunting Time:</>The gameplay is open all day; daily <Assistant_Red>19:00—20:00</> is Hunting Time, with additional sessions on Saturday and Sunday from <Assistant_Red>14:00—15:00</>. During Hunting Time, the amount of Rank Points involved in killing or being killed is doubled.\n<Assistant_Title2>Royal City Event:</>10 minutes after the start of the Friday night Hunting Time, i.e., <Assistant_Red>19:10</>, the Dragon - Projection will refresh in the center of the Royal City; outside of Friday night sessions, the Royal City Guardian will refresh 10 minutes after the start of other Hunting Times.\n<Assistant_Title2>Team Settlement:</>The killer and up to 29 team members who meet the assist conditions participate in the reward settlement. Scarlet Relics are distributed equally among the participants, with remainders prioritized to the killer, and the rest randomly distributed among other participants.\n<Assistant_Title2>Plunder Rules:</>The more fragments displayed above a player's head, the higher the proportion of Scarlet Relics that can be plundered; for every 500 fragments increased, the plunder proportion increases accordingly.\n<Assistant_Title2>Rank Rules:</>When your rank is below <Assistant_Red>Count Tier 1</>, you will not lose Rank Points when killed. Rank Points obtained by killing players will be reduced according to rules during 01:00—08:00 daily and when repeatedly killing the same target within a short period.\n<Assistant_Title2>Participation Method:</>{JumpToUI:[前往终末猎杀]|1250342}	<Assistant_Title1>【End-Time Hunt】</>\n<Assistant_Title2>Gameplay Description:</><Assistant_System>End-Time Hunt</> is a <Assistant_Property1>500-player free-for-all</> field gameplay taking place in the <Assistant_Red>City of Dragon Hunting</>. You can defeat supernatural creatures or hostile players to obtain <Assistant_Property1>Scarlet Relic Materials</> and Rank Points.\n<Assistant_Title2>Core Objective:</>Submit <Assistant_Property1>Scarlet Relic Materials</> to the <Assistant_System>Hunting Butler</> to advance the hunting progress and unlock stage rewards. Scarlet Relics are only effective within the City of Dragon Hunting and will be automatically invalidated and cleared upon leaving.\n<Assistant_Title2>Hunting Time:</>The gameplay is open all day; daily <Assistant_Red>19:00—20:00</> is Hunting Time, with additional sessions on Saturday and Sunday from <Assistant_Red>14:00—15:00</>. During Hunting Time, the amount of Rank Points involved in killing or being killed is doubled.\n<Assistant_Title2>Royal City Event:</>10 minutes after the start of the Friday night Hunting Time, i.e., <Assistant_Red>19:10</>, the Dragon - Projection will refresh in the center of the Royal City; outside of Friday night sessions, the Royal City Guardian will refresh 10 minutes after the start of other Hunting Times.\n<Assistant_Title2>Team Settlement:</>The killer and up to 29 team members who meet the assist conditions participate in the reward settlement. Scarlet Relics are distributed equally among the participants, with remainders prioritized to the killer, and the rest randomly distributed among other participants.\n<Assistant_Title2>Plunder Rules:</>The more fragments displayed above a player's head, the higher the proportion of Scarlet Relics that can be plundered; for every 500 fragments increased, the plunder proportion increases accordingly.\n<Assistant_Title2>Rank Rules:</>When your rank is below <Assistant_Red>Count Tier 1</>, you will not lose Rank Points when killed. Rank Points obtained by killing players will be reduced according to rules during 01:00—08:00 daily and when repeatedly killing the same target within a short period.\n<Assistant_Title2>Participation Method:</>{JumpToUI:[Go to End-Time Hunt]|1250342}	
386	<Assistant_Title1>【Event】</>\n<Assistant_Title2>Event Goal: </>Various unexpected events will constantly occur in the City of Shadows. Participate in and complete events to obtain bounty rewards and advance gameplay progress.\n<Assistant_Title2>Tips: </>Prioritize completing {SendAnswer:剧情事件|879} to gradually unlock more {SendAnswer:挑战事件|880} and {SendAnswer:竞技事件|881} and experience the complete City of Shadows content.\n<Assistant_Title2>1. Event Types (includes three types): </>\n<Assistant_Title3>① Plot Events: </>Advance the plot and unlock more gameplay content.\n<Assistant_Title3>② Challenge Events: </>Complete boss challenges, racing, and other gameplay to obtain rich rewards. Note: Fierce Battle · Bonnie will convert attributes based on the player's combat power, affecting the challenge.\n<Assistant_Title3>③ Competition Events: </>Participate in resource contention, chases, and compete with other players in the same arena.\n<Assistant_Title2>2. Event Refresh Rules: </>Only events that are currently unlocked and meet the activation conditions will be displayed. As the plot progresses, more events will be gradually unlocked.\n<Assistant_Title3>Plot Events: </>Unlocked after completing prerequisites; they will not refresh randomly.\n<Assistant_Title3>Challenge Events: </>Continuously refresh after meeting activation conditions; they reappear approximately 10 seconds after completion.\n<Assistant_Title3>Competition Events: </>Open for matchmaking at specified times daily; starts after successful matchmaking.\n<Assistant_Title2>3. Reward Rules: </>\n<Assistant_Title3>① Plot Events: </>Complete to claim rewards.\n<Assistant_Title3>② Challenge Events: </>Racing challenges distribute rewards based on ranking; Fierce Battle · Bonnie has tiered rewards based on performance; difficult boss events do not have tiered rewards.\n<Assistant_Title3>③ Competition Events: </>Rewards are distributed based on final ranking.\n<Assistant_Title2>4. Reward Cap: </>There is no limit to the number of times event rewards can be claimed, but there is a weekly cap on the Bounty Value that can be obtained. You can continue to participate in events after reaching the cap, but you will not continue to receive Bounty Value.\n<Assistant_Title2>5. Failure Conditions: </>\nFailure to complete event objectives within the specified time.\nLeaving the event area too far during the event is considered a voluntary abandonment.	<Assistant_Title1>【Event】</>\n<Assistant_Title2>Event Goal: </>Various unexpected events will constantly occur in the City of Shadows. Participate in and complete events to obtain bounty rewards and advance gameplay progress.\n<Assistant_Title2>Tips: </>Prioritize completing {SendAnswer:Plot Events|879} to gradually unlock more {SendAnswer:Challenge Events|880} and {SendAnswer:Competition Events|881} and experience the complete City of Shadows content.\n<Assistant_Title2>1. Event Types (includes three types): </>\n<Assistant_Title3>① Plot Events: </>Advance the plot and unlock more gameplay content.\n<Assistant_Title3>② Challenge Events: </>Complete boss challenges, racing, and other gameplay to obtain rich rewards. Note: Fierce Battle · Bonnie will convert attributes based on the player's combat power, affecting the challenge.\n<Assistant_Title3>③ Competition Events: </>Participate in resource contention, chases, and compete with other players in the same arena.\n<Assistant_Title2>2. Event Refresh Rules: </>Only events that are currently unlocked and meet the activation conditions will be displayed. As the plot progresses, more events will be gradually unlocked.\n<Assistant_Title3>Plot Events: </>Unlocked after completing prerequisites; they will not refresh randomly.\n<Assistant_Title3>Challenge Events: </>Continuously refresh after meeting activation conditions; they reappear approximately 10 seconds after completion.\n<Assistant_Title3>Competition Events: </>Open for matchmaking at specified times daily; starts after successful matchmaking.\n<Assistant_Title2>3. Reward Rules: </>\n<Assistant_Title3>① Plot Events: </>Complete to claim rewards.\n<Assistant_Title3>② Challenge Events: </>Racing challenges distribute rewards based on ranking; Fierce Battle · Bonnie has tiered rewards based on performance; difficult boss events do not have tiered rewards.\n<Assistant_Title3>③ Competition Events: </>Rewards are distributed based on final ranking.\n<Assistant_Title2>4. Reward Cap: </>There is no limit to the number of times event rewards can be claimed, but there is a weekly cap on the Bounty Value that can be obtained. You can continue to participate in events after reaching the cap, but you will not continue to receive Bounty Value.\n<Assistant_Title2>5. Failure Conditions: </>\nFailure to complete event objectives within the specified time.\nLeaving the event area too far during the event is considered a voluntary abandonment.	
387	<Assistant_Title1>【Family - Level Rules】</>\n<Assistant_Title2>Rapport and Level: </>Complete weekly family Quests to earn Rapport and increase the family level. The weekly Rapport acquisition cap is <Assistant_Red>2000 points</>. \n<Assistant_Title2>Weekly Quests: </>Family members can earn Rapport by teaming up to participate in corresponding gameplay. \n    <Assistant_Property1>High-Multiplier Rapport: </>Earned during the first few completions of each quest per week; after exceeding this limit, only the normal multiplier is granted. \n    <Assistant_Property1>Refresh Time: </>Quests refresh weekly. \n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[家族]|665}, {SendAnswer:[家族-契约方式]|666}, {SendAnswer:[家族-奖励说明]|667}, {SendAnswer:[家族-展台规则]|669}	<Assistant_Title1>【Family - Level Rules】</>\n<Assistant_Title2>Rapport and Level: </>Complete weekly family Quests to earn Rapport and increase the family level. The weekly Rapport acquisition cap is <Assistant_Red>2000 points</>. \n<Assistant_Title2>Weekly Quests: </>Family members can earn Rapport by teaming up to participate in corresponding gameplay. \n    <Assistant_Property1>High-Multiplier Rapport: </>Earned during the first few completions of each quest per week; after exceeding this limit, only the normal multiplier is granted. \n    <Assistant_Property1>Refresh Time: </>Quests refresh weekly. \n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[Family]|665}, {SendAnswer:[Family - Covenant Method]|666}, {SendAnswer:[Family - Reward Description]|667}, {SendAnswer:[Family - Showcase Rules]|669}	
388	<Assistant_Title1>【Family - Showcase Rules】</>\n<Assistant_Title2>System Entry: </><Assistant_System>Menu - Family - Edit Showcase</>\n<Assistant_Title2>Editing Permissions: </>Different family members have different permissions to change showcase content. \n    <Assistant_Property1>Ordinary Members: </>Only their own character. \n    <Assistant_Property1>Chief: </>All member characters (the configurable action range is limited to what the corresponding player has unlocked), <Assistant_Property1>Camera</>, <Assistant_Property1>Scene</> (configurable range is limited to what the Chief has unlocked), <Assistant_Property1>Set Pieces</> (configurable range is limited to what the Chief has unlocked), <Assistant_Property1>Wind Direction</>, <Assistant_Property1>Color Grading</>. \n<Assistant_Title2>Showcase Removal: </>When a family member leaves the family, the following content for that player will be automatically removed from the showcase: \n    <Assistant_Property1>Showcase Character</>\n    <Assistant_Property1>Scene</> (if used) \n    <Assistant_Property1>Set Pieces</> (if used) \n<Assistant_Title2>Showcase Unlocks: </>As the family level increases, exclusive family showcase scenes are unlocked at level 2 and level 6. These scenes can only be used in the family showcase. \n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[家族]|665}, {SendAnswer:[家族-契约方式]|666}, {SendAnswer:[家族-奖励说明]|667}, {SendAnswer:[家族-等级规则]|668}	<Assistant_Title1>【Family - Showcase Rules】</>\n<Assistant_Title2>System Entry: </><Assistant_System>Menu - Family - Edit Showcase</>\n<Assistant_Title2>Editing Permissions: </>Different family members have different permissions to change showcase content. \n    <Assistant_Property1>Ordinary Members: </>Only their own character. \n    <Assistant_Property1>Chief: </>All member characters (the configurable action range is limited to what the corresponding player has unlocked), <Assistant_Property1>Camera</>, <Assistant_Property1>Scene</> (configurable range is limited to what the Chief has unlocked), <Assistant_Property1>Set Pieces</> (configurable range is limited to what the Chief has unlocked), <Assistant_Property1>Wind Direction</>, <Assistant_Property1>Color Grading</>. \n<Assistant_Title2>Showcase Removal: </>When a family member leaves the family, the following content for that player will be automatically removed from the showcase: \n    <Assistant_Property1>Showcase Character</>\n    <Assistant_Property1>Scene</> (if used) \n    <Assistant_Property1>Set Pieces</> (if used) \n<Assistant_Title2>Showcase Unlocks: </>As the family level increases, exclusive family showcase scenes are unlocked at level 2 and level 6. These scenes can only be used in the family showcase. \n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[Family]|665}, {SendAnswer:[Family - Contract Methods]|666}, {SendAnswer:[Family - Reward Explanation]|667}, {SendAnswer:[Family - Level Rules]|668}	
389	<Assistant_Title1>【Family】</>\n<Assistant_Title2>Unlock Level: </>Cognitive Level <Assistant_Red>37</>\n<Assistant_Title2>System Entry: </><Assistant_System>Menu-Family</>{JumpToUI:[【前往查看】]|1250091}\n<Assistant_Title2>System Introduction: </>In the name of the family, with oaths as locks, be each other's anchors on the edge of the abyss of fate. Find friends with common goals to establish a family contract, complete family quests to increase family level, and obtain <Assistant_Property1>Companion Emblems</> to exchange for <Assistant_Property1>precious rewards</>.\n<Assistant_Title3>Detailed Rules: </>{SendAnswer:[家族-契约方式]|666}, {SendAnswer:[家族-奖励说明]|667}, {SendAnswer:[家族-等级规则]|668}, {SendAnswer:[家族-展台规则]|669}	<Assistant_Title1>【Family】</>\n<Assistant_Title2>Unlock Level: </>Cognitive Level <Assistant_Red>37</>\n<Assistant_Title2>System Entry: </><Assistant_System>Menu-Family</>{JumpToUI:[【Go to View】]|1250091}\n<Assistant_Title2>System Introduction: </>In the name of the family, with oaths as locks, be each other's anchors on the edge of the abyss of fate. Find friends with common goals to establish a family contract, complete family quests to increase family level, and obtain <Assistant_Property1>Companion Emblems</> to exchange for <Assistant_Property1>precious rewards</>.\n<Assistant_Title3>Detailed Rules: </>{SendAnswer:[Family - Contract Methods]|666}, {SendAnswer:[Family - Reward Explanation]|667}, {SendAnswer:[Family - Level Rules]|668}, {SendAnswer:[Family - Showcase Rules]|669}	
390	<Assistant_Title1>【Friends - Friend List】</>\n<Assistant_Title2>System Access: </><Assistant_System>Menu - Friends</>{JumpToUI:[【前往查看】]|1250030}\n<Assistant_Title2>Friend Limit: </>The limit for friends on the current server is 200, and cross-server friends have an independent group with a limit of 50.\n<Assistant_Title2>Visibility Settings: </><Assistant_System>In Friends - Settings (Top Right)</>, you can set the visibility range of your online status. You can choose from four states: Visible to All, Invisible to All, Invisible to Specific People, or Partially Visible. You can also adjust visibility and invisibility ranges in the settings. If there are players in a group chat who are not your friends, this visibility setting will not take effect.\n<Assistant_Title2>Friend Groups: </><Assistant_System>Below Menu - Friends</>, click <Assistant_System>Create Group</> to create custom friend groups; you can create up to 6 groups. After creating a group, you can sort and quickly delete them via <Assistant_System>Manage Groups</>.\n<Assistant_Title2>Club Members: </>This group list displays current Club members who are not your friends by default.\n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[好友]|1406}, {SendAnswer:[好友-私聊]|1408}, {SendAnswer:[好友-群聊]|1409}, {SendAnswer:[好友-好友度]|1410}, {SendAnswer:[好友-跨服好友]|1411}, {SendAnswer:[好友-删除拉黑]|1412}	<Assistant_Title1>【Friends - Friend List】</>\n<Assistant_Title2>System Access: </><Assistant_System>Menu - Friends</>{JumpToUI:[【Go to View】]|1250030}\n<Assistant_Title2>Friend Limit: </>The limit for friends on the current server is 200, and cross-server friends have an independent group with a limit of 50.\n<Assistant_Title2>Visibility Settings: </><Assistant_System>In Friends - Settings (Top Right)</>, you can set the visibility range of your online status. You can choose from four states: Visible to All, Invisible to All, Invisible to Specific People, or Partially Visible. You can also adjust visibility and invisibility ranges in the settings. If there are players in a group chat who are not your friends, this visibility setting will not take effect.\n<Assistant_Title2>Friend Groups: </><Assistant_System>Below Menu - Friends</>, click <Assistant_System>Create Group</> to create custom friend groups; you can create up to 6 groups. After creating a group, you can sort and quickly delete them via <Assistant_System>Manage Groups</>.\n<Assistant_Title2>Club Members: </>This group list displays current Club members who are not your friends by default.\n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[Friends]|1406}, {SendAnswer:[Friends - Private Chat]|1408}, {SendAnswer:[Friends - Group Chat]|1409}, {SendAnswer:[Friends - Friendliness]|1410}, {SendAnswer:[Friends - Cross-Server Friends]|1411}, {SendAnswer:[Friends - Delete and Block]|1412}	
391	<Assistant_Title1>【Friends - Group Chat】</>\n<Assistant_Title2>System Access: </><Assistant_System>Menu - Friends - Group Chat</>\n<Assistant_Title2>Create and Join Group Chat: </><Assistant_System>In Menu - Friends - Group Chat</>, click the Create Group Chat button to create a group and invite friends to join. You can also join existing group chats through invitations from group members.\n<Assistant_Title2>Group Chat Members: </>The limit for a single group chat is 50 people; group chats support cross-server friends joining.\n<Assistant_Title2>Group Chat Voice: </>Click <Assistant_System>Create Voice</> to initiate a group voice call; group chat voice is not mutually exclusive with voice rooms or team voice.\n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[好友]|1406}, {SendAnswer:[好友-好友列表]|1407}, {SendAnswer:[好友-私聊]|1408}, {SendAnswer:[好友-好友度]|1410}, {SendAnswer:[好友-跨服好友]|1411}, {SendAnswer:[好友-删除拉黑]|1412}	<Assistant_Title1>【Friends - Group Chat】</>\n<Assistant_Title2>System Access: </><Assistant_System>Menu - Friends - Group Chat</>\n<Assistant_Title2>Create and Join Group Chat: </><Assistant_System>In Menu - Friends - Group Chat</>, click the Create Group Chat button to create a group and invite friends to join. You can also join existing group chats through invitations from group members.\n<Assistant_Title2>Group Chat Members: </>The limit for a single group chat is 50 people; group chats support cross-server friends joining.\n<Assistant_Title2>Group Chat Voice: </>Click <Assistant_System>Create Voice</> to initiate a group voice call; group chat voice is not mutually exclusive with voice rooms or team voice.\n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[Friends]|1406}, {SendAnswer:[Friends - Friend List]|1407}, {SendAnswer:[Friends - Private Chat]|1408}, {SendAnswer:[Friends - Friendliness]|1410}, {SendAnswer:[Friends - Cross-Server Friends]|1411}, {SendAnswer:[Friends - Delete and Block]|1412}	
392	<Assistant_Title1>【Friends】</>\n<Assistant_Title2>Required Level: </>Cognition Level <Assistant_Red>Level 2</>\n<Assistant_Title2>System Access: </><Assistant_System>Menu - Friends</>{JumpToUI:[【前往查看】]|1250030}\n<Assistant_Title2>System Introduction: </>In the Friends interface, you can search for, add, and manage friends, view friend personal information and online status, and perform operations such as private chatting and gifting.\n<Assistant_Title2>Adding Friends: </><Assistant_System>Under the Friends - Add</> tab, enter a character nickname or numeric ID to search for friends on the current server or cross-server.\n<Assistant_Title2>Friend Requests: </><Assistant_System>Under the Friends - Requests</> tab, you can manage friend request information. \n<Assistant_Title2>Friend Recommendations: </><Assistant_System>Under the Friends - Add</> tab, the system automatically recommends friends from the current server.\n<Assistant_Title2>Friend Pop-up Settings: </><Assistant_System>In Settings - Social - Information Settings</>, you can manage whether to display friend request pop-ups.\n<Assistant_Title3>Basic Function Details: </>{SendAnswer:[好友-好友列表]|1407}, {SendAnswer:[好友-私聊]|1408}, {SendAnswer:[好友-群聊]|1409}, {SendAnswer:[好友-好友度]|1410}, {SendAnswer:[好友-跨服好友]|1411}, {SendAnswer:[好友-删除拉黑]|1412}	<Assistant_Title1>【Friends】</>\n<Assistant_Title2>Required Level: </>Cognition Level <Assistant_Red>Level 2</>\n<Assistant_Title2>System Access: </><Assistant_System>Menu - Friends</>{JumpToUI:[【Go to View】]|1250030}\n<Assistant_Title2>System Introduction: </>In the Friends interface, you can search for, add, and manage friends, view friend personal information and online status, and perform operations such as private chatting and gifting.\n<Assistant_Title2>Adding Friends: </><Assistant_System>Under the Friends - Add</> tab, enter a character nickname or numeric ID to search for friends on the current server or cross-server.\n<Assistant_Title2>Friend Requests: </><Assistant_System>Under the Friends - Requests</> tab, you can manage friend request information. \n<Assistant_Title2>Friend Recommendations: </><Assistant_System>Under the Friends - Add</> tab, the system automatically recommends friends from the current server.\n<Assistant_Title2>Friend Pop-up Settings: </><Assistant_System>In Settings - Social - Information Settings</>, you can manage whether to display friend request pop-ups.\n<Assistant_Title3>Basic Function Details: </>{SendAnswer:[Friends - Friend List]|1407}, {SendAnswer:[Friends - Private Chat]|1408}, {SendAnswer:[Friends - Group Chat]|1409}, {SendAnswer:[Friends - Friendliness]|1410}, {SendAnswer:[Friends - Cross-Server Friends]|1411}, {SendAnswer:[Friends - Delete and Block]|1412}	
393	<Assistant_Title1>【How to Join a Covenant】</>\nOnce the Covenant is unlocked, you can enter the joining process through the <Assistant_System>TRPG</> entrance or by finding the corresponding Covenant NPC.\n\n<Assistant_Title2>Joining Process:</>\n1. Open the Covenant selection interface.\n2. Select the Covenant you wish to join.\n3. View the abilities, faith, and recommended attributes of that Covenant.\n4. Confirm after completing attribute point allocation.\n\n<Assistant_Title3>Recommended Searches:</>{SendAnswer:[教团选择与属性加点]|1274}	<Assistant_Title1>【How to Join a Covenant】</>\nOnce the Covenant is unlocked, you can enter the joining process through the <Assistant_System>TRPG</> entrance or by finding the corresponding Covenant NPC.\n\n<Assistant_Title2>Joining Process:</>\n1. Open the Covenant selection interface.\n2. Select the Covenant you wish to join.\n3. View the abilities, faith, and recommended attributes of that Covenant.\n4. Confirm after completing attribute point allocation.\n\n<Assistant_Title3>Recommended Searches:</>{SendAnswer:[Covenant Selection and Attribute Allocation]|1274}	
