ID	CN	EN	RU_TRANSLATION
1334	　　邓恩和戴莉认识之后，戴莉就以“自己的羽毛掉光了，好冷”为理由在邓恩头上筑了巢，并为他重复每个被遗忘的信息；邓恩则载着它巡视森林，用厚厚的灰色皮毛为它挡风，用鹿角为它摘下最高处的浆果。\n\n　　戴莉喜欢趴在它脑袋靠后一些的位置，并时常抱怨它额前的毛发不够厚实。\n\n　　一天，戴莉发现邓恩从地上捡起来什么东西，固定在角上后它发现是自己掉落的羽毛。\n\n 　　“这些羽毛太美了，我舍不得它们就这样被遗忘。”邓恩甩了甩头，“即使我明天就会忘记为什么要这么做，但我的角会记得这种发痒的感觉。”\n\n　　戴莉的心轻轻颤动，她激动地盘旋在邓恩的两角之间，准备一展歌喉抖落几根崭新的羽毛。邓恩阻止了它这种会让自己更冷的行为，请它帮忙整理那些收集好的羽毛。戴莉将它们和一个个木牌挂在一起，让它们在风雪中碰撞，与鹿蹄声和鸟鸣声组成森林的曲调。	    After Dunn and Daly met, Daly built a nest on Dunn's head, using the excuse that 'my feathers have all fallen out, it's so cold,' and repeated every forgotten piece of information to him; Dunn carried it while patrolling the forest, shielding it from the wind with his thick gray fur and picking berries from the highest branches with his antlers. \n\n    Daly liked to lie on the back of his head and often complained that the fur on his forehead wasn't thick enough. \n\n    One day, Daly noticed Dunn picking something up from the ground and fixing it to his antlers, only to realize it was its own fallen feathers. \n\n     'These feathers are too beautiful, I can't bear to let them be forgotten like this.' Dunn shook his head. 'Even if I forget why I'm doing this tomorrow, my antlers will remember this itching sensation.' \n\n    Daly's heart fluttered gently. It circled excitedly between Dunn's two antlers, preparing to show off its voice and shake off a few brand-new feathers. Dunn stopped it from doing something that would make it even colder and asked it to help organize the collected feathers. Daly hung them together with wooden tags, letting them collide in the wind and snow, composing the forest's melody with the sound of deer hooves and bird calls.	
1335	　　银雾森林迎来了今年的第一场雪，东边的雾气也越发浓厚，掉落了不少羽毛的戴莉在窝里冻得直发抖。枝头小小的巢穴无法抵御寒冷，顶上抖落的一坨雪将巢穴砸落下去，戴莉还没来得及发出叫声，就发现自己被温暖的灰色皮毛包裹——它落在了一只灰麋鹿的头顶。\n\n 　　“我察觉到这里有动物需要帮助，是你吗？”那只灰麋鹿这么说道。\n\n 　　“如果你是来给我带来温暖的，那确实是我。”恢复了体温的戴莉在麋鹿的头顶蹦跶了几下，继续说道：“我叫戴莉， 你的名字是什么？”\n\n　　 “我是……抱歉，我忘记了我的名字。”\n\n　　戴莉这才注意到，麋鹿的角上挂着许多小木牌，上面写着“我叫邓恩”、我是森林的守护者”、“每天巡逻看谁需要帮助”……\n\n　　 “你叫邓恩，”戴莉轻声说，她听树洞里的松鼠一家提起过这头每到冬天就会失忆的麋鹿，曾一天给他们送了三次松子，“你是银雾森林的守护者。”	The Silver Mist Forest welcomed its first snow of the year, and the mist in the east became thicker. Daly, having lost many feathers, shivered in the nest. The small nest on the branch could not resist the cold, and a lump of snow shaken from above knocked the nest down. Before Daly could even make a sound, she found herself wrapped in warm gray fur—it had landed on the head of a gray elk. \n\n \"I sensed that an animal here needed help, is it you?\" the gray elk said. \n\n \"If you are here to bring me warmth, then it is indeed me.\" Having regained her body temperature, Daly hopped a few times on the elk's head and continued: \"My name is Daly, what is your name?\" \n\n \"I am... sorry, I forgot my name.\" \n\n Daly then noticed that the elk's antlers were hung with many small wooden signs, which read \"My name is Dunn\", \"I am the guardian of the forest\", \"Patrol every day to see who needs help\"... \n\n \"Your name is Dunn,\" Daly said softly. She had heard the squirrel family in the tree hole mention this elk that would lose its memory every winter, who had once delivered pine nuts to them three times in one day, \"You are the guardian of the Silver Mist Forest.\"	
1336	　　阿尔杰再次发问：\n        “你觉得‘牧羊人’洛薇雅长老有可能会对白银城造成危害吗？只用回答是或者否，不要解释。”\n        “……是。”戴里克最终还是无法欺骗自己。\n        阿尔杰轻笑了一声道：\n        “所以，你是唯一知道这件事情，却暂时找不到办法提醒六人议事团其他长老的人，对吧？”\n        “嗯。”戴里克的神情逐渐变得凝重。\n        阿尔杰改变了下坐姿，往后微靠道：“那个任务的风险极大，这一点，你是知道的，如果你死在了那座半毁的神庙里，谁还能想办法揭露‘牧羊人’洛薇雅的古怪？谁还能让白银城免于灾难？‘堕落造物主’可是一位真正的邪神！”\n        “你不是因为自私才假装失控，欺骗其他人，你是为了拯救白银城！”\n\n       ——第五卷《红祭司》第一百二十九章 “老油条”阿尔杰	Alger asked again:\n \"Do you think Shepherd Elder Lovia might pose a threat to the City of Silver? Just answer yes or no, don't explain.\"\n \"...Yes.\" Derrick ultimately could not deceive himself.\n Alger chuckled and said:\n \"So, you are the only one who knows about this, but you can't find a way to warn the other elders of the Six-Member Council for the time being, right?\"\n \"Yeah.\" Derrick's expression gradually became solemn.\n Alger changed his sitting posture and leaned back: \"The risk of that mission is extremely high. You know this. If you die in that half-destroyed temple, who else can find a way to expose Shepherd Lovia's strangeness? Who else can save the City of Silver from disaster? The 'Fallen Creator' is a true evil god!\"\n \"You aren't pretending to lose control and deceiving others out of selfishness; you are doing it to save the City of Silver!\"\n\n — Volume 5: Red Priest, Chapter 129: \"Old Fox\" Alger	
1337	《仪式魔法进阶——向神明祈求之术》	Advanced Ritual Magic: Techniques for Praying to Deities	
1338	《关于“血族”与“吸血鬼”的区分声明》	\"Declaration on the Distinction Between 'Sanguine' and 'Vampire'\"	
1339	《占星入门》、《手相大全》、《三天学会塔罗》，都是些不入流的书。	\"Introduction to Astrology\", \"Complete Guide to Palmistry\", \"Learn Tarot in Three Days\"; all are low-quality books.	
1340	《变态开膛手杰克》……这出戏里的受害者最让人心疼了，您觉得怎么样？	《Jack the Ripper》... The victim in this play is the most heartbreaking. What do you think?	
1341	《惊情德古拉》？是本吸血鬼爱情小说。	\"Dracula\"? It's a vampire romance novel.	
1342	《神秘学入门》《符咒大全》《第四纪秘史》，好多书……	Introduction to Mysticism, Encyclopedia of Charms, Secret History of the Fourth Epoch, so many books...	
1343	《纯粹理性批判》	《Critique of Pure Reason》	
1344	《终极扑克速成指南》	《Ultimate Poker Crash Course Guide》	
1345	《震惊，熟食店老板娘竟然在肉中加了那个东西》，这标题让人忍不住想看正文。	《Shocking: Delicatessen Owner Adds That Thing to the Meat》—this headline makes one unable to resist reading the full article.	
1346	「市场」是获取城堡资产的重要途径。	\"Market\" is an important way to acquire castle assets.	
1347	【02】拆散	【02】 Break Up	
1348	【17】拆散婚姻	【17】 Break up a marriage	
1349	【20】主动搭话	【20】Initiate Conversation	
1350	【44】虚伪丈夫	【44】 Hypocritical Husband	
1351	【62】体能	[62] Physical fitness	
1352	【C占位】一个灵体的妇女出现，在糊制着火柴盒。\n妇女：胸好闷……\n慈善医疗虽然是免费的……但要花费一天时间……算了，今天不干活，明天就没饭吃了……	[C Placeholder] A spiritual woman appears, pasting matchboxes. \n Woman: My chest feels so tight... \n Although charity medical care is free... it takes a whole day... forget it, if I don't work today, I won't have food tomorrow...	
1353	【Rogue】意识操纵-法术代理	[Rogue] Consciousness Manipulation - Spell Proxy	
1354	【Rogue】戏法演绎-法术代理	[Rogue] Trick Performance - Spell Proxy	
1355	【Rogue】放逐-法术代理	[Rogue] Exile - Spell Proxy	
1356	【Rogue】放逐-终结	[Rogue] Exile - Finish	
1357	【Rogue】星云咏叹-法术代理	[Rogue] Nebula Aria - Spell Proxy	
1358	【Rogue】漫游者铭刻-周期伤害	[Rogue] Wanderer Inscription - Periodic Damage	
1359	【Rougue】戏法演绎-法术代理	[Roguelike] Trick Performance - Spell Proxy	
1360	【Rougue】放逐-法术代理	[Roguelike] Exile - Spell Proxy	
1361	【Rougue】星云咏叹-法术代理	[Roguelike] Nebula Aria - Spell Proxy	
1362	【Rougue】漫游者铭刻-周期伤害	[Roguelike] Wanderer Inscription - Periodic Damage	
1363	【】使人健康	【】makes people healthy	
1364	【临时】克莱恩伸手触摸灰雾空间中的红色星辰，忽然身上涌出水纹，深红星辰爆发出红色的光芒。\n在神弃之地，戴里克悲伤地跪着，面对着水晶球祈祷着。\n“伟大的神灵啊，请重新将目光投向这个被您遗弃的地方。”\n“伟大的神灵啊，请让我们这些黑暗之民摆脱那宿命的诅咒。”\n正当他要绝望时，水晶球中爆发的一团深红将画面淹没。高大的戴里克出现在灰雾之上，他抬头看着青铜长桌对面被灰雾笼罩的克莱恩。	[Placeholder] Klein reached out to touch the red star in the gray fog space, and suddenly water ripples surged on his body; the deep red star erupted with red light. \n In the Forsaken Land of the Gods, Derrick knelt in sadness, praying while facing a crystal ball. \n \"Great God, please cast your gaze once again upon this place abandoned by you.\" \n \"Great God, please let us, the people of darkness, be rid of that fated Curse.\" \n Just as he was about to despair, a mass of deep red erupting from the crystal ball drowned the scene. The tall Derrick appeared above the gray fog, and he looked up at Klein, who was shrouded in gray fog across the long bronze table.	
1365	【临时占位】“她的花一夜开到天明\n但待到白昼睁开了眼睛\n被凝视羞得无处可躲\n她便在眩晕中蔫萎掉落……”	[Placeholder] \"Her flowers bloom overnight until dawn \n But when the day opens its eyes \n Ashamed of being under the Gaze, with nowhere to hide \n She withers and falls in a Stun...\"	
1366	【临时占位】克莱恩下定决心，干脆地一口喝下了魔药。\n很快他不由自主地抽搐起来，眼前迅速变得模糊。	[Placeholder] Klein made up his mind and decisively drank the potion in one gulp. \n Soon, he began to twitch uncontrollably, and his vision rapidly blurred.	
1367	【五月庄园-简单】召唤管家幻影召唤锁头小狗-筛任意1人加buff	[May Manor-Simple] Summon Butler Phantom to Summon Locking Dog - Filter Any 1, Add Buff	
1368	【五月庄园-简单】召唤管家幻影召唤锁头小狗-筛任意未被猎犬追踪且没有铃铛的1人加buff	[May Manor-Simple] Summon Butler Phantom to Summon Locking Dog - Filter 1 Not Tracked by Hound, No Bell, Add Buff	
1369	【五月庄园-简单】召唤管家幻影召唤锁头小狗-筛非T且未被猎犬追踪且没有铃铛的1人加buff	[May Manor-Simple] Summon Butler Phantom to Summon Locking Dog - Filter 1 Non-T, Not Tracked by Hound, No Bell, Add Buff	
1370	【五月庄园】-【一号信徒】- 123木头人标记buff	[May Manor] - [Believer Number One] - Become Wood! Mark Buff	
1371	【五月庄园】-【一号信徒】- 分担预警buff	[May Manor] - [Believer Number One] - Shared Damage Warning Buff	
1372	【五月庄园】-【一号信徒】- 变身仓鼠击倒	[May Manor]-[Believer Number One]- Transform into Hamster Knockdown	
1373	【五月庄园】-【一号信徒】- 变身小象击倒	[May Manor] - [Believer Number One] - Transform into Little Elephant Knockdown	
1374	【五月庄园】-【一号信徒】- 小女孩二阶段周身特效buff	[May Manor] - [Believer Number One] - Little Girl Phase 2 Body Effect Buff	
1375	【五月庄园】-【一号信徒】- 延迟伤害buff	[May Manor] - [Believer Number One] - Delayed Damage Buff	
1376	【五月庄园】-【一号信徒】- 延迟伤害buff2	[May Manor] - [Believer Number One] - Delayed Damage Buff 2	
1377	【五月庄园】-【一号信徒】- 恐惧技能buff	[May Manor] - [Believer Number One] - Horror Skill Buff	
1378	【五月庄园】-【一号信徒】- 移动护盾打碎buff	[May Manor] - [Believer Number One] - Moving Shield Break Buff	
1379	【五月庄园】-【一号信徒】- 蝴蝶外观buff	[May Manor] - [Believer Number One] - Butterfly Appearance Buff	
1380	【五月庄园】-【一号信徒】- 连线打断buff1	[May Manor] - [Believer Number One] - Connection Interruption Buff 1	
1381	【五月庄园】-【一号信徒】- 连线打断buff2	[May Manor] - [Believer Number One] - Connection Interruption Buff 2	
1382	【五月庄园】一号信徒-小女孩-延迟伤害分配对象-随机6个人	[May Manor] Believer Number One - Little Girl - Delayed Damage Allocation Target - Random 6 People	
1383	【五月庄园】一号信徒-小女孩-延迟伤害分配对象-随机三个N+DPS	[May Manor] Believer Number One - Little Girl - Delayed Damage Allocation Target - Random Three N+DPS	
1384	【五月庄园】管家-囚笼-非奶T	[May Manor] Butler - Cage - Non-Healer/T	
1385	【五月庄园副本】先祖铠甲-奶可被治疗标记	【May Manor Dungeon】Ancestor Armor - Healable mark	
1386	【五月庄园普通】管家-囚笼-非奶T	[May Manor Normal] Butler - Cage - Non-Healer/T	
1387	【冒险】米尔贡根盾（4/4）	[Adventure] Milgongen Shield (4/4)	
1388	【切断】秩序之网的能量源，捡回困在网中的混乱大剑	【Sever】 the energy source of the Web of Order and retrieve the Chaos Greatsword trapped in the web	
1389	【副本】五月庄园·城堡,1250309	【Dungeon】May Manor · Castle, 1250309	
1390	【副本】五月庄园·城堡·困难,1250311	【Dungeon】May Manor · Castle · Hard, 1250311	
1391	【副本】五月庄园·城堡·子爵夫人,1250309	【Dungeon】May Manor · Castle · Viscountess, 1250309	
1392	【副本】五月庄园·城堡·普通,1250309	【Dungeon】May Manor · Castle · Normal, 1250309	
1393	【副本系统buff】占编号81002000-81002099	[Dungeon System Buff] Occupies IDs 81002000-81002099	
1394	【副本系统buff】占编号81002050-81002099	[Dungeon System buff] Occupies ID 81002050-81002099.	
1395	【占】玩家和弗莱来到路口，半空的建筑从天而降，二人接连躲闪，被迫分开。	[Placeholder] The player and Frye arrive at the intersection, and buildings from mid-air fall from the sky. The two dodge repeatedly and are forced to separate.	
1396	【占】玩家对受伤的子爵夫人开枪，绝望魔镜替子爵夫人挡住致命的子弹。\n绝望魔镜：唔……再见……海伦……娜……	[Placeholder] The player fires at the injured Viscountess, and the Magic Mirror of Despair blocks the fatal bullet for her.\n Magic Mirror of Despair: Ugh... goodbye... Helena...	
1397	【占】玩家终于甩开了绯色洪流，到达了中央广场，弗莱已经在这里等候。\n绯红月色下，教授正在举行献祭仪式，疯狂的市民涌向广场中央，化作信息洪流献祭给母神。	[Placeholder] The player finally shakes off the crimson torrent and reaches the Central Plaza, where Frye is already waiting.\n Under the crimson moonlight, the professor is holding a sacrifice ritual, and the crazed citizens are pouring into the center of the plaza, turning into a torrent of information to be sacrificed to the Mother Goddess.	
1398	【占】魔镜碎裂之际，子爵夫人出现。\n子爵夫人：不得无礼！	[Placeholder] As the magic mirror shatters, the Viscountess appears.\n Viscountess: Do not be rude!	
1399	【占位-动画】接着，他飞快地点燃蜡烛、激活了净化仪式。	[Placeholder-Animation] Next, he quickly lights the candles and activates the purification ritual.	
1400	【占位-动画】调配魔药动画	[Placeholder-Animation] Potion brewing animation.	
1401	【右摇杆模式1】对选取范围内所有敌人造成多次不同效果的伤害	【Right Stick Mode 1】 Deals multiple types of damage with different effects to all enemies within the selected range.	
1402	【右摇杆模式3】模板7技能的连击，以自身为圆心对前方扇形造成效果，并击退	[Right Stick Mode 3] A combo of Template 7 skill, dealing effects to a fan-shaped area in front with self as the center, and knocks back.	
1403	【右摇杆模式3】模板7技能的连击，以自身为圆心对前方扇形造成效果，并挑飞	[Right Stick Mode 3] A combo of Template 7 skill, using self as the center to deal effects to a sector in front and knock enemies into the air.	
1404	【右摇杆模式4】对身前矩形范围内敌人攻击。	[Right Stick Mode 4] Attack enemies in a rectangle in front.	
1405	【右摇杆模式4】对身前矩形范围内敌人攻击。注意目标筛选的长宽参数与右摇杆模式预警参数是相关的。	[Right Stick Mode 4] Attacks enemies within a rectangular range in front. Note that the target filtering length and width parameters are related to the Right Stick Mode warning parameters.	
1406	【右摇杆模式7】对身前圆形范围内敌人攻击。注意目标筛选的偏移和半径参数与右摇杆模式预警参数是相关的。	[Right Stick Mode 7] Attacks enemies within a circular range in front. Note that the target filtering offset and radius parameters are related to the Right Stick Mode warning parameters.	
1407	【塔罗学院氛围】会议室-浮雕	[Tarot Academy Atmosphere] Meeting Room - Relief	
1408	【塔罗学院氛围】屏障碎片	[Tarot Academy Atmosphere] Barrier Fragment	
1409	【塔罗学院氛围】屏障碎片-彩窗	[Tarot Academy Atmosphere] Barrier Fragment - Stained Glass	
1410	【塔罗学院氛围】生命之脉	[Tarot Academy Atmosphere] Pulse of Life	
1411	【增强】对<HighLight>3</>格内敌方持续施加<HighLight>25%</>防御削减。	[Enhanced] Continuously inflict <HighLight>25%</> Defense reduction on enemies within <HighLight>3</> tiles.	
1412	【增强】对生命值高于<HighLight>50%</>的目标，造成的伤害加深<HighLight>15%</>。	[Enhanced] Deals <HighLight>15%</> increased damage to targets with higher than <HighLight>50%</> Health.	
1413	【增强】战斗开始时获得相当于<HighLight>30%</>最大生命值的护盾，持续<HighLight>8</>秒。	[Enhanced] Gain a Shield equal to <HighLight>30%</> Max Health for <HighLight>8</> seconds at the start of combat.	
1414	【增强】战斗开始时获得相当于<HighLight>35%</>最大生命值的护盾，持续<HighLight>8</>秒。	[Enhanced] Gain a Shield equal to <HighLight>35%</> Max Health for <HighLight>8</> seconds at the start of combat.	
1415	【增强】攻击和技能造成持续<HighLight>5</>秒的<HighLight>1.5%</>灼烧和<HighLight>50%</>重伤效果。	[Enhanced] Attack and skill damage inflict <HighLight>5</> seconds of <HighLight>1.5%</> Burn and <HighLight>50%</> Grievous Injury.	
1416	【增强】攻击或技能造成伤害后，使目标防御降低<HighLight>45%</>，持续<HighLight>3</>秒。	[Enhanced] After dealing damage with an attack or skill, reduce the target's Defense by <HighLight>45%</> for <HighLight>3</> seconds.	
1417	【增强】暴击后有额外<HighLight>50%</>暴击伤害，持续<HighLight>3</>秒。	[Enhanced] Critical hits deal an additional <HighLight>50%</> Critical Damage for <HighLight>3</> seconds.	
1418	【增强】暴击提供持续<HighLight>5</>秒的<HighLight>5%</>伤害加深，可叠加至多<HighLight>4</>次。	[Enhanced] Critical hits provide <HighLight>5</> seconds of <HighLight>5%</> increased damage, stacking up to <HighLight>4</> times.	
1419	【增强】每秒恢复<HighLight>4</>点生命值。	[Enhanced] Restores <HighLight>4</> Health per second.	
1420	【增强】生命值低于<HighLight>40%</>时，获得相当于<HighLight>35%</>最大生命值的护盾，持续<HighLight>5</>秒。	[Enhanced] When Health is below <HighLight>40%</>, gain a Shield equal to <HighLight>35%</> Max Health for <HighLight>5</> seconds.	
1421	【增强】造成或承受伤害时获得<HighLight>2%</>攻击加成，最高叠加<HighLight>15</>层。	[Enhanced] Gain <HighLight>2%</> Attack bonus when dealing or taking damage, stacking up to <HighLight>15</> times.	
1422	【实证】仪式魔法造成的伤害增加30%。	[Proof] Damage caused by Ritual Magic increased by 30%.	
1423	【实证】仪式魔法造成的伤害增加40%。	[Proof] Damage caused by Ritual Magic increased by 40%.	
1424	【实证】回复量增加10%，不超过施法者血量上限22%。	[Empirical] Recovery amount increased by 10%, not exceeding 22% of the caster's maximum health.	
1425	【实证】引爆暗影能量的伤害提高20%。	[Proof] Damage from detonating shadow energy increased by 20%.	
1426	【实证】明灯的护盾量增加10%，爆炸伤害增加30%。	[Proof] Beacon's Shield amount increased by 10%, Explosion damage increased by 30%.	
1427	【实证】死亡之握的伤害额外增加30%。	[Proof] Damage of Grasp of Death. increased by an additional 30%.	
1428	【实证】每次叠加扭曲效果时会同时造成一次伤害，若目标身上有护盾，则伤害变为1.5倍。	[Proof] Each time a Distortion effect is stacked, it simultaneously deals damage. If the target has a Shield, the damage becomes 1.5 times.	
1429	【实证】灰雾加持时间内，释放技能自身体力值额外增加2点。	[Proof] During the gray fog Blessing duration, releasing a skill increases own Health by an additional 2 points.	
1430	【实证】电流效果持续时间加1秒，伤害增加5%。	[Proof] Current effect duration increased by 1 second, damage increased by 5%.	
1431	【实证】诗意光环持续时间增加1秒。	[Proof] Poetic aura duration increased by 1 second.	
1432	【家族副本】【火龙】冲击波预警	[Family Dungeon] [Fire Dragon] Shockwave Warning	
1433	【家族副本】【火龙】太阳能量	[Family Dungeon][Fire Dragon] Solar Energy	
1434	【家族副本】【火龙】毒爪点名	【Family Dungeon】【Fire Dragon】Poison Claw Target	
1435	【常驻触发】报纸	[Permanent Trigger] Newspaper	
1436	【常驻触发】采集物	[Permanent Trigger] Collectible	
1437	【扮演占卜师】	[Act as Diviner]	
1438	【放置】红月塔罗牌	[Place] Red Moon Tarot Card	
1439	【文字】生命	[Text] Health	
1440	【暂代】有人突然高举双手，有人的躯体僵硬地扭曲，开始攻击周围人。人群发出尖叫，四散开来。	[Placeholder] Someone suddenly raises their hands, while others' bodies twist stiffly and begin to attack those around them. The crowd screams and scatters.	
1441	【替代3D检视】法阵的中央空着一块，要把什么摆上去呢？	[Alternative 3D Inspection] The center of the magic circle is empty. What should be placed there?	
1442	【最后一页】触发	【Last Page】Trigger	
1443	【本相】仪式魔法在第3次伤害时，对于有死亡侵蚀效果的目标伤害额外提升150%，对于无死亡侵蚀的目标有16%概率附加死亡侵蚀效果。	[True Form] On the 3rd hit of Ritual Magic, damage is increased by an additional 150% for targets with the Death Erosion effect, and there is a 16% chance to apply Death Erosion to targets without it.	
1444	【本相】友方离开通灵仪式范围后可以额外保留2秒加速效果。敌方离开通灵仪式范围内时减速效果额外保留2秒。	[True Form] Allies can retain the Acceleration effect for an additional 2 seconds after leaving the Spirit Mediumship Ritual range. Enemies retain the Slow effect for an additional 2 seconds after leaving the Spirit Mediumship Ritual range.	
1445	【本相】插下旗帜的同时，帝国旗帜对范围内敌方目标造成一定伤害，对范围的其他旗帜或有护盾的目标额外造成50%的伤害。	[True Form] Upon planting the flag, the Imperial Flag deals a certain amount of damage to enemy targets within range, and deals an additional 50% damage to other flags or targets with Shields within range.	
1446	【本相】新增二段—合奏诗篇：释放后获得合奏效果：若自身和合奏效果的友方对同一个目标造成伤害，则额外造成目标已损失血量10%的伤害（不超过自身攻击23.7%），同一个目标2秒只能触发1次，持续10秒。	[True Form] Adds a second-stage skill—Ensemble Poem: After release, gain the Ensemble effect: If self and allies with the Ensemble effect deal damage to the same target, deal an additional 10% of the target's lost Health as damage (not exceeding 23.7% of own Attack). The same target can only trigger this once every 2 seconds, lasting 10 seconds.	
1447	【本相】电流持续期间目标脚下会生成一个跟随目标的静电立场，对范围内的敌人持续造成伤害，持续5秒。	[True Form] During the Current duration, a static field following the target is generated at the target's feet, continuously dealing damage to enemies within range for 5 seconds.	
1448	【本相】释放灰雾加持或者灰雾压制时，使身上具有历史明灯标志的友方额外获得护盾，但是会移除历史明灯标志，该护盾结束时不会对周围目标造成伤害。	[True Form] When releasing gray fog Blessing or gray fog Suppression, allies with the Historical Beacon mark gain an additional Shield, but the Historical Beacon mark is removed. This Shield does not deal damage to surrounding targets when it ends.	
1449	【模型】家-仪式蜡烛	[Model] Home - Ritual Candle	
1450	【模型】风车-仪式	[Model] Windmill-Ritual	
1451	【死亡教派】(3) 全队 +10%攻击力	【Death Sect】(3) Entire team +10% Attack Power	
1452	【死神装备】额外提升<HighLight>10%</>攻击。	[Death Equipment] provides an additional <HighLight>10%</> Attack.	
1453	【死神镰刀】+10%攻击力	【Death Scythe】+10% Attack Power	
1454	【浅见】宁静光环内的友方和自身每次攻击目标可以回复少量生命，1秒最多触发1次，诗意光环半径增加2米。	[Insight] Allies and self within the Tranquility aura can recover a small amount of Health with each attack on a target, triggering at most once per second. The Poetic aura radius is increased by 2 meters.	
1455	【浅见】帝国旗帜对范围内的目标每4秒叠加1层扭曲效果（扭曲：降低控制抵抗），最多3层。	[Insight] The Imperial Flag stacks 1 layer of Distortion effect on targets within range every 4 seconds (Distortion: reduces Control resistance), up to 3 layers.	
1456	【浅见】明灯的护盾结束时造成一次爆炸，对护盾周围至多2个目标造成伤害。	[Insight] When the Beacon's Shield ends, it causes an Explosion, dealing damage to up to 2 targets around the Shield.	
1457	【浅见】暗影能量爆炸命中的玩家目标30%概率附加恐惧，持续时间为1.2秒，恐惧效果实际命中率和时长受眩晕相关属性影响。	[Insight] Player targets hit by the shadow energy explosion have a 30% chance to be inflicted with Horror for 1.2 seconds. The actual hit rate and duration of the Horror effect are affected by Stun-related attributes.	
1458	【浅见】死亡之爪生成的仪式魔法会附加5%减速和30%重伤效果，持续4秒。减速效果可以叠加。	[Insight] The Ritual Magic generated by Grasp of Death applies a 5% Slow and 30% Grievous Injury effect for 4 seconds. The Slow effect can stack.	
1459	【浅见】死亡侵蚀期间目标获得66%重伤。	[Insight] During Death Erosion, the target gains 66% Grievous Injury.	
1460	【浅见】电流期间目标受到的电流伤害有概率产生波动，波动区间为100%-150%。	[Insight] During the Current effect, the Current damage dealt to the target has a chance to fluctuate, with a fluctuation range of 100%-150%.	
1461	【浅见】释放二段技能灰雾加持或者灰雾压制后，10秒内提升自身控制抵挡。	[Insight] After releasing the second-stage skill gray fog Blessing or gray fog Suppression, increase own Control resistance for 10 seconds.	
1462	【浅见】释放通灵仪式时（仅释放瞬间）驱散范围内友方身上的减速效果。	[Insight] When releasing the Spirit Mediumship Ritual (only at the moment of release), dispel Slow effects on allies within range.	
1463	【特效】家-仪式魔法	【Effect】 Home-Ritual Magic	
1464	【特效】风车-仪式魔法	[Special Effect] Windmill-Ritual Magic	
1465	【秘辛】仪式魔法造成的伤害增加30%。	[Secret] Damage caused by Ritual Magic increased by 30%.	
1466	【秘辛】仪式魔法造成的伤害增加40%。	[Secret] Damage caused by Ritual Magic increased by 40%.	
1467	【秘辛】回复量增加10%，不超过施法者血量上限24%。	[Secret Lore] Recovery amount increased by 10%, not exceeding 24% of the caster's Max HP.	
1468	【秘辛】引爆暗影能量的伤害提高20%。	[Secret] Damage from detonating shadow energy increased by 20%.	
1469	【秘辛】明灯的护盾量增加10%，爆炸伤害增加30%。	[Secret] Beacon's Shield amount increased by 10%, Explosion damage increased by 30%.	
1470	【秘辛】死亡之握的伤害额外增加30%。	[Secret] Damage of Grasp of Death. increased by an additional 30%.	
1471	【秘辛】每次叠加扭曲效果时造成的伤害增加30%。	[Secret] Damage dealt each time a Distortion effect is stacked increased by 30%.	
1472	【秘辛】灰雾加持时间内，释放技能自身体力值额外增加2点。	[Secret] During the gray fog Blessing duration, releasing a skill increases own Health by an additional 2 points.	
1473	【秘辛】电流的伤害提高10%。	[Secret] Current damage increased by 10%.	
1474	【自走棋】-\"审判官\"布莱克-裂地子技能	[Auto Chess] - \"Inquisitor\" Blake - Ground Fracture Sub-skill	
1475	【自走棋】-五月庄园侍女-技能1-连续挥砍	[Auto Chess] - May Manor Maid - Skill 1 - Continuous Slash	
1476	【自走棋】-奥黛丽-巨龙吐息伤害	[Auto-Chess] - Audrey - Dragon Breath Damage	
1477	【自走棋】-子嗣守护-团队护盾	[Auto Chess] - Offspring Protection - Team Shield	
1478	【自走棋】-子爵夫人-双段圆斩-AOE1-新技能案例-主技能	[Auto Chess] - Viscountess - Dual Circular Slash - AOE 1 - New Skill Case - Main Skill	
1479	【自走棋】-子爵夫人-双段圆斩-AOE2-新技能案例-子技能	[Auto Chess] - Viscountess - Dual Circular Slash - AOE 2 - New Skill Case - Sub Skill	
1480	【自走棋】-巨龙传承羁绊-全屏伤害200	[Auto-Chess] - Giant Dragon Inheritance Bond - Full-screen Damage 200	
1481	【自走棋】-巨龙传承羁绊-全屏伤害350	[Auto-Chess] - Giant Dragon Inheritance Bond - Full-screen Damage 350	
1482	【自走棋】-巨龙传承羁绊-全屏伤害500	[Auto-Chess] - Giant Dragon Inheritance Bond - Full-screen Damage 500	
1483	【自走棋】-巨龙传承羁绊-全屏伤害700	[Auto-Chess] - Giant Dragon Inheritance Bond - Full-screen Damage 700	
1484	【自走棋】-巨龙传承羁绊-龙息追伤	[Auto-Chess] - Giant Dragon Inheritance Bond - Dragon Breath Bonus Damage	
1485	【自走棋】-弓箭骑士-蓄力射击	[Auto Chess] - Archer Knight - Charged Shot	
1486	【自走棋】-弗兰克-区域友军治疗	[Auto Chess] - Frank - Area Ally Healing	
1487	【自走棋】-弗兰克·李-神奇蘑菇	[Auto-Chess] - Frank Lee - Magic Mushroom	
1488	【自走棋】-怪物纹章-1格每秒最大生命AoE	[Auto-Chess] - Monster Emblem - 1 Grid Per Second Max Health AoE	
1489	【自走棋】-戴莉·西蒙妮-通灵仪式	[Auto-Chess] - Daly Simone - Spirit Mediumship Ritual	
1490	【自走棋】-戴里克-友军治疗	[Auto Chess] - Derrick - Ally Healing	
