ID	CN	EN	RU_TRANSLATION
869	<Highlight>工艺：</>浅金柔缎・红绒菱格・安眠睡袍\n像旧宅走廊铺了一冬的地砖，踩上无声，却藏着说不清的安稳与温存。	<Highlight> Craft: </> Light Gold Soft Satin · Red Velvet Diamond Pattern · Slumber Nightgown \n Like the floor tiles laid in the corridor of an old house for a winter, stepping on them is silent, yet they hide an indescribable stability and warmth.	
870	<Highlight>工艺：</>精鞣皮革\n身着雾霭和尘埃，在万都之都的角落寻找属于自己的晴天。	<Highlight>Craft: </>Tanned Leather\nDressed in mist and dust, searching for your own sunny day in the City of Cities.	
871	<Highlight>工艺：</>精鞣皮革・轻便裁剪・都市漫步装\n身着雾霭和尘埃，在万都之都的角落寻找属于自己的晴天。	<Highlight>Craft: </>Tanned Leather・Lightweight Cut・Urban Stroll Outfit\nDressed in mist and dust, searching for your own sunny day in the corners of the City of Cities.	
872	<Highlight>工艺：</>红绒菱格\n像旧宅走廊铺了一冬的地砖，踩上无声，却藏着说不清的安稳与温存。	<Highlight>Craft: </>Red Velvet Diamond Pattern\nLike the floor tiles of an old mansion's corridor that have been laid for a winter; stepping on them is silent, yet they hide an indescribable stability and warmth.	
873	<Highlight>工艺：</>蕾丝轻纱\n某位帝王曾在日记里留下一句未完的感慨，现下品鉴确实别有风味。	<Highlight>Craft: </>Lace Tulle\nA certain emperor once left an unfinished remark in his diary, which is indeed quite tasteful to appreciate now.	
874	<Highlight>工艺：</>象牙缎面\n宫廷马场的大门再次敞开时，步伐与仪态，同样不曾松懈半分。	<Highlight>Craft: </>Ivory Satin\nWhen the gates of the royal stables open once more, the pace and poise remain as impeccable as ever.	
875	<Highlight>工艺：</>象牙缎面・珠链点缀・宫廷骑装\n宫廷马场的大门再次敞开时，步伐与仪态，同样不曾松懈半分。	<Highlight>Craft: </>Ivory Satin · Bead Chain Accents · Court Riding Habit\nWhen the gates of the royal stables open once more, the pace and poise remain as impeccable as ever.	
876	<Highlight>工艺：</>雾光垂纱・优雅刺绣\n织物如云如雾，也像一位女士无可奈何却终将面对的结局。	<Highlight>Craft: </>Mist-light Draped Veil/Elegant Embroidery\nThe fabric is like clouds and mist, and also like the ending a lady is helpless to face but must eventually confront.	
877	<Highlight>工艺：</>香槟金属・手工镶嵌\n由鲁恩顶级珠宝商推出的化装舞会面饰，据说灵感来自于佛尔思·沃尔女士那篇患者面部开花的恐怖小说。当然，他们做了不少美化。	<Highlight>Craft: </>Champagne Metal · Handmade Inlay\nA masquerade mask launched by a top Loen jeweler, said to be inspired by the horror novel about a patient's face blooming with flowers by Ms. Fors Wall. Of course, they made quite a few aesthetic improvements.	
878	<Highlight>工艺：</>驼色软呢・外出便服\n晚风之中，步伐因舒适的衣衫而更加轻盈。明日也将是美好的明日。	<Highlight>Craft: </>Camel Tweed・Casual Outing Wear\nIn the evening breeze, your steps feel lighter due to the comfortable clothing. Tomorrow will also be a beautiful tomorrow.	
879	<Highlight>工艺：</>驼色软呢・洁白内衬・外出便服\n晚风之中，步伐因舒适的衣衫而更加轻盈。明日也将是美好的明日。	<Highlight>Craft: </>Camel Tweed・White Lining・Casual Outing Wear\nIn the evening breeze, your steps feel lighter due to the comfortable clothing. Tomorrow will also be a beautiful tomorrow.	
880	<Highlight>引导军团士兵互相撞击</>。	<Highlight>Guide the legion soldiers to collide with each other</>.	
881	<Highlight>教团等级奖励</>获取	Obtained as a <Highlight> Coven Level Reward </>	
882	<Highlight>禁言：</>被禁言的玩家，将无法在本语音房间内进行实时语音、发送语音信息及文字消息。房主可在禁言管理页签进行设置。\n<Highlight>黑名单：</>被拉黑的玩家将被踢出本语音房间且无法再进入本语音房间。房主可在黑名单页签进行设置。	<Highlight> Muted: </> Muted players will not be able to use real-time voice, send voice messages, or send text messages in this voice room. The room owner can set this in the mute management tab. \n <Highlight> Blacklist: </> Blacklisted players will be kicked out of this voice room and will not be able to enter it again. The room owner can set this in the blacklist tab.	
883	<Highlight>许愿</>指定人脉后，可提升结交时获得对应人脉的概率。\n可许愿的人脉为可结交的传说人脉。\n许愿后，获得传说人脉时，获取许愿目标的概率提高到<Highlight>80%</>。如果未获取许愿目标，那下次获得的传说人脉必定为许愿目标。\n\n常驻结交中，<Highlight>每周</>可以生效<Highlight>2次</>许愿效果，周一重置。\n每当结交人脉<Highlight>110次</>，可额外获得一次许愿次数。该次数不会被重置，且消耗优先级低于每周重置的次数。	<Highlight>Wishing</> for a designated Connection can increase the probability of obtaining the corresponding Connection during Socializing. \nThe Connections that can be wished for are Legendary Connections that can be socialized with. \nAfter Wishing, when you obtain a Legendary Connection, the probability of obtaining the Wish target increases to <Highlight>80%</>. If you do not obtain the Wish target, the next Legendary Connection obtained is guaranteed to be the Wish target. \n\nIn permanent Socializing, <Highlight>every week</> you can have <Highlight>2</> Wishing effects take effect, resetting on Monday. \nEvery <Highlight>110 Socializing attempts</>, you can obtain one additional Wish count. This count will not be reset, and its consumption priority is lower than the weekly reset count.	
884	<Highlight>躺赢</>中含有各类玩法，点击此处打开。	<Highlight>Idle Win</> contains various gameplay modes; click here to open.	
885	<Highlight>躺赢</>中含有各类玩法，点击这里打开菜单进入	<Highlight>Leisure</> contains various gameplay modes. Click here to open the menu and enter.	
886	<Highlight>重点文本</>一般文本一般文本一般文本	<Highlight>Key Text</> Normal text normal text normal text.	
887	<Highlight>金色</>的任务为效率更高的任务，推荐优先完成。	<Highlight>Golden</> quests are more efficient and are recommended to be completed first.	
888	<Highlight>黑荆棘商店</>兑换获得	Obtained by exchanging at the <Highlight> Blackthorn Shop </>	
889	<Highlight_L>[%s]</>接受了我方俱乐部发起的宣战，开战时间为<Highlight_L>[今天%s]</>！	<Highlight_L>[%s]</> has accepted the war declared by our club. The start time is <Highlight_L>[Today %s]</>!	
890	<Highlight_L>[%s]</>接受了我方俱乐部发起的宣战，开战时间为<Highlight_L>[明天%s]</>！	<Highlight_L>[%s]</> has accepted the war declared by our club. The start time is <Highlight_L>[Tomorrow %s]</>!	
891	<Highlight_L>宣战告急</>：我方俱乐部成员<HyperLink stylename=\"Our_Name\" u=\"role=%s\">[%s]</>在<HyperLink stylename=\"Chat_Hyperlink\" u=\"pvlhpos=%s,%s,%s,%s\">[霍纳奇斯山脉(%d,%d) 分线%s]</>惨遭<Reminder_Red>[%s]</>俱乐部的<HyperLink stylename=\"Enemy_Name\" u=\"role=%s\">[%s]</>击败，这是对本俱乐部的公然挑衅！点击前往支援！	<Highlight_L> War Emergency </>: Our club member <HyperLink stylename=\"Our_Name\" u=\"role=%s\">[%s]</> was defeated by <HyperLink stylename=\"Enemy_Name\" u=\"role=%s\">[%s]</> of the <Reminder_Red>[%s]</> club at <HyperLink stylename=\"Chat_Hyperlink\" u=\"pvlhpos=%s,%s,%s,%s\">[Hornacis Mountain Range (%d, %d) Sub-channel %s]</>. This is an open provocation to our club! Click to provide support!	
892	<Highlight_L>宣战捷报</>：我方俱乐部成员<HyperLink stylename=\"Our_Name\" u=\"role=%s\">[%s]</>已在<HyperLink stylename=\"Chat_Hyperlink\" u=\"pvlhpos=%s,%s,%s,%s\">[霍纳奇斯山脉(%d,%d) 分线%s]</>成功击败<Reminder_Red>[%s]</>俱乐部的<HyperLink stylename=\"Enemy_Name\" u=\"role=%s\">[%s]</>并获得宣战积分%s分！点击前往追击！	<Highlight_L> War Bulletin </>: Our club member <HyperLink stylename=\"Our_Name\" u=\"role=%s\">[%s]</> has successfully defeated <HyperLink stylename=\"Enemy_Name\" u=\"role=%s\">[%s]</> of the <Reminder_Red>[%s]</> club at <HyperLink stylename=\"Chat_Hyperlink\" u=\"pvlhpos=%s,%s,%s,%s\">[Hornacis Mountain Range (%d, %d) Sub-channel %s]</> and gained %s war points! Click to pursue!	
893	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</> 击杀了<Chat_Highlight>%s俱乐部</> 的会长<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</>，此战将被吟游诗人传唱。	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\"> [%s] </> killed the President <HyperLink stylename=\"Chat_Name\" u=\"role=%s\"> [%s] </> of the <Chat_Highlight> %s Club </>, this battle will be sung by bards.	
894	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</>任命<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</>为%s	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\"> [%s] </> appointed <HyperLink stylename=\"Chat_Name\" u=\"role=%s\"> [%s] </> as %s.	
895	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</>加入了俱乐部，让我们欢迎新成员吧~ <HyperLink stylename=\"Chat_Hyperlink\" u=\"guildWelcome\">【点击欢迎】</>	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\"> [%s] </> has joined the club. Let's welcome the new member~ <HyperLink stylename=\"Chat_Hyperlink\" u=\"guildWelcome\"> [Click to welcome] </>	
896	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</>在争夺战中已连斩超过<Chat_Highlight>%s</>人，新的传说正在加冕。	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</> has achieved more than <Chat_Highlight>%s</> consecutive kills in the battle. A new legend is being crowned.	
897	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</>接力<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</>，成为了俱乐部新一任%s	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\"> [%s] </> succeeded <HyperLink stylename=\"Chat_Name\" u=\"role=%s\"> [%s] </> and became the new %s of the club.	
898	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</>撤销了<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</>的%s一职	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\"> [%s] </> revoked <HyperLink stylename=\"Chat_Name\" u=\"role=%s\"> [%s] </>'s position as %s.	
899	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</>离开了俱乐部，有缘再会	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\"> [%s] </> has left the club; hope to see you again.	
900	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</>花费了%d俱乐部基金，将%s升级到%d级	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\"> [%s] </> spent %d club funds to upgrade %s to level %d.	
901	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</>赠送了%s个%s给<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</>，为本房间增加了%s点热度	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</> gifted %s %s to <HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</>, increasing the room's heat by %s points.	
902	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</>赠送了%s个%s给<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</>，为本语音房间增加了%s点热度	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</> gifted %s %s to <HyperLink stylename=\"Chat_Name\" u=\"role=%s\">[%s]</>, increasing the heat of this voice room by %s points	
903	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">【玩家A】</> 为 <HyperLink stylename=\"Chat_Name\" u=\"role=%s\">【玩家B】</>提供了【XXX物资】，让我们感谢他的慷慨~ <HyperLink stylename=\"Chat_AT\" u=\"guildFlower\">【点击送花】</>	<HyperLink stylename=\"Chat_Name\" u=\"role=%s\">【Player A】</> provided <HyperLink stylename=\"Chat_Name\" u=\"role=%s\">【Player B】</> with 【XXX Supplies】. Let us thank them for their generosity~ <HyperLink stylename=\"Chat_AT\" u=\"guildFlower\">【Click to send flowers】</>	
904	<HyperLink stylename=\"Clickable\" u=\"\">小怪</>击杀概率掉落	Dropped by <HyperLink stylename=\"Clickable\" u=\"\"> Minions </> with a certain probability	
905	<InvDefault>1.【俱乐部宣战】</>\n<InvDefault>1）优化宣战基础体验，将提前获胜所需的积分差由 5000 上调至 15000。调整后，当一方积分领先另一方超过 15000 分时，积分高的一方将直接获胜。</><InvHighlight>调整将在</><InvHighlight>8月27日</><InvHighlight>20点之后</><InvDefault>的宣战场次生效。</>\n<InvDefault>2）下调击杀、助攻时可获得的俱乐部宣战积分。</><InvHighlight>调整将在8月27日20点之后</><InvDefault>的宣战场次生效。</>	<InvDefault>1.【Club War Declaration】</>\n<InvDefault>1）The basic declaration-of-war experience has been improved, increasing the point lead required for an early victory from 5000 to 15000. After the adjustment, when one side leads the other by more than 15000 points, the side with the higher score will win immediately.</><InvHighlight>The adjustment will take effect for declaration matches after </><InvHighlight>August 27</><InvHighlight>at 20 o'clock</><InvDefault>.</>\n<InvDefault>2）The club-war points awarded for kills and assists have been reduced.</><InvHighlight>The adjustment will take effect for declaration matches after August 27 at 20 o'clock</><InvDefault>.</>	
906	<InvDefault>拖拽右侧的文字至左侧空白格内，还原正确答案即可完成本题</>	<InvDefault>Drag the text on the right into the blank spaces on the left to restore the correct answer and complete this task.</>	
907	<InvHighlight>歌谣仅供参考，谨慎尝试。</>\n\n                       远航去\n                       漩涡里\n                 狂暴波涛寂静心\n\n                       勇激荡\n                       狂翻涌\n                 海浪深处存安宁\n\n                       闪闪鳞光\n                       照耀浪花\n                 梦境汹涌永远的家\n\n                       怒吼求救\n                       无奈放纵\n                 海风味的一抹乡愁	<InvHighlight> The ballad is for reference only; proceed with caution. </> \n \n Sailing away \n Into the whirlpool \n Violent waves, silent heart \n \n Bravely surging \n Wildly churning \n Peace exists in the depths of the sea waves \n \n Glittering scales \n Shining on the spray \n Dreams surging, an eternal home \n \n Roaring for help \n Helplessly indulging \n A touch of homesickness with the scent of sea breeze	
908	<Italic>——你开始听得到一些不可名状的低语，它们像是某种从意识深处漏出来的碎语，没有方向，没有意义，却无法被忽视。 每当你试图快速移动，那些声音就会骤然放大，世界在你眼中短暂地旋转、倾斜、归位。可你也不敢笃定，下一次、再下一次，世界还会如常归位。</>	<Italic>—You begin to hear some unspeakable whispers; they are like fragments of speech leaking from the depths of your consciousness, directionless and meaningless, yet impossible to ignore. Whenever you try to move quickly, those sounds suddenly amplify, and the world briefly rotates, tilts, and resets in your eyes. But you dare not be certain that the next time, and the time after that, the world will reset as usual.</>	
909	<Italic>——你感受到了久违的、不可控的力量在身体里翻涌。 它让你的血液流速加快，每一拳落下都比从前更重——可你是否确定，那真的是力量？还是只是你对疼痛的感知，正在悄然发生变化？你开始不再在意对疼痛的感知，不在意视野会在某些瞬间发生无声地抖动，就像一张被人轻轻撕过一角的画。</>	<Italic>—You feel a long-lost, uncontrollable power surging within your body. It makes your blood flow faster, and every punch you throw lands heavier than before—but are you sure it's really power? Or is it just that your perception of pain is quietly changing? You begin to no longer care about the perception of pain, nor do you care that your vision shakes silently at certain moments, like a painting with a corner torn off by someone.</>	
910	<Italic>——某种平静笼罩着你，心境如同无风的湖面。 你的每一个决定都清晰而确定，脑海中没有杂音，没有犹疑，没有不速之客。这意味着你的眼睛能看见它本该看见的东西，你的手能落在它应该落下的位置。 这种安宁也许来自修炼，也许来自某种你说不清的意志—— 但无论如何，此刻的你，比任何人都更像自己。 </>	<Italic>—A certain calmness envelops you, your state of mind like a windless lake. Every decision you make is clear and certain; there is no noise in your mind, no hesitation, no uninvited guests. This means your eyes can see what they are meant to see, and your hands can land where they are supposed to land. This peace may come from training, or perhaps from some will you cannot quite name—but regardless, at this moment, you are more like yourself than anyone else. </>	
911	<LevelText_Special>神性等级%d级</>	<LevelText_Special> Divinity Level %d </>	
912	<M_Default>亲爱的商会成员：</>\n铁路大亨赛季已结束，未领取的赛季任务和常规任务奖励已通过邮件发放，请及时查收	<M_Default>Dear Chamber of Commerce member: </>\nThe Railway Tycoon season has ended. Unclaimed season quest and regular quest rewards have been sent via email. Please check them in time.	
913	<M_Default>各位俱乐部成员请注意：</>\n    战略服筛选阶段的联赛前两轮结束后，本俱乐部凭借<M_Default>战略服筛选总积分前4名</>的成绩，成功晋级<M_Default>四方联赛天启组</>，并获得<M_Default>参与战略服的资格</>，将作为<M_Default>本服赛区代表</>之一，与其余三家晋级俱乐部共同前往战略服！\n【特别说明】\n    1. <M_Default>晋级期内（自本邮件发送起1个月）</>，本俱乐部不再参与本服务器本赛季后续四方联赛，准备参与战略服后续玩法。\n    2. 战略服开放时间、参与方式及后续玩法安排将以后续公告为准，请会长/理事密切关注。\n    3. 请抓紧时间整军备战、协调阵容、调度资源，为本服赛区争夺更高荣誉！\n    愿诸位旗开得胜，凯旋而归！	<M_Default>Attention all club members: </>\n After the first two rounds of the league in the strategic server screening stage, this club successfully advanced to the <M_Default>Four-Way League Apocalypse Group</> by virtue of being in the <M_Default>top 4 in total points for the strategic server screening</>, and obtained the <M_Default>qualification to participate in the strategic server</>. We will go to the strategic server together with the other three advancing clubs as one of the <M_Default>representatives of this server's division</>! \n[Special Note]\n 1. <M_Default>During the advancement period (1 month from the sending of this email)</>, this club will no longer participate in the subsequent Four-Way League of this server this season, and will prepare to participate in the subsequent gameplay of the strategic server. \n 2. The opening time, participation method, and subsequent gameplay arrangements for the strategic server will be subject to subsequent announcements. Please have the president/councilors pay close attention. \n 3. Please hurry up to prepare for battle, coordinate lineups, and allocate resources to fight for higher honors for this server's division! \n May you all win the first battle and return in triumph!	
914	<M_Default>尊敬的教团成员：</>\n\n       原初的恩赐已从你身上消失。\n       由于你上周缺席了两次魅惑邀约，这让你的魅力在镜中世界里逐渐黯淡。根据教团守则，自下周起，你的魅力将暂时蒙尘（魅力属性-5），直至你重新参与两次魅惑邀约并获得胜利，方可恢复魔女的青睐。\n       莫要让镜中那个完美的自己彻底消失。	<M_Default>Respected member of the Church: </>\n\n The gift of the Primordial has disappeared from you. \n Because you missed two Charm Invitations last week, your charm has gradually dimmed in the Mirror World. According to the Church's code, starting next week, your charm will be temporarily tarnished (Charm attribute -5) until you participate in two Charm Invitations again and achieve victory, only then can you restore the favor of the Witch. \n Do not let that perfect self in the mirror disappear completely.	
915	<M_Default>致春夜的宠儿：</>\n\n　　渴望美之人，你已被春夜选中。\n\n　　若你想要了解真相，想要触及美或毁灭，请前往珠宝店门口右侧， 寻找莉丝·埃文斯。\n　　她会告诉你一切。	<M_Default>To the darling of the spring night: </>\n\n You who long for beauty, you have been chosen by the spring night. \n\n If you want to know the truth, if you want to touch beauty or destruction, please go to the right side of the jewelry store entrance and look for Lis Evans. \n She will tell you everything.	
916	<M_Orange> [%s]</>已向你的俱乐部发起宣战，静候回应。 请在<M_Orange>1小时内</>前往<HyperLink stylename=\"M_Link\" u=\"jump=1302473\">【俱乐部宣战】</>作出裁决——逾期未应，将视为自动认输，<M_Orange>并扣除相应俱乐部资金</>。	<M_Orange> [%s]</> has declared war on your club. Awaiting response. Please go to <M_Orange>within 1 hour</> to <HyperLink stylename=\"M_Link\" u=\"jump=1302473\">【Club War Declaration】</> to make a ruling—failure to respond will be considered an automatic forfeit, <M_Orange>and the corresponding club funds will be deducted</>.	
917	<M_Orange> [%s]</>已向你的俱乐部发起宣战，静候回应。 请在<M_Orange>1小时内</>前往<HyperLink stylename=\"M_Link\" u=\"jump=1302473\">【俱乐部宣战】</>作出裁决——逾期未应，将视为自动认输，<M_Orange>并扣除相应俱乐部资金</>。\n可点击<HyperLink stylename=\"M_Link\" u=\"tipsId=6427619\">【俱乐部宣战玩法攻略】</>查看玩法攻略！	<M_Orange> [%s] </> has declared war on your Club. We await your response. Please proceed to <HyperLink stylename=\"M_Link\" u=\"jump=1302473\"> [Club War] </> within <M_Orange> 1 hour </> to make a judgment—failure to respond within the time limit will be considered an automatic forfeiture, <M_Orange> and the corresponding Club funds will be deducted </>. \n You can click <HyperLink stylename=\"M_Link\" u=\"tipsId=6427619\"> [Club War Strategy Guide] </> to view the guide!	
918	<M_Orange> [%s]</>接受了我方俱乐部发起的宣战，决斗将在<M_Orange>[今天%s]</>开启。战火已至，胜负即将揭晓——霍纳奇斯山脉将见证这场决斗的结局。为了共同的荣耀，全员就位。\n可点击<HyperLink stylename=\"M_Link\" u=\"tipsId=6427619\">【俱乐部宣战玩法攻略】</>查看玩法攻略！	<M_Orange> [%s]</> has accepted the declaration of war initiated by our club. The duel will begin on <M_Orange>[Today%s]</>. The flames of war have arrived, and the outcome is about to be revealed—the Hornacis Mountain Range will witness the end of this duel. For our shared glory, all members, take your positions. \nYou can click <HyperLink stylename=\"M_Link\" u=\"tipsId=6427619\">【Club Declaration of War Gameplay Guide】</> to view the gameplay guide!	
919	<M_Orange> [%s]</>接受了我方俱乐部发起的宣战，决斗将在<M_Orange>[明天%s]</>开启。战火已至，胜负即将揭晓——霍纳奇斯山脉将见证这场决斗的结局。为了共同的荣耀，全员就位。\n可点击<HyperLink stylename=\"M_Link\" u=\"tipsId=6427619\">【俱乐部宣战玩法攻略】</>查看玩法攻略！	<M_Orange> [%s]</> has accepted the declaration of war initiated by our club. The duel will begin on <M_Orange>[Tomorrow%s]</>. The flames of war have arrived, and the outcome is about to be revealed—the Hornacis Mountain Range will witness the end of this duel. For our shared glory, all members, take your positions. \nYou can click <HyperLink stylename=\"M_Link\" u=\"tipsId=6427619\">【Club Declaration of War Gameplay Guide】</> to view the gameplay guide!	
920	<M_Orange>%s </>俱乐部和<M_Orange>%s </>俱乐部因为俱乐部资金不足被强制合并，望各位成员团结一心，一起发展新的俱乐部！	<M_Orange>%s </> Club and <M_Orange>%s </> Club have been forcibly merged due to insufficient club funds. We hope all members will unite and develop the new club together!	
921	<M_Orange>%s </>俱乐部已完成响应，成功建立！\n· 加入俱乐部后每天可以参与特色玩法。\n· 可获得专属的俱乐部领地。\n· 还能带领会员参与联赛，赢取最高荣耀。\n· 参与活动前请先确认职位分配情况，正式会员是俱乐部的中坚力量，可以参与俱乐部内的玩法活动；候补成员是俱乐部的储备力量，部分俱乐部活动无法参与，可以保持活跃状态，联系管理转正为会员。	<M_Orange>%s </> Club has finished responding and was successfully established! \n· After joining a club, you can participate in special gameplay every day. \n· You can obtain exclusive club territory. \n· You can also lead members to participate in leagues and win the highest glory. \n· Before participating in activities, please confirm the position allocation. Official members are the backbone of the club and can participate in club activities; reserve members are the reserve force of the club and cannot participate in some club activities. You can maintain activity and contact management to be promoted to an official member.	
922	<M_Orange>%s </>俱乐部欢迎您的加入！\n· 加入俱乐部后每天可以参与特色玩法。\n· 可获得专属的俱乐部领地。\n· 还能带领会员参与联赛，赢取最高荣耀。\n· 参与活动前请先确认职位分配情况和活动途径人数限制，正式会员是俱乐部的中坚力量，可以参与俱乐部内的玩法活动；候补成员是俱乐部的储备力量，部分俱乐部活动无法参与，可以保持活跃状态，联系管理转正为会员。	<M_Orange>%s </> Club welcomes you! \n· After joining a club, you can participate in special gameplay every day. \n· You can obtain exclusive club territory. \n· You can also lead members to participate in leagues and win the highest glory. \n· Before participating in activities, please confirm the position allocation and activity pathway participant limits. Official members are the backbone of the club and can participate in club activities; reserve members are the reserve force of the club and cannot participate in some club activities. You can maintain activity and contact management to be promoted to an official member.	
923	<Orange>世界剧情</>已解锁，点击此处查看。	<Orange>World Plot</> is unlocked; click here to view.	
924	<Orange>检视信息</>显示在这里。	<Orange>Inspection Information</> is displayed here.	
925	<Orange>滑动屏幕</>转动物品，寻找<Orange>检视线索</>。	<Orange>Swipe the screen</> to rotate the item and search for <Orange>Investigation Clues</>.	
926	<PVPHighlight>%s</>取消了%s匹配	<PVPHighlight>%s</> cancelled %s matchmaking.	
927	<PVPHighlight>巨龙·投影</>轰然溃散！本团队合力将其击退，成功取得本轮<PVPHighlight>最终拍卖奖励归属</>！	The <PVPHighlight> Giant Dragon - Projection </> has collapsed! Our team worked together to repel it and successfully secured the final auction reward for this round <PVPHighlight> belonging to </>!	
928	<P_Heart> (Shy) </> This {{英俊的先生|优雅的女士}}, please forgive me, I... haven't thought about this question yet.	<P_Heart> (Shy) </> This {{handsome gentleman|elegant lady}}, please forgive me, I... haven't thought about this question yet.	
929	<P_Heart>(无奈地打开门）</>……好吧，是我。	<P_Heart>(Opens the door helplessly)</>...Alright, it's me.	
930	<P_Heart>我明白了，是因为这里的食谱有限，单卖丝瓜也缺少噱头，我有办法了。</>	<P_Heart>I understand now. It's because the menu here is limited, and selling luffa alone lacks a gimmick. I have an idea.</>	
931	<P_Heart>我选择——赌一把！</>	<P_Heart> I choose—to take a gamble! </>	
932	<P_Heart>那么，我应该选哪条途径呢？</>	<P_Heart>So, which pathway should I choose?</>	
933	<P_Heart>风吹动桌上的书籍，让书页停留在某一章的开头。</>	<P_Heart> The wind blows the books on the table, leaving the pages open at the beginning of a certain chapter. </>	
934	<P_Heart>（“愚者”先生究竟是哪一位，这样威严又和善的神明……但是，不可直视神，不可质疑神。）</>	<P_Heart>(Who exactly is Mr. Fool, such a majestic and kind god... but, one cannot look directly at a god, one cannot question a god.)</>	
935	<P_Heart>（上前一步）</>带着你的棍子滚得远些，不然我来帮你醒醒酒。	<P_Heart> (Steps forward) </> Get lost with your stick, or I'll help you sober up.	
936	<P_Heart>（不……我也弄反了啊。）</>	<P_Heart> (No... I got it backwards too.) </>	
937	<P_Heart>（不如问问能帮上他什么忙。有我在外面，至少能更安心些。）</>	<P_Heart> (I might as well ask how I can help him. With me outside, at least he can feel more at ease.) </>	
938	<P_Heart>（不得不说，这样的日子还是很幸福的……）</>	<P_Heart> (I have to say, a life like this is still quite blissful...) </>	
939	<P_Heart>（不知道马西莫有没有发现……）</>	<P_Heart> (I wonder if Massimo noticed...) </>	
940	<P_Heart>（不能把窥探者引回去，这会把梅丽莎他们也拉入危险！）</>	<P_Heart>(I can't lead the stalker back. That would put Melissa and the others in danger!)</>	
941	<P_Heart>（仔细检查过后，好像只有这一个护身符比较特别。）</>	<P_Heart> (After a careful inspection, it seems only this one amulet is quite special.) </>	
942	<P_Heart>（他们两个虽然语气听着不好，实际行为却挺讲礼貌。）</>	<P_Heart>(Although their tone sounds bad, their actual behavior is quite polite.)</>	
943	<P_Heart>（他们在为难那个女孩？上去帮帮她吧！）</>	<P_Heart> (Are they giving that girl a hard time? Go up and help her!) </>	
944	<P_Heart>（他们在敲诈那个老人？去帮帮忙吧！）</>	<P_Heart>(Are they blackmailing that old man? Let's go help!)</>	
945	<P_Heart>（他似乎在和旁边的艾尔萨小姐交谈。）</>	<P_Heart> (He seems to be talking to Miss Elsa next to him.) </>	
946	<P_Heart>（他过于焦虑了，是时候帮他卸下一些心理负担了！）</>	<P_Heart> (He is too anxious, it's time to help him unload some psychological burden!) </>	
947	<P_Heart>（他过于焦虑了，是时候帮他卸下一些心里负担了！）</>	<P_Heart>(He is far too anxious; it is time to help him unburden some of his mental load!)</>	
948	<P_Heart>（以手按胸）</>赞美女神。	<P_Heart>(Pressing hand to chest)</> Praise the Goddess.	
949	<P_Heart>（仿佛问了不应该问的问题，还是赶紧告辞吧……）</>	<P_Heart> (It feels like I asked a question I shouldn't have; I'd better take my leave...) </>	
950	<P_Heart>（似乎不对，这是接下来要出现的纪元的，再试试。）</>	<P_Heart>(That doesn't seem right; this one belongs to the next epoch. Let me try again.)</>	
951	<P_Heart>（似乎在摇头晃脑）</> 不是我造的，是神父爷爷，他用这个来装大家的告解。	<P_Heart> (Seemingly shaking its head) </> I didn't create it; Father did. He used this to store everyone's confessions.	
952	<P_Heart>（似乎在自言自语）</>老头，下次能不能偷点牌运给我，多少让我赢一回啊……	<P_Heart> (Seemingly talking to himself) </> Old man, can you steal some card luck for me next time? Just let me win once...	
953	<P_Heart>（似乎挺有意思的，让我想想可以做些什么吧！）</>	<P_Heart>(Seems quite interesting. Let me think about what I can do!)</>	
954	<P_Heart>（似乎是两个刚采购完的女仆……要听听她们的闲聊吗？）</>	<P_Heart> (Seems to be two maids who just finished shopping... want to listen to their gossip?) </>	
