CN	EN
<Assistant_Title1>【Waiting for Godot】</>\n<Assistant_Title2>Quest Type: </><Assistant_Property2>Era Anecdotes</>\n<Assistant_Title2>Quest Description: </>Let's go. We can't. We're waiting for Godot.\n<Assistant_Title2>How to Accept: </>After reaching <Assistant_Red>Level 65</> in Acting, go to {Location:[睡莲小镇(170,30)]|6801;-7084;-2854;2;5200052;0}talk to <Assistant_Red>Esther</> to accept the quest. \n<Assistant_Title2>Quest Rewards</>: Cognitive Experience, Invoices, Adventure Medals, World Adventure Treasure Progress	<Assistant_Title1>【Waiting for Godot】</>\n<Assistant_Title2>Quest Type: </><Assistant_Property2>Era Anecdotes</>\n<Assistant_Title2>Quest Description: </>Let's go. We can't. We're waiting for Godot.\n<Assistant_Title2>How to Accept: </>After reaching <Assistant_Red>Level 65</> in Acting, go to {Location:[Water Lily Town(170,30)]|6801;-7084;-2854;2;5200052;0}talk to <Assistant_Red>Esther</> to accept the quest. \n<Assistant_Title2>Quest Rewards</>: Cognitive Experience, Invoices, Adventure Medals, World Adventure Treasure Progress
<Assistant_Title1>【Warmth Through the Wall】</>\n<Assistant_Title2>Quest Type: </><Assistant_Property2>Acting Story</>\n<Assistant_Title2>Quest Description: </>It seems like it's not very warm inside one family's house...\n<Assistant_Title2>How to Accept: </>After completing the main story Chapter 2 \"Tides of the Era\" and reaching Acting Level <Assistant_Red>19</>, go to {Location:[金秋湖(325,90)]|22557;-916;607;2;5200085;0} and interact with the <Assistant_Red>Voice Inside the House</> to accept the quest.\n<Assistant_Title2>Quest Rewards</>: Cognitive Experience, World Adventure Treasure Progress, Adventure Medal, Invoices	<Assistant_Title1>【Warmth Through the Wall】</>\n<Assistant_Title2>Quest Type: </><Assistant_Property2>Acting Story</>\n<Assistant_Title2>Quest Description: </>It seems like it's not very warm inside one family's house...\n<Assistant_Title2>How to Accept: </>After completing the main story Chapter 2 \"Tides of the Era\" and reaching Acting Level <Assistant_Red>19</>, go to {Location:[Golden Autumn Lake(325,90)]|22557;-916;607;2;5200085;0} and interact with the <Assistant_Red>Voice Inside the House</> to accept the quest.\n<Assistant_Title2>Quest Rewards</>: Cognitive Experience, World Adventure Treasure Progress, Adventure Medal, Invoices
<Assistant_Title1>【Water Lily Town Roaming Guide】</>\n<Assistant_Title2>Quest Type: </><Assistant_Property2>Anecdotes of the Era</>\n<Assistant_Title2>Quest Description: </>Welcome to Water Lily Town.\n<Assistant_Title2>How to Accept: </>After your Acting level reaches <Assistant_Red>Level 64</>, head to {Location:[睡莲小镇(134,-14)]|3733;-11328;-3242;2;5200052;0} and <Assistant_Red> read the notes </> to accept the quest.\n<Assistant_Title2>Quest Rewards</>: Cognitive Experience, invoices, Adventure Medals, World Adventure Treasure progress	<Assistant_Title1>【Water Lily Town Roaming Guide】</>\n<Assistant_Title2>Quest Type: </><Assistant_Property2>Anecdotes of the Era</>\n<Assistant_Title2>Quest Description: </>Welcome to Water Lily Town.\n<Assistant_Title2>How to Accept: </>After your Acting level reaches <Assistant_Red>Level 64</>, head to {Location:[Water Lily Town(134,-14)]|3733;-11328;-3242;2;5200052;0} and <Assistant_Red> read the notes </> to accept the quest.\n<Assistant_Title2>Quest Rewards</>: Cognitive Experience, invoices, Adventure Medals, World Adventure Treasure progress
<Assistant_Title1>【What the Harbinger Says】</>\n<Assistant_Title2>Quest Type: </><Assistant_Property2>Era Anecdote</>\n<Assistant_Title2>Quest Description: </>In front of an old house deep in the grape trellis, a man seems to be looking for something... \n<Assistant_Title2>How to Accept: </>After reaching <Assistant_Red>Acting Level 65</>, go to {Location:[金秋湖(373,197)]|27149;9014;1136;2;5200085;0}the location and talk to the <Assistant_Red>man</> to accept the quest. \n<Assistant_Title2>Quest Rewards</>: Cognition EXP, Invoice Receipt, Adventure Medal, World Adventure Treasure Progress	<Assistant_Title1>【What the Harbinger Says】</>\n<Assistant_Title2>Quest Type: </><Assistant_Property2>Era Anecdote</>\n<Assistant_Title2>Quest Description: </>In front of an old house deep in the grape trellis, a man seems to be looking for something... \n<Assistant_Title2>How to Accept: </>After reaching <Assistant_Red>Acting Level 65</>, go to {Location:[Golden Autumn Lake(373,197)]|27149;9014;1136;2;5200085;0}the location and talk to the <Assistant_Red>man</> to accept the quest. \n<Assistant_Title2>Quest Rewards</>: Cognition EXP, Invoice Receipt, Adventure Medal, World Adventure Treasure Progress
<Assistant_Title1>【“星星”】</>\n<Assistant_Title2>描述：</>神眷池时装\n<Assistant_Title2>使用：</>使用后获得“星星”套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>召唤-灵界焕容</>获得	<Assistant_Title1> [\"Star\"] </>\n<Assistant_Title2> Description: </> God's Favor Pool Outfit \n<Assistant_Title2> Use: </> After use, obtain the \"Star\" set; click <Assistant_System> Appearance - Change Outfit </> to view and use. \n<Assistant_Title2> Acquisition: </> Obtained via <Assistant_System> Summon - Spirit World Renewal </>
<Assistant_Title1>【不灭之握】</>\n<Assistant_Title2>描述：</>神眷池饰品\n<Assistant_Title2>使用：</>使用后获得不灭之握，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：在<Assistant_System>美神馈赠商店</>中使用<Assistant_Red>1</>张神眷牌兑换	<Assistant_Title1>【Undying Grasp】</>\n<Assistant_Title2>Description: </>God-favored Pool Accessory\n<Assistant_Title2>Usage: </>After use, you will obtain the Undying Grasp. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it. \n<Assistant_Title2>Acquisition: Exchange using <Assistant_Red>1</> God-favored Card in the <Assistant_System>Goddess's Gift Shop</>
<Assistant_Title1>【不灭华焰】</>\n<Assistant_Title2>描述：</>神眷发型\n<Assistant_Title2>使用：</>使用后获得不灭华焰，可点击<Assistant_System>外观-换装</>查看并使用，也可兑换为<Assistant_Red>2</>张神眷牌。\n<Assistant_Title2>获取：</>通过<Assistant_System>召唤-灵界焕容</>获得，或在<Assistant_System>美神馈赠商店</>中使用<Assistant_Red>2</>张神眷牌兑换	<Assistant_Title1>【Undying Flame】</>\n<Assistant_Title2>Description: </>God-favored Hairstyle\n<Assistant_Title2>Usage: </>After use, you will obtain the Undying Flame. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it, or exchange it for <Assistant_Red>2</> God-favored Cards. \n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Summon - Spirit World Transformation</>, or exchange using <Assistant_Red>2</> God-favored Cards in the <Assistant_System>Goddess's Gift Shop</>
<Assistant_Title1>【今夜琴声温柔】</>\n<Assistant_Title2>任务类型：</><Assistant_Property2>支线</>\n<Assistant_Title2>任务描述：</>受邀回到黑荆棘喝咖啡，却听说老尼尔的人生中，曾有一个淡绿色的春天。\n<Assistant_Title2>领取方式：</>扮演等级达到<Assistant_Red>53级</>后，在任务栏可接取支线任务。\n<Assistant_Title2>任务奖励</>：金纺线、绑定金镑、展台摆件、称号	<Assistant_Title1>【Gentle Piano Music Tonight】</>\n<Assistant_Title2>Quest Type: </><Assistant_Property2>Side Quest</>\n<Assistant_Title2>Quest Description: </>Invited back to Blackthorn to have coffee, only to hear that there was once a pale green spring in Old Neil's life.\n<Assistant_Title2>How to Accept: </>After your Acting level reaches <Assistant_Red>Level 53</>, you can accept this side quest in the quest log.\n<Assistant_Title2>Quest Rewards</>: Gold Thread, Bound Gold Pound, Display Ornament, Title
<Assistant_Title1>【今夜琴声温柔】</>\n<Assistant_Title2>任务类型：</><Assistant_Property2>支线</>\n<Assistant_Title2>任务描述：</>受邀回到黑荆棘喝咖啡，却听说老尼尔的人生中，曾有一个淡绿色的春天。\n<Assistant_Title2>领取方式：</>扮演等级达到<Assistant_Red>53级</>后，在任务栏可接取支线任务。\n<Assistant_Title2>任务奖励</>：金纺线、绑定金镑、展台摆件等	<Assistant_Title1>【Gentle Piano Music Tonight】</>\n<Assistant_Title2>Quest Type: </><Assistant_Property2>Side Quest</>\n<Assistant_Title2>Quest Description: </>Invited back to Blackthorn to have coffee, only to hear that there was once a pale green spring in Old Neil's life.\n<Assistant_Title2>How to Accept: </>After your Acting level reaches <Assistant_Red>Level 53</>, you can accept this side quest in the quest log.\n<Assistant_Title2>Quest Rewards</>: Gold Threads, Bound Gold Pounds, display ornaments, etc.
<Assistant_Title1>【仲夏夜】</>\n<Assistant_Title2>描述：</>商城直售时装\n<Assistant_Title2>使用：</>商城购买后获得仲夏夜套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>商城</>获取	<Assistant_Title1>【Midsummer Night】</>\n<Assistant_Title2>Description: </>Shop Direct-Purchase Outfit\n<Assistant_Title2>Usage: </>Purchase in the shop to obtain the Midsummer Night outfit. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Shop</>
<Assistant_Title1>【伤心】</>\n<Assistant_Title2>描述：</>默认展台表情\n<Assistant_Title2>使用：</>可点击<Assistant_System>外观-展台</>查看并使用。\n<Assistant_Title2>获取：</>默认解锁	<Assistant_Title1>【Sad】</>\n<Assistant_Title2>Description: </>Default display stand expression.\n<Assistant_Title2>Usage: </>You can view and use it by clicking <Assistant_System>Appearance - Display Stand</>.\n<Assistant_Title2>Acquisition: </>Unlocked by default.
<Assistant_Title1>【俱乐部-俱乐部分红】</>\n<Assistant_Title2>系统入口：</><Assistant_System>菜单-俱乐部-福利-分红</>{JumpToUI:[【前往查看】]|1250319}\n<Assistant_Title2>玩法说明：</>每周可领取一次俱乐部分红奖励。\n俱乐部分红奖励受到俱乐部活跃度等级和个人上周在当前俱乐部的活跃影响。\n俱乐部分红奖励将会在每周一8:00刷新，请及时领取奖励。\n<Assistant_Title3>推荐搜索：</>{SendAnswer:[俱乐部]|1400}，{SendAnswer:[俱乐部-俱乐部活跃津贴]|1404}，{SendAnswer:[俱乐部-俱乐部活跃]|1403}	<Assistant_Title1>【Club - Club Dividends】</>\n<Assistant_Title2>System Entry: </><Assistant_System>Menu - Club - Benefits - Dividends</>{JumpToUI:[【View】]|1250319}\n<Assistant_Title2>Gameplay Description: </>You can claim club dividend rewards once a week.\nClub dividend rewards are affected by the club's activity level and your personal activity in the current club last week.\nClub dividend rewards will refresh every Monday at 8:00 AM; please claim your rewards in time.\n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[Club]|1400}, {SendAnswer:[Club - Club Activity Allowance]|1404}, {SendAnswer:[Club - Club Activity]|1403}
<Assistant_Title1>【俱乐部-俱乐部活跃】</>\n<Assistant_Title2>活跃度等级：</>俱乐部活跃度等级由高到低分为\n会务冷清(＜720)\n常规运营（720~2400）\n事务繁荣（＞2400）\n<Assistant_Title2>活跃度来源：</>活跃津贴\n<Assistant_Title2>活跃度说明：</>俱乐部活跃度越高，每周俱乐部分红奖励越高。\n<Assistant_Title2>活跃度消耗：</>俱乐部每日维护将扣除5%的当前活跃度，活跃度连续7日处于会务冷清时，则降低1级议事厅等级。<Assistant_Red>议事厅等级低于1级，俱乐部将自动解散。</>\n<Assistant_Title3>推荐搜索：</>{SendAnswer:[俱乐部]|1400}，{SendAnswer:[俱乐部-俱乐部活跃津贴]|1404}，{SendAnswer:[俱乐部-俱乐部分红]|1405}	<Assistant_Title1>【Club - Club Activity】</>\n<Assistant_Title2>Activity Level:</>Club activity levels are categorized from high to low as:\nQuiet Affairs (<720)\nRoutine Operations (720~2400)\nProsperous Affairs (>2400)\n<Assistant_Title2>Activity Sources:</>Activity Allowance\n<Assistant_Title2>Activity Description:</>The higher the club activity, the higher the weekly club dividend rewards.\n<Assistant_Title2>Activity Consumption:</>Daily club maintenance will deduct 5% of current activity. If activity remains at Quiet Affairs for 7 consecutive days, the Council Hall level will decrease by 1.<Assistant_Red>If the Council Hall level falls below level 1, the club will be automatically disbanded.</>\n<Assistant_Title3>Recommended Searches:</>{SendAnswer:[Club]|1400}, {SendAnswer:[Club - Club Activity Allowance]|1404}, {SendAnswer:[Club - Club Dividends]|1405}
<Assistant_Title1>【俱乐部-俱乐部活跃津贴】</>\n<Assistant_Title2>系统入口：</><Assistant_System>菜单-俱乐部-福利-活跃津贴</>{JumpToUI:[【前往查看】]|1250320}\n<Assistant_Title2>玩法说明：</>完成活跃津贴任务可获得同行纹章、俱乐部活跃和俱乐部资金奖励。\n俱乐部活跃是当前俱乐部成员个人活跃值累加之和，达到对应值可领取额外奖励。\n活跃津贴的奖励将会在每周一8:00刷新，请及时领取奖励。\n<Assistant_Title3>推荐搜索：</>{SendAnswer:[俱乐部]|1400}，{SendAnswer:[俱乐部-俱乐部分红]|1405}，{SendAnswer:[俱乐部-俱乐部活跃]|1403}	<Assistant_Title1>【Club - Club Activity Allowance】</>\n<Assistant_Title2>System Access: </><Assistant_System>Menu - Club - Welfare - Activity Allowance</>{JumpToUI:[【View】]|1250320}\n<Assistant_Title2>Activity Description: </>Complete Activity Allowance quests to earn Companion Emblems, Club Activity, and Club Fund rewards. \nClub Activity is the sum of individual activity points of current club members; reaching corresponding values allows you to claim extra rewards. \nActivity Allowance rewards refresh every Monday at 8:00 AM. Please claim your rewards in time.\n<Assistant_Title3>Recommended Search: </>{SendAnswer:[Club]|1400}, {SendAnswer:[Club - Club Dividends]|1405}, {SendAnswer:[Club - Club Activity]|1403}
<Assistant_Title1>【俱乐部-俱乐部职位】</>\n<Assistant_Title2>会长：</>会长是俱乐部的领袖，拥有最高权限，可代表俱乐部行使各项内部管理和外交权利的处理。\n<Assistant_Title2>副会长：</>副会长是辅助会长的重要职位，拥有仅次于会长的高等权限，可代替会长行使部分内部管理权限和外交权利，由会长任命。\n<Assistant_Title2>理事：</>理事是俱乐部中的管理职位，拥有一定程度的管理权限，由会长任命，最多3位。\n<Assistant_Title2>组长：</>组长是俱乐部活动的核心管理，负责组内会员的任免、联赛组团等玩法活动组织。每个俱乐部下有4个分组，每个分组最多30人，分组内的成员自动获得联赛的参赛资格。\n<Assistant_Title2>俱乐部之星：</>俱乐部之星是俱乐部的门面，负责招募和招待新入会员，由会长任命，最多2位。\n<Assistant_Title2>正式会员：</>正式会员是俱乐部的中坚力量，可以参与公会内的玩法活动。<Assistant_Red>部分活动仅支持正式会员参赛</>。\n<Assistant_Title2>候补会员：</>候补是俱乐部的储备力量，有部分公会玩法无法参与，可继续努力，保持活跃联系管理加入会员。\n<Assistant_Title2>职位调整：</>俱乐部会员可以兼任管理职位、分组职位、俱乐部之星；管理职位包括会长、副会长、理事。\n<Assistant_Title2>权限调整：</>俱乐部会长可以在权限调整界面，调整不同职位的权限分配。\n<Assistant_Title3>推荐搜索：</>{SendAnswer:[俱乐部]|1400}，{SendAnswer:[俱乐部-俱乐部建筑和资金]|1401}，{SendAnswer:[俱乐部-俱乐部活跃]|1403}	<Assistant_Title1>【Club - Club Positions】</>\n<Assistant_Title2>President: </>The President is the leader of the club, holding the highest authority and capable of representing the club in handling all internal management and diplomatic rights. \n<Assistant_Title2>Vice President: </>The Vice President is an important position that supports the President, holding high-level authority second only to the President. They can act on behalf of the President to exercise certain internal management and diplomatic rights, and are appointed by the President. \n<Assistant_Title2>Director: </>A Director is a management position within the club, possessing a certain degree of management authority. They are appointed by the President, with a maximum of 3. \n<Assistant_Title2>Group Leader: </>A Group Leader is the core management for club activities, responsible for the appointment and dismissal of members within the group, organizing league teams, and other gameplay activities. Each club has 4 groups, each with a maximum of 30 members. Members within a group automatically gain eligibility to participate in the league. \n<Assistant_Title2>Club Star: </>The Club Star is the face of the club, responsible for recruiting and welcoming new members. They are appointed by the President, with a maximum of 2. \n<Assistant_Title2>Full Member: </>Full Members are the backbone of the club and can participate in guild gameplay activities. <Assistant_Red>Some activities only support participation by Full Members</>. \n<Assistant_Title2>Probationary Member: </>Probationary members are the reserve force of the club. They cannot participate in some guild gameplay. They can continue to work hard, stay active, and contact management to join as a member. \n<Assistant_Title2>Position Adjustment: </>Club members can concurrently hold management positions, group positions, and the Club Star position; management positions include President, Vice President, and Director. \n<Assistant_Title2>Permission Adjustment: </>The Club President can adjust the permission distribution for different positions in the permission adjustment interface. \n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[Club]|1400}, {SendAnswer:[Club - Club Buildings and Funds]|1401}, {SendAnswer:[Club - Club Activity]|1403}
<Assistant_Title1>【俱乐部-建筑和资金】</>\n<Assistant_Title2>系统入口：</><Assistant_System>菜单-俱乐部-建筑升级</>{JumpToUI:[【前往查看】]|1250318}\n<Assistant_Title2>资金来源：</>俱乐部活跃津贴和俱乐部活动。\n<Assistant_Title2>资金说明：</>可用于俱乐部建筑升级，提升俱乐部实力、福利和规模。\n<Assistant_Title2>俱乐部资金消耗：</>建筑升级需要消耗俱乐部资金，并且需要等待一定时间。每个建筑都有对应的等级提升效果，其他建筑等级不能超过议事厅的等级。\n<Assistant_Title2>建筑升级上限随服务器时间逐步开放</>3级：开服第7天早晨8点后\n4级：开服第14天早晨8点后\n5级：开服第21天早晨8点后\n6级：开服第30天早晨8点后\n7级：开服第45天早晨8点后\n8级：开服第60天早晨8点后 \n<Assistant_Title3>推荐搜索：</>{SendAnswer:[俱乐部]|1400}，{SendAnswer:[俱乐部-俱乐部职位]|1402}，{SendAnswer:[俱乐部-俱乐部活跃]|1403}，{SendAnswer:[俱乐部-俱乐部活跃津贴]|1404}，	<Assistant_Title1>【Club-Buildings and Funds】</>\n<Assistant_Title2>System Entry: </><Assistant_System>Menu-Club-Building Upgrade</>{JumpToUI:[【Go to View】]|1250318}\n<Assistant_Title2>Source of Funds: </>Club Activity Allowance and Club Activities.\n<Assistant_Title2>Fund Description: </>Can be used for Club building upgrades to increase Club strength, benefits, and scale.\n<Assistant_Title2>Club Fund Consumption: </>Building upgrades consume Club funds and require a certain amount of time to complete. Each building has corresponding level-up effects, and other building levels cannot exceed the level of the Council Hall.\n<Assistant_Title2>Building upgrade caps are gradually unlocked based on server time:</>Level 3: After 8 AM on the 7th day of the server launch\nLevel 4: After 8 AM on the 14th day of the server launch\nLevel 5: After 8 AM on the 21st day of the server launch\nLevel 6: After 8 AM on the 30th day of the server launch\nLevel 7: After 8 AM on the 45th day of the server launch\nLevel 8: After 8 AM on the 60th day of the server launch \n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[Club]|1400}, {SendAnswer:[Club-Club Positions]|1402}, {SendAnswer:[Club-Club Activity]|1403}, {SendAnswer:[Club-Club Activity Allowance]|1404},
<Assistant_Title1>【俱乐部乱斗-得分规则】</>\n玩家将根据投影在战场上的表现而累计得分：\n按照存活的排名，前三名投影依次获得<Assistant_Red>60,40,30</>分，\n每有其他投影阵亡，自身投影获得<Assistant_Red>3</>分，\n击杀其他投影获得<Assistant_Red>5</>分。\n玩家需投入<Assistant_Red>8</>名以上的投影以获得奖励。比赛结束后，总分优秀者与对应投影数据突出者将额外获得<Assistant_Property1>称号</>奖励。\n<Assistant_Title3>推荐搜索：</>{SendAnswer:[俱乐部乱斗]|8}，{SendAnswer:[俱乐部乱斗-玩法规则]|9}	<Assistant_Title1>【Club Brawl - Scoring Rules】</>\nPlayers will accumulate scores based on the performance of their projections on the battlefield:\nAccording to the survival ranking, the top three projections receive <Assistant_Red>60, 40, 30</> points respectively. \nFor every other projection that falls, your own projection gains <Assistant_Red>3</> points, \nand killing other projections grants <Assistant_Red>5</> points.\nPlayers must deploy at least <Assistant_Red>8</> projections to be eligible for rewards. After the match, those with excellent total scores and outstanding projection data will receive additional <Assistant_Property1>Title</> rewards.\n<Assistant_Title3>Recommended Search: </>{SendAnswer:[Club Brawl]|8}, {SendAnswer:[Club Brawl-Gameplay Rules]|9}
<Assistant_Title1>【俱乐部乱斗-玩法规则】</>\n开放报名时，玩法将从帮会成员中随机挑选<Assistant_Red>16</>名玩家作为<Assistant_Property1>幻象投影</>供参与者使用。所有的参与者使用的投影种类相同。\n比赛分为多轮，玩家可以挑选投影投入<Assistant_Property1>任意轮次</>参与比赛，已经投入的投影不可<Assistant_Property1>重复使用</>。\n当指定的轮次开战时，该轮次的投影将被召唤并<Assistant_Property1>自动战斗</>，参与者可以前往俱乐部驻地进行<Assistant_Property1>观战</>。\n<Assistant_Title3>推荐搜索：</>{SendAnswer:[俱乐部乱斗]|8}，{SendAnswer:[俱乐部乱斗-得分规则]|10}	<Assistant_Title1>【Club Brawl-Gameplay Rules】</>\nWhen registration is open, the gameplay will randomly select <Assistant_Red>16</> players from the guild members as <Assistant_Property1>Phantom Projections</> for participants to use. All participants use the same type of projection.\nThe competition is divided into multiple rounds. Players can choose a projection to enter into <Assistant_Property1>any round</> to participate in the competition. Projections that have already been entered cannot be <Assistant_Property1>reused</>.\nWhen the designated round begins, the projection for that round will be summoned and <Assistant_Property1>fight automatically</>. Participants can go to the Club Base to <Assistant_Property1>watch the battle</>.\n<Assistant_Title3>Recommended Search: </>{SendAnswer:[Club Brawl]|8}, {SendAnswer:[Club Brawl-Scoring Rules]|10}
<Assistant_Title1>【俱乐部群发邮件】</>\n<Assistant_Title2>说明：</>拥有<Assistant_Red>权限</>的俱乐部成员可以点击<Assistant_System>俱乐部-成员列表-群发邮件</>向所有俱乐部成员发送邮件	<Assistant_Title1>【Club Mass Mail】</>\n<Assistant_Title2>Instructions: </>Club members with <Assistant_Red>permissions</> can click <Assistant_System>Club - Member List - Mass Mail</> to send mail to all club members.
<Assistant_Title1>【值夜典袍】</>\n<Assistant_Title2>描述：</>剧情奖励时装\n<Assistant_Title2>使用：</>使用后获得值夜典袍套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过剧情获取	<Assistant_Title1>【Nighthawk Ceremonial Robe】</>\n<Assistant_Title2>Description: </>Story reward outfit\n<Assistant_Title2>Use: </>Use to obtain the Nighthawk Ceremonial Robe set. You can view and equip it by clicking <Assistant_System>Appearance - Dress Up</>.\n<Assistant_Title2>Acquisition: </>Obtained via story
<Assistant_Title1>【先祖铠甲】</>\n<Assistant_Title2>描述：</>副本掉落时装\n<Assistant_Title2>使用：</>使用后获得先祖铠甲套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>副本-五月庄园·花园</>获取	<Assistant_Title1>【Ancestor Armor】</>\n<Assistant_Title2>Description: </>Dungeon Drop Outfit\n<Assistant_Title2>Usage: </>After use, you will obtain the Ancestor Armor set. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it. \n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Dungeon - May Manor · Garden</>
<Assistant_Title1>【光暗双生】</>\n<Assistant_Title2>描述：</>商城直售时装\n<Assistant_Title2>使用：</>商城购买后获得光暗双生套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>商城</>获取	<Assistant_Title1>【Light and Dark Twins】</>\n<Assistant_Title2>Description: </>Store Direct-Purchase Fashion\n<Assistant_Title2>Usage: </>After purchasing in the store, you will obtain the Light and Dark Twins set. You can click <Assistant_System>Appearance - Dress Up</> to view and use it. \n<Assistant_Title2>Obtain: </>Obtained via <Assistant_System>Store</>
<Assistant_Title1>【内搭】</>\n<Assistant_Title2>描述：</>默认时装\n<Assistant_Title2>使用：</>可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>默认解锁	<Assistant_Title1>【Inner Wear】</>\n<Assistant_Title2>Description: </>Default outfit.\n<Assistant_Title2>Usage: </>You can view and equip it by clicking <Assistant_System>Appearance - Outfits</>.\n<Assistant_Title2>Acquisition: </>Unlocked by default.
<Assistant_Title1>【初晓】</>\n<Assistant_Title2>描述：</>默认展台场景\n<Assistant_Title2>使用：</>可点击<Assistant_System>外观-展台</>查看并使用。\n<Assistant_Title2>获取：</>默认解锁	<Assistant_Title1>【First Dawn】</>\n<Assistant_Title2>Description: </>Default display stand scene\n<Assistant_Title2>Usage: </>You can click <Assistant_System>Appearance - Display Stand</> to view and use it.\n<Assistant_Title2>Acquisition: </>Unlocked by default.
<Assistant_Title1>【初晴日】</>\n<Assistant_Title2>描述：</>七日任务最终奖励时装\n<Assistant_Title2>使用：</>使用后获得初晴日套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>七日任务</>获取	<Assistant_Title1> [First Clear Day] </>\n<Assistant_Title2> Description: </> Final reward outfit for the seven-day quest \n<Assistant_Title2> Use: </> After use, obtain the First Clear Day set; click <Assistant_System> Appearance - Change Outfit </> to view and use. \n<Assistant_Title2> Acquisition: </> Obtained via <Assistant_System> Seven-Day Quest </>
<Assistant_Title1>【初誓】</>\n<Assistant_Title2>描述：</>创角发型\n<Assistant_Title2>使用：</>创角后获得初誓，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>创角时可选择获取一款发型，剩余发型后续可通过<Assistant_System>商城</>获取	<Assistant_Title1>【First Vow】</>\n<Assistant_Title2>Description: </>Character creation hairstyle.\n<Assistant_Title2>Usage: </>Obtain First Vow after character creation. You can view and equip it by clicking <Assistant_System>Appearance - Outfits</>.\n<Assistant_Title2>Acquisition: </>Choose one hairstyle during character creation; remaining hairstyles can be obtained later via <Assistant_System>Shop</>.
<Assistant_Title1>【剧情模式】</>\n<Assistant_Title2>系统设置：</>菜单-设置-视角-剧情模式{JumpToUI:[【前往查看】]|1302534}\n<Assistant_Title2>系统介绍：</>剧情模式开启后，在剧情位面中，镜头会被拉近为剧情镜头视角，以提升剧情沉浸感。可在屏幕左侧下方拍照按钮下点击开关手动开启/关闭，也可在<Highlight>设置-视角-剧情模式-动态开启剧情模式</>中永久关闭，关闭后再次进入剧情位面将不再开启剧情模式（部分战斗场景除外）。\n<Assistant_Title3>推荐搜索：</>{SendAnswer:[剧情模式下外观隐藏]|1324}	<Assistant_Title1>【Story Mode】</>\n<Assistant_Title2> System Settings: </>Menu-Settings-Camera-Story Mode{JumpToUI:[【Go to View】]|1302534}\n<Assistant_Title2> System Introduction: </>After Story Mode is enabled, the camera will zoom in to a cinematic perspective within story instances to enhance immersion. You can manually toggle it on/off by clicking the switch under the camera button on the bottom left of the screen, or permanently disable it in <Highlight>Settings-Camera-Story Mode-Enable Story Mode Dynamically</>. Once disabled, Story Mode will not activate when entering story instances again (except for some combat scenes).\n<Assistant_Title3> Recommended Searches: </>{SendAnswer:[Hiding Appearance in Story Mode]|1324}
<Assistant_Title1>【剧情模式下外观隐藏】</>\n<Assistant_Title2>系统设置：</>菜单-设置-视角-剧情模式{JumpToUI:[【前往查看】]|1302534}\n<Assistant_Title2>系统介绍：</>剧情模式下可以隐藏部分大型外观：翅膀、环身、肩饰。可在<Highlight>设置-视角-剧情模式-剧情模式下大型外观显示</>中设置开启和关闭\n<Assistant_Title3>推荐搜索：</>{SendAnswer:[剧情模式]|1323}	<Assistant_Title1>【Hide Appearance in Story Mode】</>\n<Assistant_Title2>System Settings: </>Menu - Settings - View - Story Mode{JumpToUI:[【Go to View】]|1302534}\n<Assistant_Title2>System Introduction: </>In Story Mode, you can hide certain large-scale appearances: wings, body rings, and shoulder ornaments. You can set this to enable or disable in <Highlight>Settings - View - Story Mode - Display Large Appearances in Story Mode</>.\n<Assistant_Title3>Recommended Searches: </>{SendAnswer:[Story Mode]|1323}
<Assistant_Title1>【午后咖啡】</>\n<Assistant_Title2>描述：</>玩法奖励时装\n<Assistant_Title2>使用：</>使用后获得午后咖啡套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>玩法-誓约</>获取	<Assistant_Title1>【Afternoon Coffee】</>\n<Assistant_Title2>Description:</>Gameplay Reward Outfit\n<Assistant_Title2>Use:</>After use, obtain the Afternoon Coffee set; you can click <Assistant_System>Appearance-Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition:</>Obtained via <Assistant_System>Gameplay-Covenant</>
