Reborn, reborn once more.\r\nNineteen times, he/she has already died in dreams nineteen times.\r\n<P_Red>This time,</> is his/her twentieth Nightmare.\r\nHe/she opens the Antigonus Notebook, which should not have appeared here.\r\nThen, dies from the loss of control caused by the power of the notebook.\r\nReborn, reborn once more.\r\nThis time, it is his/her twenty-first Nightmare.	Возродиться, возродиться еще раз.\r\nДевятнадцать раз он/она уже девятнадцать раз умирал во сне.\r\n<P_Red>На этот раз </> — его/ее двадцатый кошмар.\r\nОн/она открывает блокнот Антигона, которого здесь не должно было быть.\r\nЗатем умирает от потери управления, вызванной мощностью ноутбука.\r\nВозродиться, возродиться еще раз.\r\nНа этот раз это его/ее двадцать первый Кошмар.
Admiral of Blood's Scarlet	Адмирал Алой Крови
Such an obvious trap, do you think I can't see it?	Такая очевидная ловушка, думаешь, я ее не вижу?
Leonard & Dunn	Леонард и Данн
Remaining password settings today: <HighLight>2</>	Оставшиеся настройки пароля на сегодня: <HighLight>2</>
Shen Zhiwei — Lv 62 | Spectator | 20 m | Inspect	Шэнь Живэй — 62 ур. | Зритель | 8e м | Осмотреть
Insta-killed <img id="#032" width="28" height="28" valign="0.5"/>	Инста-убит <img id="#032" width="28" height="28" valign="0.5"/>
Later, in order to become a God, he briefly jumped to the adjacent 'Mystery Pryer' pathway, becoming the Sequence 1 'Knowledge Emperor'.	Позже, чтобы стать Богом, он ненадолго прыгнул на соседний путь «Таинственного Прайера», став «Императором Знаний» Последовательности 1.
Replace Content	Заменить контент
Remember this decisiveness; there is no time to make a second decision on the battlefield.	Помните эту решительность; на поле боя нет времени принимать второе решение.
Invitation Status	Статус приглашения
Madam, are you interested in buying a bouquet of flowers?	Госпожа, вы заинтересованы в покупке букета цветов?
The famous blade exploded.	Знаменитый клинок взорвался.
Come on, ah!	Давай, ах!
Not enough damage output.	Недостаточный урон.
20 days	20 дней
While I can still recognize your face... do it...	Пока я еще могу узнать твое лицо... сделай это...
Come to Jasmine Tea to get a loli and a shota.	Приходите в Jasmine Tea за лоли и шотой.
Opens in 12 hours	Откроется через 12 часов
Current team: <TeamNum>1</>/6	Текущая команда: <TeamNum>1</>/6.
Ya Ren-3	Я Рен-3
9.999 million	9,999 миллиона
Go away, Bacon! If you eat everything, how are we supposed to have our picnic?	Уходи, Бэкон! Если ты ешь все подряд, как нам устроить пикник?
Sneak attack you	Скрытно напасть на тебя
Player Player Player	Игрок Игрок Игрок
Nostalgic	Ностальгический
Stress	Стресс
Beyonder ability text Beyonder ability text Beyonder ability text Beyonder ability text Beyonder ability text Beyonder ability text Beyonder ability text Beyonder ability text Beyonder ability text Beyonder ability text Beyonder ability text Beyonder ability text	Текст о способности Beyond Текст о способности Beyond Текст о способности Beyond Текст о способности Beyond Текст о способности Beyond Текст способности Beyond Текст способности Beyond Текст способности Beyond Текст способности Beyond Текст способности Beyond Текст способности Beyond Текст способности Beyond Текст способности Beyond Текст способности Beyond Текст способности Beyond Текст способности Beyond Текст способности Beyond Текст способности Beyond Текст способности Beyond
Member Acting	Член Действующий
<Highlight>Three or more</> consecutive pairs (excluding 2 and the two Jokers)	<Highlight>Три или более</> последовательные пары (исключая 2 и два джокера)
<Highlight>Text up to seventy-five characters</> text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text	Текст текст текст текст текст
Click the <HIGHLIGHT>Skill icon</> to trigger the character click the <HIGHLIGHT>Skill icon</> to trigger the character	Нажмите значок <HIGHLIGHT>Skill</>, чтобы активировать персонажа. Нажмите значок <HIGHLIGHT>Skill.</>, чтобы активировать персонажа.
Club taking in babies whose leaders ran away, no hard requirements	Клуб принимает детей, лидеры которых сбежали, без жестких требований
[Crimson Test] Confidentiality Agreement	[Багровый тест] Соглашение о конфиденциальности
Armor Break +100, Ignore +50	Пробитие брони +100, Игнорирование +50
……Better hurry and find Mrs. Accountant.	……Лучше поторопитесь и найдите миссис Бухгалтер.
<P_Heart>(Radio static)</> Don't forget to hit the red part!	<P_Heart>(Радиостатика)</> Не забудьте нажать на красную часть!
Association Level 3	Уровень ассоциации 3
Participate in <Hightlight_2>any</> Dungeon gameplay	Примите участие в игровом процессе <Hightlight_2>any</> Dungeon.
Other Covenant Player Name	Другое имя игрока Ковенанта
Vidone Realm Armor	Броня Царства Видоне
10 points	10 баллов
The believers	Верующие
Divine Placeholder	[Заглушка]
This is unfair! They have a natural advantage!	Это несправедливо! У них есть естественное преимущество!
Rewards distributed based on total outfit rating on Friday at 12:00	Награды распределяются в зависимости от общего рейтинга экипировки в пятницу в 12:00.
Marionette Name Marionette Name	Имя марионетки Имя марионетки
Moretti Family (I)	Семья Моретти (I)
256m	256 м
Kid, don't touch the middle row of the 26-key keyboard.	Парень, не трогай средний ряд 26-клавишной клавиатуры.
Ready? Then let the gambling begin.	Готовый? Тогда позвольте азартным играм начаться.
Wear Comparison	Сравнение износа
Room Name:	Название комнаты:
Murder! Murder!	Убийство! Убийство!
Fool joins North of the Gray Fog, this meow will give one meow ∽	Шут присоединяется к Северу Серого Тумана, это мяу даст одно мяу ∽
This time it's correct.	На этот раз все правильно.
Just now, did you use Invincibility twice	Только что ты дважды использовал Непобедимость?
Amelia Fuller	Амелия Фуллер
Unlocks on January 29	Откроется 29 января.
Reward:	Награда:
Just you wait.	Просто подожди.
Total weight required for commission: 1880	Общий вес, необходимый для комиссии: 1880 г.
The God of Knowledge and Wisdom's bewitchment	Колдовство Бога Знаний и Мудрости
Make some room for you guys.	Освободите место для вас, ребята.
You guys are the ones who got lost from our group, come back quickly	Ребята, это вы потерялись из нашей группы, возвращайтесь быстрее.
Find an active Covenant.	Найдите активный Ковенант.
Mechanism Mechanism Mechanism Mechanism	Механизм Механизм Механизм Механизм
Theoretically, that 8.5 is also dungeon gear.	Теоретически, 8.5 — это тоже снаряжение для подземелий.
Tier IV	Уровень IV
NPC hint text hint text hint text hint text hint text	NPC Текст подсказки Текст подсказки Текст подсказки Текст подсказки Текст подсказки
The Loen Roselle Drama Festival is about to begin. The Loen Roselle Drama Festival is about to begin. The Loen Roselle Drama Festival is about to begin. The Loen Roselle Drama Festival is about to begin. The Loen Roselle Drama Festival is about to begin. The Loen Roselle Drama Festival is about to begin. The Loen Roselle Drama Festival is about to begin. The Loen Roselle Drama Festival is about to begin. The Loen Roselle Drama Festival is about to begin. The Loen Roselle Drama Festival is about to begin. The Loen Roselle Drama Festival is about to begin. The Loen Roselle Drama Festival is about to begin. The Loen Roselle Drama Festival is about to begin. The Loen Roselle Drama Festival is about to begin. The Loen Roselle Drama Festival is about to begin. The Loen Roselle Drama Festival is about to begin.	Фестиваль драмы Лоэн Розель вот-вот начнется. Фестиваль драмы Лоэн Розель вот-вот начнется. Фестиваль драмы Лоэн Розель вот-вот начнется. Фестиваль драмы Лоэн Розель вот-вот начнется. Фестиваль драмы Лоэн Розель вот-вот начнется. Фестиваль драмы Лоэн Розель вот-вот начнется. Фестиваль драмы Лоэн Розель вот-вот начнется. Фестиваль драмы Лоэн Розель вот-вот начнется. Фестиваль драмы Лоэн Розель вот-вот начнется. Фестиваль драмы Лоэн Розель вот-вот начнется. Фестиваль драмы Лоэн Розель вот-вот начнется. Фестиваль драмы Лоэн Розель вот-вот начнется. Фестиваль драмы Лоэн Розель вот-вот начнется. Фестиваль драмы Лоэн Розель вот-вот начнется. Фестиваль драмы Лоэн Розель вот-вот начнется. Фестиваль драмы Лоэн Розель вот-вот начнется.
<Chat_Name>Super Invincible Seer</> is currently performing a Weaving Ritual at Central Plaza, hurry over to assist! [Click to go]<Chat_Name>Super Invincible Seer</> is currently performing a Weaving Ritual at Central Plaza, hurry over to assist! [Click to go]	<Chat_Name>Супернепобедимый провидец</> в настоящее время проводит ритуал плетения на Центральной площади, поспешите на помощь! [Нажмите, чтобы перейти]<Chat_Name>Супернепобедимый провидец</> в настоящее время проводит ритуал плетения на Центральной площади, поспешите на помощь! [Нажмите, чтобы пойти]
Is anyone there? Is anyone there?	Есть кто-нибудь здесь? Есть кто-нибудь здесь?
{{PlayerName}}, come here to me.	{{PlayerName}}, иди сюда, ко мне.
Sequence Introduction	Введение в последовательность
Looks like it can be used.	Похоже, его можно использовать.
Purchase <HighLight_Yellow>any gift pack</> to also claim the first-purchase gift	Купите подарочный набор <HighLight_Yellow>any</>, чтобы также получить подарок за первую покупку.
Dungeon Name Seven Characters	Название подземелья: семь персонажей
Quest name detailed description	Подробное описание названия квеста
Skill Name Several Characters	Умение Назовите несколько персонажей
Remaining saves today: 5	Осталось сохранений на сегодня: 5
HI Mom	Привет, мама
Silk Thread	Шелковая Нить
Challenge · Amon Avatar	Испытание · Аватар Амона
Click to modify the order; you can adjust it again after forming the team	Нажмите, чтобы изменить заказ; вы можете настроить его снова после формирования команды
You think this is a church? This is the beginning of a new world.	Вы думаете, это церковь? Это начало нового мира.
1st-3rd Place	1-3 место
Ordinary merchant ship	Обычное торговое судно
One Two Three Four Five	Один Два Три Четыре Пять
When the Dungeon boss reward count reaches 0, you will automatically receive this Quest. Upon completion, you can obtain additional rewards. \n This Quest resets every Monday at 8 AM.	Когда количество наград за босса подземелья достигнет 0, вы автоматически получите этот квест. По завершении вы сможете получить дополнительные награды. \n Этот квест сбрасывается каждый понедельник в 8 утра.
On a stormy night, Duke Affen was assassinated, and five heirs gathered at the castle. A mysterious mistress appeared, searching for the Goddess statue. On a stormy night, Duke Affen was assassinated, and five heirs gathered at the castle. When the bell struck the eighth time, the assassin hid in the shadows, and the statue's curse quietly awakened....	В бурную ночь герцог Аффен был убит, а в замке собрались пятеро наследников. Появилась таинственная хозяйка, ищущая статую Богини. В бурную ночь герцог Аффен был убит, а в замке собрались пятеро наследников. Когда колокол пробил восьмой раз, убийца скрылся в тени, и проклятие статуи тихо пробудилось....
Whose Requiem is super, super low? I need to do a Quest.	Чей Реквием супер-супернизкий? Мне нужно выполнить квест.
Washroom? Didn't go back to old Victor's place?	Туалет? Не вернулся к старику Виктору?
Foreign Friend  —  Lv 62 | Apprentice | 2 m | Inspect	Иностранный друг — 62 ур. | Ученик | 8 м | Осмотреть
Remaining Wish attempts this week 0/2	Оставшиеся попытки Желания на этой неделе 0/2
A terrible landlord who doesn't return the deposit.	Ужасный арендодатель, который не возвращает залог.
Time until start: <Time>25 minutes</>	Время до начала: <Time>25 минут</>
The name of the homestead can be up to ten characters	Название усадьбы может содержать до десяти символов.
Script animation blend	Сценарная анимационная смесь
Weight: 123/2000	Вес: 123/2000 г.
【@Feng Xiao Yin】It really is, swapped Eye of Mystery for Refraction and still dropped a few hundred	【@Фэн Сяо Инь】Это правда, поменял Таинственный Глаз на Преломление и все равно выпало несколько сотен
The buildings and streets seen just now were all created by the 'Knowledge Emperor' crown's 'Knowledge Materialization' ability.	Здания и улицы, которые вы только что видели, были созданы способностью короны «Императора Знаний» «Материализация Знаний».
We must assist him; this is the 'Professor's' order.	Мы должны помочь ему; это приказ «Профессора».
Right, I forgot one more thing.	Точно, я забыл еще одну вещь.
1.23 million	1,23 миллиона
But today, we are going to take it back!	Но сегодня мы вернем его!
Will be upgraded to red Equipment	Будет повышен до красного оборудования.
Miss Audrey Hall	Мисс Одри Холл
Stand Still	Стоять на месте
Text text text text text	Текст текст текст текст текст
Seven-character item name	Имя элемента из семи символов
Personal Beyonder rewards are distributed according to the ranking tier, settled once a week. They will be sent to your mailbox after the update on the settlement day. Please check your mail.	Персональные награды Потусторонний распределяются в соответствии с ранговым уровнем, определяемым раз в неделю. Они будут отправлены на ваш почтовый ящик после обновления в расчетный день. Пожалуйста, проверьте свою почту.
Text quantity text quantity text quantity text quantity text quantity text quantity text quantity text quantity text quantity text quantity text quantity text quantity text quantity text quantity text quantity text quantity text quantity text quantity text quantity text	Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество Текстовое количество
Remaining Attempts: 15	Осталось попыток: 15
No Sunlight — Lv 62 | Apprentice | 2 m | Inspect	Нет солнечного света — 62 ур. | Ученик | 8 м | Осмотреть
<P_Heart>(So the underground market was hidden behind a secret door...)</>	<P_Heart>(Значит подземный рынок был спрятан за потайной дверью...)</>
Don't move	Не двигаться
Clockwise means affirmation; there is danger in the warehouse!	По часовой стрелке означает утверждение; на складе опасность!
Team:	Команда:
Flag has been transferred to sub-line 2, click the bottom right to Switch sub-lines	Флаг перенесен в подстроку 2. Нажмите в правом нижнем углу, чтобы переключить подстроку.
Minimum character level for the Chat +1 feature, 0 = no limit	Минимальный уровень персонажа для функции «Чат +1», 0 = без ограничений.
Click to view the other party's oath	Нажмите, чтобы просмотреть клятву другой стороны
Can obtain 20 <Highlight> Blue Mountain Crystal </>, 30 <Highlight> Gear Sealing Wax - Competition </>	Можно получить 20 <Highlight> Голубой горный кристалл </>, 30 <Highlight> Герметизирующий воск для шестерен — Соревнование </>
It looks like the owner is someone from the Small Town...	Похоже, владелец - кто-то из Маленького Городка...
Accessory Restrictions	Ограничения на аксессуары
Use Item Six Characters	Используйте символы шестого пункта
Club\nPresident	Клуб\nПрезидент
<P_Heart>(Chattering)</> That's right! / Well said! / I believe in you!	<P_Heart>(Болтовня)</> Верно! / Хорошо сказано! / Я верю в тебя!
Leave it to me, I will lead everyone.	Предоставьте это мне, я поведу всех.
<Gift>Corrupted Traveler:</> Sent <Gift>Rose</> to John Smorey to boost <Gift>500 points!</>	<Gift>Оскверненный путешественник:</> Отправил <Gift>Rose</> Джону Смори, чтобы повысить <Gift>500 очков!</>
Einhart-1	Эйнхарт-1
The Fool's Scripture	Писание дурака
I don't know if Captain Frye has encountered any danger... I hope he can be smooth.	Я не знаю, столкнулся ли капитан Фрай с какой-либо опасностью... Надеюсь, он справится.
Allow Placeholder Residency	[Заглушка]
Specific content description text, content description text content description text	Текст описания конкретного контента, текст описания контента, текст описания контента
Can obtain 10 <Highlight> Pure Beyonder material </>, 30 <Highlight> Gear Sealing Wax - Adventure </>	Можно получить 10 <Highlight> Pure Потусторонний Material </>, 30 <Highlight> Герметизирующий воск для шестерен — Приключение </>
Lawis·Lawis	Ловис·Ловис
Rematch · Viscountess	Матч-реванш · Виконтесса
When receiving <img id="01" width="36" height="36"/> attack or attacking, stack when receiving attack or at maximum, stack when receiving attack or attacking, <HighLight>stack</> when at maximum, stack when receiving attack or attacking, <HighLight>stack</>	При получении атаки или атаки <img id="01" width="36" height="36"/>, стакается при получении атаки или на максимуме, стакается при получении атаки или атаки, <HighLight>stack</> при максимуме, стакается при получении атаки или атаки, <HighLight>stack</>
Family group photo	Семейное групповое фото
Write recruitment Write recruitment	Написать набор Написать набор
Drag the arrow to control the wind direction	Перетащите стрелку, чтобы контролировать направление ветра
Murder! Murder!	Убийство! Убийство!
Can discover corruption on others through spirit vision, can discover corruption on others through spirit vision, can	Может обнаружить порчу у других посредством духовного видения, может обнаружить порчу у других посредством духовного видения, может
Super Arrow Tower	Башня Супер Стрел
【Placeholder text placeholder text】	[Заглушка]
Where did Rozanne say the Armory was... go right after going down the stairs?	Куда, по словам Розанны, должна была идти Оружейная палата... сразу после спуска по лестнице?
Your face is red after hitting May Manor, is it love?	Твое лицо покраснело после удара по Мэй-Мэнор, это любовь?
Pending assignment	Ожидает назначения
This accessory is already equipped by <SkipVehicle>Vintage Car</>	Этот аксессуар уже оснащен <SkipVehicle>Vintage Car</>.
Permanent Room: <Popup_NotOpen>Not Open</>	Постоянная комната: <Popup_NotOpen>Не открывать</>
I haven't changed equipment, wait a second.	Я не менял оборудование, подождите секунду.
Fool enters North of the Gray Fog Club to gift a Jiangnan cat-girl, young lady Jiangnan doesn't rain and will also meow meow! Join the vice-president South of the Gray Fog and you can also listen to A-Liang's 'Liang' is the 'Liang' of kindness, the president calls you small fry.	Шут приходит к северу от Клуба Серого Тумана, чтобы подарить девочку-кошку Цзяннань, юная леди Цзяннань не идет дождь и тоже будет мяукать-мяу! Присоединяйтесь к вице-президенту «Юг Серого Тумана», и вы также сможете послушать песню А-Ляна «Лян» — это «Лян» доброты, президент называет вас мелкой сошкой.
Refund refund refund refund refund refund.	Возврат, возврат, возврат, возврат, возврат, возврат.
The following data will affect the transaction between both parties	Следующие данные повлияют на транзакцию между обеими сторонами
Super flat ground...	Супер ровная площадка...
The reporter Tony? The landlord Mr. Franchi? Go ask them.	Репортер Тони? Хозяин, мистер Франки? Иди спроси их.
Digestion Complete	Пищеварение завершено
My Shelves	Мои полки
Text text text text text text text text text text text text text text text text text text text text text text text text text text<Mark id="#159">text text</>text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text<highlight>text text</>text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text<Mark id="#157">text text</>text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text text	Текст текст текст текст текст
Who has seen my child? Wuu... my child, where have you gone?	Кто видел моего ребенка? Ууу... дитя мое, куда ты пропал?
Take a Seat	Садитесь
Teleport Cooldown:	Время восстановления телепорта:
Dungeon Name Six Characters	Название подземелья Шесть персонажей
Basic text description 999\r\nBasic text description, such as Damage Increased, Beyonder base damage increased, etc. Basic text description, such as Damage Increased, Beyonder base damage increased, etc. Basic text description, such as Damage Increased, Beyonder base dam	Базовое текстовое описание 999\r\nБазовое текстовое описание, такое как увеличение урона, увеличение базового урона Потусторонний и т. д. Базовое текстовое описание, например увеличение урона, увеличение базового урона Потусторонний и т. д. Базовое текстовое описание, например увеличение урона, базовая плотина Потусторонний.
Deification Successful	Обожение прошло успешно
Alchemy level increased to <HighLight>15</>. Sequence number increased from Sequence 9 to Sequence 8 (<HighLight>12</>/15)	Уровень алхимии повышен до <HighLight>15</>. Номер последовательности увеличен с последовательности 9 до последовательности 8 (<HighLight>12</>/15).
Player Name Seven	Имя игрока семь
Cooperative recruitment declaration placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text	[Заглушка]
Supported	Поддерживается
Final Damage Increase	Окончательное увеличение урона
Auction in progress	Аукцион в процессе
     The peak Demigod faces the void's scorching heat.. Only the name of the Family is the final Anchor. The peak Demigod faces the void's scorching heat.. Only the name of the Family is the final Anchor  	Вершинный Полубог сталкивается с палящим жаром пустоты. Только имя Семьи является последним Якорем. Вершинный Полубог сталкивается с палящим жаром пустоты. Только имя Семьи является последним Якорем.
Placeholder Text Manor	[Заглушка]
Rematch Chest: Astrolabe User	Сундук-реванш: Пользователь Астролябии
The singing is getting clearer, the church is very close!	Пение становится все отчетливее, церковь совсем близко!
Actually got one-shot without paying attention.	На самом деле получил один выстрел, не обратив внимания.
The drunkard doesn't drink alcohol.	Пьяница не пьет алкоголь.
Cannot be equipped after 2025/10/25	Невозможно экипировать после 25.10.2025.
Squad name seven characters	Название отряда семь символов
Battlefield Rewards	Награды на поле боя
Does this thing actually work?	Эта штука действительно работает?
The location of the next hidden space is...	Местоположение следующего скрытого места...
Grant Club Hero	Грант Клуб Герой
Unrivaled	Непревзойденный
0% handling fee deducted	0% комиссии за обработку вычтено
Knowledge... has opened a new era.	Знания... открыли новую эру.
With placeholder text placeholder	[Заглушка]
Season 3	3 сезон
Estimated 00:00	Расчетное время 00:00
Mail Subject	Тема письма
Rewards for challenging Ancestor Armor again; you can obtain corresponding Equipment, Beyonder material, and marionette fragment rewards.	Награды за повторный вызов Брони предков; вы можете получить соответствующее оборудование, материалы Потусторонний и фрагменты марионеток.
Kill Galius	Убить Галиуса
Black screen fade-out	Исчезновение черного экрана
End-of-Term Hunt weekly limit: <Highlight>234</>/1000	Недельный лимит охоты на конец срока: <Highlight>234</>/1000.
Automatically exit in 10 seconds	Автоматический выход через 10 секунд
Already applied.	Уже подал заявку.
Do you speak Chinese?	Вы говорите по-китайски?
Swindler Under the Bridge	Мошенник под мостом
Find the dancer who is dancing incorrectly, defeat her, and then dance.	Найдите танцовщицу, которая танцует неправильно, победите ее и танцуйте.
24 days 11 hours 06 minutes 06 seconds	24 дня 11 часов 06 минут 06 секунд
Story Start (Max 10 chars)	Начало истории (максимум 10 символов)
Don't want to show you	Не хочу показывать тебе
Average Height 172cm	Средний рост 172см
June 28, 1349 01:56	28 июня 1349 01:56
Let's go for one last push, brothers!	Давайте сделаем последний рывок, братья!
Open 10:00–02:00	Открыто 10:00–02:00
Lord of Mysteries theme song	Музыкальная тема «Повелитель тайн»
<Team_Target>[Battle Room]</> Battle room 33, just see if you come or not, if you don't come, I'm begging you	<Team_Target>[Боевая комната]</> Боевая комната 33, просто посмотри, придешь ты или нет, если не придешь, я тебя умоляю
Estimated wait:	Примерное ожидание:
Oh no, can't let them catch up!	О нет, нельзя позволить им догнать!
Ya Ren-2	Я Рен-2
Come on.	Ну давай же.
Danger! Must deal with the monster in front first!	Опасность! Сначала нужно разобраться с монстром впереди!
AnimBlur (SDF fonts only)	AnimBlur (только шрифты SDF)
Forget it, not dreaming anymore.	Забудь об этом, больше не мечтай.
It's me again, hee hee.	Это снова я, хи-хи.
There is one thing that must be said in secret.	Есть одна вещь, которую следует сказать по секрету.
Calmness is the only weapon of a Spectator.	Спокойствие – единственное оружие Зрителя.
Sometimes I pop up too.	Иногда я тоже всплываю.
Bring PvE gear directly to the manor battle.	Принесите PvE-снаряжение прямо в битву в усадьбе.
Rumor: The Coastline Restaurant is a bit lively. Should we go check it out?	Слух: Ресторан Coastline немного оживленный. Должны ли мы пойти проверить это?
Performance Composition	Композиция исполнения
Please, you can't...	Пожалуйста, ты не можешь...
The world has experienced chaos, the world has experienced chaos, the world has experienced chaos, the world has experienced chaos, the world has experienced chaos, the world has experienced chaos, the world has experienced chaos, the world has experienced chaos, the world has experienced chaos, the world has experienced chaos	Мир испытал хаос, мир испытал хаос, мир испытал хаос, мир испытал хаос, мир испытал хаос, мир испытал хаос, мир испытал хаос, мир испытал хаос, мир испытал хаос, мир испытал хаос
Danger nearby, danger nearby...	Опасность рядом, опасность рядом...
Remaining stops in this area:	Остальные остановки в этом районе:
Damn, you guys are so perverted.	Блин, ребята, вы такие извращенцы.
This damage.	Это повреждение.
Book of June  —  Lv 62 | Spectator | 2 m | Inspect	Книга июня — 62 ур. | Зритель | 8 м | Осмотреть
That's enough out of you.	Хватит с тебя.
Two characters	Два персонажа
Family personal declaration family personal declaration family personal declaration family personal declaration family personal declaration family personal declaration family personal family personal declaration family personal declaration family personal	Семейное личное заявление Семейное личное заявление Семейное личное Декларация семейное личное Декларация семейное личное Декларация семейное личное Декларация семейное личное Декларация семейное личное Декларация семейное личное Декларация семейное личное Декларация семейное личное Декларация семейное личное Декларация семейное личное
Details never lie; you just need to learn how to listen.	Детали никогда не лгут; вам просто нужно научиться слушать.
Amaterasu	Аматэрасу
Gain <Highlight>4</> seconds of <img id="04" width="36" height="36"/> DEF <Highlight>400</>, and increase the ATK of allied pieces within one tile by <Highlight>60</>.\r\n<img id="04" width="36" height="36"/><Attribute>DEF</>: <Highlight>400/480/560</>\r\n<img id="03" width="36" height="36"/><Attribute>ATK: 60=</> (<Highlight>20%</>/40%/60%) <Attribute>* Susie's current ATK</>	Получите <Highlight>4</> секунд <img id="04" width="36" height="36"/> DEF <Highlight>400</> и увеличьте АТК союзных фигур в пределах одной клетки на <Highlight>60</>.\r\n<img id="04" width="36" height="36"/><Attribute>DEF</>: <Highlight>400/480/560</>\r\n<img id="03" width="36" height="36"/><Attribute>ATK: 60=</> (<Highlight>20%</>/40%/60%) <Attribute>* Текущий ATK</> Сьюзи
Title Five Characters	Название Пять персонажей
Due to a sudden blizzard in the Loen Kingdom, the demand for cotton clothes has surged, and the price of <Brown>Muscovy Duck</> has risen by <Brown>72%</>	Из-за внезапной метели в Королевстве Лоен спрос на хлопчатобумажную одежду резко возрос, а цена на <Brown>Muscovy Duck</> выросла на <Brown>72%</>.
<P_Heart>(lowering his voice)</> Shall I show you the real thing?	<P_Heart> (понижая голос) </> Могу ли я показать тебе настоящую вещь?
Ripple is shady.	Ripple — это подозрительно.
Server-wide Party	Общесерверная вечеринка
Please select an appearance item.	Пожалуйста, выберите элемент внешнего вида.
Spectating: 3000 people	Зрителей: 3000 человек.
Thanks to the power of fanaticism... hmph, just give me a little more time...	Благодаря силе фанатизма... хм, просто дай мне ещё немного времени...
Bright Red	Ярко-красный
Storage Limit <Num>100</>/400	Лимит хранения <Num>100</>/400
Solo p or 3366 using a ring or Glory.	Соло р или 3366 с использованием кольца или Славы.
Version update announcement maximum eighteen characters eighteen characters characters	Объявление об обновлении версии максимум восемнадцать символов восемнадцать символов
Where is Mrs. Accountant? Rozanne isn't here either...	Где миссис бухгалтер? Розанны здесь тоже нет...
Team Name	Название команды
Once you become immersed in the role, you lose the ability to see the big picture.	Как только вы погружаетесь в роль, вы теряете способность видеть общую картину.
Order name has eight characters	Название заказа состоит из восьми символов.
Useless people are not worthy of following in Roselle's footsteps.	Бесполезные люди не достойны идти по стопам Розеллы.
Four Character Name	Четырехзначное имя
Confirm synthesizing <HighLight>2</> golden Capybaras?	Подтвердите синтез <HighLight>2</> золотых капибар?
Nanming	Наньмин
Location Description	Описание местоположения
<Highlight>2</>/10 types	<Highlight>2</>/10 типов
Season 2 Name	Название 2 сезона
Team Name Seven Characters	Название команды Семь символов
Gain <HighLight>11</> player Health and 1 Gold Coin after each player combat round. Gain <HighLight>11</> player Health and 1 Gold Coin after each player combat round. Gain <HighLight>11</> player Health and 1 Gold Coin after each player combat round. Gain <HighLight>11</> player Health and 1 Gold Coin after each player combat round	Получите <HighLight>11</> здоровье игрока и 1 золотую монету после каждого боевого раунда игрока. Получите <HighLight>11</> здоровье игрока и 1 золотую монету после каждого боевого раунда игрока. Получите <HighLight>11</> здоровье игрока и 1 золотую монету после каждого боевого раунда игрока. Получите <HighLight>11</> здоровье игрока и 1 золотую монету после каждого боевого раунда игрока.
Nourishing all things, birthing the Holy Remains.	Питая все сущее, рождая Святые Останки.
Right, I have to go buy the boat ticket!	Так, мне нужно пойти купить билет на лодку!
Boss, can you give me 50 yuan? My husband wants to wear JK.	Босс, можете ли вы дать мне 50 юаней? Мой муж хочет носить JK.
Emblem Preview	Предварительный просмотр эмблемы
Vehicle Level: Level 1 Vehicle	Уровень транспортного средства: Транспортное средство уровня 1
No Beyonder material selected yet	Материал Потусторонний еще не выбран
I only wish for you	Я желаю только тебе
Top 16 appearances	16 лучших выступлений
Open Favorites	Открыть избранное
Plan description about sixty	Описание плана около шестидесяти
One Two Three Four Five Six Seven Eight Nine Ten One Two	Один Два Три Четыре Пять Шесть Семь Восемь Девять Десять Один Два
Affiliation	Принадлежность
I brought the wrong thing.	Я принес не ту вещь.
Played for 3 days and the rating is only 50,000.	Поиграл 3 дня а рейтинг всего 50000.
2025/06/15 02:26	2025/06/15 02:26
Player name seven characters Gift	Имя игрока семь символов Подарок
Go to the dungeon [May Manor · Garden] and defeat the <HyperLink stylename="h" u="1250308"> Ancestor Armor </>.	Отправляйтесь в подземелье [Майское поместье · Сад] и победите <HyperLink stylename="h" u="1250308"> Броню предков </>.
Placeholder text placeholder text placeholder text placeholder	[Заглушка]
Eyes can deceive, and memories can be tampered with, but logic never will.	Глаза могут обмануть, а воспоминания можно подделать, но логика никогда этого не сделает.
Charlie, 42-year-old male, wealthy merchant, lives in a detached villa in the Gold Tassel District.	Чарли, 42-летний мужчина, богатый торговец, живет на отдельной вилле в районе Голд Тассел.
Otherwise we won't finish until tomorrow	Иначе мы не закончим до завтра
The rats are back! Quickly, hunt them near the plants.	Крысы вернулись! Быстро охотьтесь на них возле растений.
Shout Preview	Предварительный просмотр крика
